"","PhysicalDataID","StationCode","Recorder","Field.Check","Crew","SamplingDate","YSI","SamplingTime","WeatherCode","Tide","Microcyst","WaterTemperature","Secchi","EC","SpCnd","pH","DO","Turb","LightData","DriftData","LarvalData","150_ZoopData","50_ZoopData","ChlData","PhytoData","NutrData","EnteredBy","QAQCBy","FieldComments_WQ","DataCorrectionComments","Datetime","Year","Month","SurfaceIRR","Depth1","SubSurfaceIRR1","Depth2","SubSurfaceIRR2","Depth3","SubSurfaceIRR3","Depth4","SubSurfaceIRR4","FieldComments_Light","StationNumber"
"72",1304,"LIS","",FALSE,"ni, rf",2016-08-31,NA,"11:33:00","CLR","",NA,21.76,0.13,332,354,7.97,7.54,95.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"rfichman","mfarruggia","just light data","",2016-08-31 11:33:00,"2016","8",2339,0.07,1726.7,0.14,1167.9,0.23,581.8,0.66,23.89,"","B9D82851352"
"73",1347,"LIS","",FALSE,"MJF, NI, RF",2016-09-07,NA,"09:54:00","CLR","",NA,21.83,0.18,318,339,7.98,7.08,78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"mfarruggia","rfichman","AMBER BOTTLE WATER COLLECTION EVENT FOR STEVE SANJULIAN","",2016-09-07 09:54:00,"2016","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B9D82851352"
"74",1346,"I80","",FALSE,"RF, NI",2016-09-14,NA,"10:00:00","CLR","",NA,19.62,0.22,651,762,7.9,7.27,48.4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"","","","",2016-09-14 10:00:00,"2016","9",1960.6,0.06,1443.5,0.14,990.7,0.26,496.2,0.9,19.61,"","A0D83441350"
"75",1345,"LIS","",FALSE,"RF, NI,",2016-09-14,NA,"10:50:00","CLR","",NA,19.85,0.18,359,399,8,8.98,78.5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"mfarruggia","prussell","","",2016-09-14 10:50:00,"2016","9",2228,0.08,1680.5,0.17,1137.6,0.3,552.8,0.81,21.78,"","B9D82851352"
"76",1344,"RD22","",FALSE,"RF, NI",2016-09-14,NA,"08:30:00","CLR","",NA,18.65,0.26,597,679,7.52,6.5,39.6,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"","prussell","","",2016-09-14 08:30:00,"2016","9",1568.2,0.05,1133,0.07,756.3,0.2,394.2,0.99,15.45,"","A0D84061386"
"77",1352,"LIS","",FALSE,"mjf, km",2016-11-21,NA,"10:07:00","CLD","",NA,14,0.17,294.8,373.5,7.03,5.53,43.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"mfarruggia","kmertz","HACH turb=58.2. water collection for Steve SanJulian.","",2016-11-21 10:07:00,"2016","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B9D82851352"
"78",1362,"LIS","",FALSE,"NI, RF, MJF",2016-12-20,NA,"09:02:00","CLR","",1,8.2,0.14,87,129,7.42,8.72,87.3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"kmertz","kmertz","For Steve (high flow)","",2016-12-20 09:02:00,"2016","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B9D82851352"
"79",1388,"STTD","",FALSE,"KM, JF",2017-03-21,NA,"09:30:00","RAN","",1,16.1,NA,361,436,8.12,8.53,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"kmertz","kmertz","NOTE: This is the physical data for the sonde replacement.","",2017-03-21 09:30:00,"2017","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A0D82120386"
"80",1599,"I80","",FALSE,"JF AP",2017-07-07,NA,"10:50:00","CLR","",1,25.2,0,833,830,8.2,6.64,75.5,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"ashakya","jfrantzich","Ebb tide, no secchi reading","",2017-07-07 10:50:00,"2017","7",2320,0.03,1740,0.09,1162,0.17,583,0.5,23.1,"","A0D83441350"
"81",1568,"LIS","",FALSE,"JF, AP",2017-07-07,NA,"11:47:00","CLR","",1,25.6,NA,719,711,8.08,5.52,76.5,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"ashakya","jfrantzich","","",2017-07-07 11:47:00,"2017","7",2443,0.03,1831,0.14,1223,0.28,613,0.81,24.5,"","B9D82851352"
"82",1601,"RCS","",FALSE,"jf ap",2017-07-07,NA,"08:51:00","CLR","",1,26.3,NA,708,691,7.81,3.8,38.3,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"ashakya","jfrantzich","","",2017-07-07 08:51:00,"2017","7",1955.5,0.05,1462,0.12,977,0.21,483,0.8,19.24,"","A0D84761435"
"83",1600,"RD22","",FALSE,"jf ap",2017-07-07,NA,"09:49:00","CLR","",NA,25.2,NA,887,884,8,7.78,41.9,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"ashakya","jfrantzich","","",2017-07-07 09:49:00,"2017","7",2148,0.04,1607,0.09,1067,0.23,534,0.77,21.5,"","A0D84061386"
"84",1525,"LIS","",FALSE,"NI, AS, SF",2017-10-16,NA,"11:10:00","CLR","",NA,15.4,0.33,148,182,7.45,7.08,22.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"aneely","jjenkins","Sample fo Steve, just water quality","Vial Turbidity: 35.2  (vial #23)",2017-10-16 11:10:00,"2017","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B9D82851352"
"85",1524,"SHR","",FALSE,"AS, NI",2017-10-19,NA,"11:25:00","CLD","",NA,15,NA,89,110,7.53,9.96,4.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"aneely","jjenkins","USGS contaminants collection day only","",2017-10-19 11:25:00,"2017","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A0200000"
"86",1679,"BL5","NI",TRUE,"JJ, MB",2018-08-13,NA,"12:00:00","CLR","Ebb",1,22.4,0.9,NA,167,7.82,8.04,7,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"cstuart","ashakya","Sonde used for data instead of YSI","",2018-08-13 12:00:00,"2018","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B9D81651399"
"87",1675,"DWT","CS",TRUE,"JF",2018-08-13,2,"10:08:00","CLR","",1,22,NA,525,557,7.85,6.29,61.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"cstuart","ashakya","","",2018-08-13 10:08:00,"2018","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A0033300"
"88",1676,"I80","JF",TRUE,"CS",2018-08-13,2,"10:31:00","CLR","",1,22,0.25,864,916,7.84,3.54,34.2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"cstuart","ashakya","Water High - Dirty","",2018-08-13 10:31:00,"2018","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A0D83441350"
"89",1677,"LIS","JF",TRUE,"CS",2018-08-13,2,"11:11:00","CLR","Flood",1,24.5,0.35,267,270,8.1,7.23,25.3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"cstuart","ashakya","","",2018-08-13 11:11:00,"2018","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B9D82851352"
"90",1672,"RCS","CS",TRUE,"JF",2018-08-13,2,"08:30:00","CLR","",1,23.9,0.35,527,538,7.6,4.59,22.3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"cstuart","ashakya","","",2018-08-13 08:30:00,"2018","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A0D84761435"
"91",1674,"RD22","JF",TRUE,"CS",2018-08-13,2,"09:28:00","CLR","",1,23.6,0.38,801,824,7.79,6.29,16.8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"cstuart","ashakya","","",2018-08-13 09:28:00,"2018","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A0D84061386"
"92",1680,"RYI","MB",TRUE,"NI, JJ, MB",2018-08-13,NA,"11:07:00","CLR","Ebb",1,21.8,1,NA,159,7.44,7.94,3.2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"cstuart","ashakya","Sonde used for data instead of YSI","",2018-08-13 11:07:00,"2018","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B9D81281402"
"93",1678,"STTD","NI",TRUE,"JJ, MB",2018-08-13,NA,"12:40:00","CLR","Ebb",1,23.9,0.5,NA,183,8.19,8.29,15.7,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"cstuart","ashakya","SONDE used instead of YSI.","",2018-08-13 12:40:00,"2018","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A0D82120386"
"94",1673,"WWT","CS",TRUE,"JF",2018-08-13,2,"09:03:00","CLR","",1,24.4,NA,1051,1063,7.59,4.35,12.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"cstuart","ashakya","","",2018-08-13 09:03:00,"2018","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A1030000"
"95",1706,"BL5","HW",TRUE,"NI MB",2018-08-30,NA,"12:28:00","CLD","Ebb",1,19.8,1.15,164,182,8.06,8.43,9.5,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"ashakya","cstuart","Sonde used","",2018-08-30 12:28:00,"2018","8",2265,0.02,1635.6,0.16,1127,0.3,562.7,2.29,28.05,"","B9D81651399"
"96",1702,"DWT","jj",TRUE,"jj jf",2018-08-30,3,"15:49:00","CLR","",1,22.6,NA,458,480,8.12,8.77,36.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"ashakya","cstuart","","",2018-08-30 15:49:00,"2018","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A0033300"
"97",1703,"I80","JF JJ",TRUE,"JF JJ",2018-08-30,3,"13:06:00","CLD","",1,22.2,0.35,521,550,7.62,4.38,29.8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"ashakya","cstuart","","",2018-08-30 13:06:00,"2018","8",1735.1,0.05,1303,0.2,871,0.4,432.4,1.17,17.25,"","A0D83441350"
"98",1707,"LIB","MB",TRUE,"NI MB HW",2018-08-30,NA,"11:52:00","CLD","Ebb",1,19.7,1.2,156,174,8.17,9.08,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"ashakya","cstuart","Sonde used","",2018-08-30 11:52:00,"2018","8",1514,0.09,1110.7,0.11,761.5,0.78,378.1,2.55,108.7,"","B9D81450411"
"99",1704,"LIS","JF",TRUE,"JJ JF",2018-08-30,3,"14:12:00","CLD","",1,22,0.51,539,572,7.54,4.08,12.7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"ashakya","cstuart","","",2018-08-30 14:12:00,"2018","8",2615,0.09,1963,0.23,1303,0.52,656,1.92,28.9,"Reading 4 was full length of the pole","B9D82851352"
"100",1699,"RCS","JJ",TRUE,"JF JJ",2018-08-30,3,"10:01:00","CLR","",1,20.9,0.38,467,507,7.56,5.79,19.8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"ashakya","cstuart","","",2018-08-30 10:01:00,"2018","8",2279,0.03,1704,0.18,1132,0.4,567,1.35,22.7,"","A0D84761435"
"101",1701,"RD22","jf",TRUE,"jf jj",2018-08-30,3,"11:35:00","CLR","",1,21,0.37,487,528,7.54,4.5,18.6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"ashakya","cstuart","","",2018-08-30 11:35:00,"2018","8",2173,0.06,1642,0.3,1092,0.45,542,1.43,21.1,"","A0D84061386"
"102",1709,"RVB","HW",TRUE,"HW NI MB",2018-08-30,NA,"10:20:00","CLD","Ebb",1,20.3,1.9,158,173,7.77,8.4,2.4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"ashakya","cstuart","Sonde used","",2018-08-30 10:20:00,"2018","8",1419.9,0.03,1068.4,0.08,709.4,0.65,350.8,2.55,95.99,"","B9D80960412"
"103",1708,"RYI","HW",TRUE,"HI MB NI",2018-08-30,NA,"10:55:00","CLD","Ebb",1,20.1,1.7,157,173,7.77,8.63,2.4,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"ashakya","cstuart","SONDE USED","Added light attenuation",2018-08-30 10:55:00,"2018","8",1756.8,0.04,1310.1,0.05,850.7,0.43,439.1,2.55,91.71,"","B9D81281402"
"104",1710,"SDI","HW",TRUE,"HW NI MB",2018-08-30,NA,"09:30:00","CLD","Ebb",1,20.3,0.67,262,287,7.78,8.36,11,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"ashakya","cstuart","Sonde used","",2018-08-30 09:30:00,"2018","8",1579,0.06,1139.9,0.12,796.8,0.57,382,2.55,6.29,"","B9D80561442"
"105",1705,"STTD","HW",TRUE,"NI MB",2018-08-30,NA,"13:32:00","CLD","Ebb",1,21.3,0.3,314,338,7.89,7.45,25.6,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"ashakya","cstuart","Sonde used","",2018-08-30 13:32:00,"2018","8",1593.9,0.06,1093.4,0.19,795.5,0.42,695.8,1.54,16.51,"","A0D82120386"
"106",1700,"WWT","JJ",TRUE,"JJ JF",2018-08-30,3,"11:07:00","CLD","",1,22.1,NA,1270,1343,7.47,5.05,16.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"ashakya","cstuart","","",2018-08-30 11:07:00,"2018","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A1030000"
"107",1739,"BL5","JJ",TRUE,"MB, CS",2018-09-13,NA,"12:29:00","CLR","Ebb",1,19.4,1.2,276,308,8.34,8.61,7.5,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"cargyros","cstuart","Sonde used, no YSI","",2018-09-13 12:29:00,"2018","9",2430,0.05,1864,0.16,1212.2,0.82,604.1,2.37,111.8,"","B9D81651399"
"108",1735,"DWT","TC",TRUE,"TC, JF",2018-09-13,3,"11:41:00","CLR","",1,19.8,NA,556,617,7.76,6.8,38.2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"cargyros","cstuart","","",2018-09-13 11:41:00,"2018","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A0033300"
"109",1736,"I80","JF",TRUE,"JF, TC",2018-09-13,3,"12:03:00","CLR","Flood",1,21.1,0.27,537,580,7.79,5.49,22.9,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"cargyros","cstuart","","",2018-09-13 12:03:00,"2018","9",2358,0.07,1764,0.24,1177,0.44,589.4,1.55,23.5,"","A0D83441350"
"110",1740,"LIB","JJ",TRUE,"MB, CS",2018-09-13,NA,"12:07:00","CLR","Ebb",1,19.8,2.3,183,205,7.65,9.22,2.4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"cargyros","cstuart","Sonde used, no YSI","",2018-09-13 12:07:00,"2018","9",2457,0.04,1897.2,0.14,1226.3,0.8,627.6,2.37,188.44,"","B9D81450411"
"111",1737,"LIS","JF",TRUE,"JF, TC",2018-09-13,3,"13:08:00","CLR","Flood",1,21.4,0.36,546,586,7.73,4.98,22.3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"cargyros","cstuart","","",2018-09-13 13:08:00,"2018","9",2234,0.06,1677,0.24,1115,0.5,556,1.36,22.5,"","B9D82851352"
"112",1723,"RCS","JF",TRUE,"JF, TC",2018-09-13,3,"09:01:00","CLD","",1,20.9,0.4,498,540,7.64,5.8,18.1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"jjenkins","cstuart","","",2018-09-13 09:01:00,"2018","9",116.6,0.05,87.3,0.12,58.2,0.35,29.16,1.49,1.15,"","A0D84761435"
"113",1734,"RD22","JF",TRUE,"JF, TC",2018-09-13,3,"10:35:00","CLR","",1,20.5,0.43,511,559,7.63,5.19,21.4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"cargyros","cstuart","","",2018-09-13 10:35:00,"2018","9",2027,0.06,1523.5,0.23,1004,0.45,506.2,1.56,20.27,"","A0D84061386"
"114",1742,"RVB","CS",TRUE,"MB, JJ",2018-09-13,NA,"10:57:00","CLR","Ebb",1,20.6,1.6,166,182,7.59,8.05,3.7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"cargyros","cstuart","Sonde used, no YSI","",2018-09-13 10:57:00,"2018","9",2344,0.08,1634,0.4,1056.5,1.22,596.1,2.37,188.64,"","B9D80960412"
"115",1741,"RYI","JJ",TRUE,"CS, MB",2018-09-13,NA,"11:27:00","CLR","Ebb",1,20.1,2,169,187,7.65,8.11,3.8,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"cargyros","cstuart","Sonde used, no YSI","",2018-09-13 11:27:00,"2018","9",2374,0.03,1784,0.25,1197,1.02,574.6,2.37,209.2,"","B9D81281402"
"116",1743,"SDI","CS",TRUE,"MB, JJ",2018-09-13,NA,"10:12:00","CLR","Ebb",1,20.2,0.8,286,314,7.72,8.28,13.7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"cargyros","cstuart","Sonde used, no YSI","",2018-09-13 10:12:00,"2018","9",2352,0.08,1698,0.37,1190.4,0.64,572.2,2.37,27.94,"","B9D80561442"
"117",1738,"STTD","JJ",TRUE,"MB, CS",2018-09-13,NA,"13:09:00","CLR","Ebb",1,20.9,0.4,540,585,7.78,6.27,25.1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"cargyros","cstuart","Sonde used, no YSI","",2018-09-13 13:09:00,"2018","9",2317,0.06,1722.4,0.16,1152.1,0.46,579.7,1.59,22.99,"","A0D82120386"
"118",1733,"WWT","TC",TRUE,"TC, JF",2018-09-13,3,"10:15:00","CLD","",1,20.5,NA,1016,1111,7.42,4.05,23.2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"cargyros","cstuart","","",2018-09-13 10:15:00,"2018","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A1030000"
"119",1766,"BL5",NA,TRUE,"CS, HW",2018-09-27,NA,"11:36:00","CLR","Ebb",1,20.4,1.4,233,256,8.37,8.68,3.3,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"cstuart","","Sonde used. Spcnd and Ed are switched on data sheet.","Switched Spcnd and EC when entered.",2018-09-27 11:36:00,"2018","9",2477,0.05,1864,0.16,1235.6,0.88,619.5,2.5,91.4,"Depth 4 was end of pole.","B9D81651399"
"120",1749,"DWT","AS",TRUE,"JF",2018-09-27,1,"10:59:00","CLR","",1,18,NA,391,451,7.88,6.24,61.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"cstuart","ashakya","","",2018-09-27 10:59:00,"2018","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A0033300"
"121",1750,"I80","JF",TRUE,"AS, JF",2018-09-27,1,"11:24:00","CLR","Flood",1,19.2,0.31,736,827,7.66,4.52,24.8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"cstuart","ashakya","No light taken, gate closed and no key","",2018-09-27 11:24:00,"2018","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No light taken, gate closed and no key","A0D83441350"
"122",1767,"LIB",NA,TRUE,"CS, HW",2018-09-27,NA,"11:10:00","CLR","Ebb",1,20,2.75,179,198,8,9.06,0.7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"cstuart","","Sonde used. SpCnd and EC are switched on data sheet.","Switched SpCnd and EC when entered.",2018-09-27 11:10:00,"2018","9",2525,0.03,1849.7,0.09,1296.6,0.85,618.9,2.5,188.67,"End of pole.","B9D81450411"
"123",1751,"LIS","AS",FALSE,"JF",2018-09-27,1,"12:15:00","CLR","Ebb",1,21.2,0.38,602,649,7.78,5.49,19.7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"cstuart","ashakya","","",2018-09-27 12:15:00,"2018","9",2334,0.06,1752,0.21,1168,0.47,585,1.62,23.33,"","B9D82851352"
"124",1746,"RCS","AS",TRUE,"JF",2018-09-27,1,"08:50:00","CLR","",1,21.1,0.34,552,597,7.87,6.99,28.7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"cstuart","ashakya","","",2018-09-27 08:50:00,"2018","9",1861,0.04,1394,0.07,931,0.25,465,1.18,18.5,"","A0D84761435"
"125",1748,"RD22","AS",TRUE,"JF",2018-09-27,1,"10:10:00","CLR","",1,20.1,0.27,697,771,7.54,4.01,27.1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"cstuart","ashakya","Conway pump turned on while sampling, high flow.","",2018-09-27 10:10:00,"2018","9",2113,0.04,1577,0.12,1045,0.33,525,1.1,21.2,"","A0D84061386"
"126",1769,"RVB",NA,TRUE,"CS, HW",2018-09-27,NA,"09:56:00","CLR","Ebb",1,19.7,2.08,145,162,7.42,8.28,2.9,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"cstuart","","Sonde used. SpCnd and EC are swithced on data sheet.","Swithced SpCnd and EC when entered.",2018-09-27 09:56:00,"2018","9",2291,0.04,1777,0.13,1143.1,0.85,571.1,2.5,31.4,"Full length of pole.","B9D80960412"
"127",1768,"RYI",NA,TRUE,"CS, HW",2018-09-27,NA,"10:30:00","CLR","Ebb",1,19.7,2.2,149,166,7.44,8.28,2.5,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"cstuart","","Sonde used. SpCnd and EC are swithced on data sheet.","Switched SpCnd and EC when entered.",2018-09-27 10:30:00,"2018","9",2481,0.01,1791,0.06,1345.7,0.77,619.2,2.5,191.56,"Full length of pole.","B9D81281402"
"128",1770,"SDI",NA,TRUE,"CS, HW",2018-09-27,NA,"09:08:00","CLR","Ebb",1,19.8,0.71,227,249,7.48,8.38,20.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"cstuart","","Sonde used. SpCnd and EC are swithed on data sheet.","Switched SpCnd and EC when entered.",2018-09-27 09:08:00,"2018","9",2272,0.04,1834,0.14,1137.7,0.47,562.1,2,22.95,"","B9D80561442"
"129",1765,"STTD",NA,TRUE,"HW, CS",2018-09-27,NA,"12:24:00","CLR","Ebb",1,21.9,0.41,530,563,8.13,7.89,16.5,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"cstuart","","Sonde Used. SpCnd and EC are switched on data sheet.","Swithed SpCnd and EC when entered.",2018-09-27 12:24:00,"2018","9",2317,0.05,1749.5,0.2,1160.2,0.56,574.3,1.97,23.35,"","A0D82120386"
"130",1747,"WWT","JF",TRUE,"AS, JF",2018-09-27,1,"09:45:00","CLR","",1,20.1,NA,990,1093,7.5,4.06,20.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"cstuart","ashakya","","",2018-09-27 09:45:00,"2018","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A1030000"
"131",1779,"BL5","JJ",TRUE,"CS, HW",2018-10-04,NA,"11:44:00","CLD","Flood",1,19.6,1.4,166,154,7.6,8.2,3.2,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"cstuart","","Water quality data taken from USGS station at LIB.","",2018-10-04 11:44:00,"2018","10",1328.7,0.01,916.2,0.05,689.2,0.29,330.6,2.48,28.47,"","B9D81651399"
"132",1775,"DWT","AS",TRUE,"MB",2018-10-04,1,"10:56:00","CLD","",1,19.9,NA,361,400,7.9,6.77,58.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"cstuart","ashakya","","",2018-10-04 10:56:00,"2018","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A0033300"
"133",1776,"I80","MB",TRUE,"AS",2018-10-04,1,"11:16:00","CLD","",1,20.3,0.27,427,470,7.73,5.29,26,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"cstuart","ashakya","","",2018-10-04 11:16:00,"2018","10",1187.5,0.04,894.6,0.12,594.5,0.34,297,1.05,11.97,"","A0D83441350"
"134",1780,"LIB","JJ",FALSE,"CS, HW",2018-10-04,NA,"11:23:00","CLD","Flood",1,19.8,1.8,168,158,7.6,8.2,3.4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"cstuart","ashakya","Water quality data taken from DWR CDEC and USGS station.","",2018-10-04 11:23:00,"2018","10",1661.7,0.03,1246.4,0.07,836,1.21,415.4,2.48,82.31,"","B9D81450411"
"135",1777,"LIS","MB",TRUE,"AS",2018-10-04,1,"12:08:00","CLD","Ebb",1,20.9,0.24,369,400,8.12,6.2,31.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"cstuart","ashakya","","",2018-10-04 12:08:00,"2018","10",3000,0.03,2203,0.08,1525,0.24,765.5,1.13,31.66,"","B9D82851352"
"136",1772,"RCS","MB",TRUE,"AS",2018-10-04,1,"08:23:00","CLD","",1,21.4,0.3,561,602,7.83,5.13,24.3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"Cstuart","ashakya","","",2018-10-04 08:23:00,"2018","10",1834,0.04,1378,0.08,920,0.11,452,0.85,18.5,"","A0D84761435"
"137",1774,"RD22","MB",TRUE,"AS",2018-10-04,1,"09:50:00","CLD","",1,20.9,0.2,768,834,7.67,4.82,31.8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"cstuart","ashakya","","",2018-10-04 09:50:00,"2018","10",1229.8,0.02,956,0.1,606,0.29,316,0.89,18.91,"","A0D84061386"
"138",1782,"RVB","CS",TRUE,"JJ, HW",2018-10-04,NA,"10:15:00","CLD","Flood",1,19.6,1.9,152,146,7.6,8.2,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"cstuart","ashakya","Water quality data taken from USGS station and DWR CDEC.","",2018-10-04 10:15:00,"2018","10",2487,0.06,1982.7,0.29,1183.6,0.81,685.7,2.48,176.92,"End of light pole.","B9D80960412"
"139",1781,"RYI","JJ",TRUE,"HW, CS",2018-10-04,NA,"10:45:00","CLD","Flood",1,19.5,1.8,NA,148,7.5,8.2,4.5,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"cstuart","ashakya","Water quality taken from USGS station.","",2018-10-04 10:45:00,"2018","10",2678,0.05,2014,0.13,1334.2,0.83,679.3,2.48,101.35,"","B9D81281402"
"140",1783,"SDI","CS",TRUE,"JJ, HW",2018-10-04,NA,"09:35:00","CLD","Flood",1,19.6,2.6,149,172,7.7,8.3,5.1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"cstuart","ashakya","Turbidity 5.1 NTU/FNU. Water quality taken from USGS real time sonde station.","",2018-10-04 09:35:00,"2018","10",2388,0.08,1730,0.27,1191.6,0.91,593.5,2.48,144.66,"","B9D80561442"
