PhysicalDataID,StationCode,Recorder,Field.Check,Crew,SamplingDate,YSI,SamplingTime,WeatherCode,Tide,Microcyst,WaterTemperature,Secchi,EC,SpCnd,pH,DO,Turb,LightData,DriftData,LarvalData,150_ZoopData,50_ZoopData,ChlData,PhytoData,NutrData,EnteredBy,QAQCBy,FieldComments_WQ,DataCorrectionComments,Datetime.x,Year,Month,SurfaceIRR,Depth1,SubSurfaceIRR1,Depth2,SubSurfaceIRR2,Depth3,SubSurfaceIRR3,Depth4,SubSurfaceIRR4,FieldComments_Light,StationNumber,ACT_UNIT_NAME,RunCode,StationName,RunName,SAM_Code,Datetime.y,SampleType,
1799,WWT,HW,TRUE,JF,10/18/2018,1,9:29:00,CLR,,1,17.5,NA,831,970,7.46,5.69,25.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,ashakya,,,,10/18/2018 9:29,2018,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A1030000,Special Studies,EL1018B0020,Woodland Wasetwater,YB - Fall Study,EL1018B0344,10/18/2018 9:29,Normal Sample,
1801,RD22,JF,TRUE,HW,10/18/2018,1,9:55:00,CLR,,1,15.9,0.27,740,896,7.64,6.33,29.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ashakya,,,,10/18/2018 9:55,2018,10,1851,0.04,1380,0.1,925,0.29,462.7,1.09,18.54,,A0D84061386,Special Studies,EL1018B0020,Toe Drain at Rd. 22,YB - Fall Study,EL1018B0345,10/18/2018 9:55,Normal Sample,
1800,DWT,HW,TRUE,JF,10/18/2018,1,10:43:00,CLR,,1,15.9,NA,524,634,7.52,7.98,32.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,ashakya,,,,10/18/2018 10:43,2018,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,,A0033300,Special Studies,EL1018B0020,Davis Wastewater,YB - Fall Study,EL1018B0346,10/18/2018 10:43,Normal Sample,
1802,I80,HW,TRUE,JF,10/18/2018,1,11:04:00,CLR,,1,16.7,0.39,829,986,7.55,1.8,20.7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ashakya,,,,10/18/2018 11:04,2018,10,1896.3,0.06,1428,0.15,949,0.33,473,1.3,18.7,,A0D83441350,Special Studies,EL1018B0020,Toe Drain@ I-80,YB - Fall Study,EL1018B0347,10/18/2018 11:04,Normal Sample,
1803,LIS,HW,TRUE,JF,10/18/2018,1,11:52:00,CLR,Flood,1,16.8,0.49,232,274,7.66,6.33,19.6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ashakya,cstuart,,,10/18/2018 11:52,2018,10,2209,0.06,1654,0.22,1108,0.56,552,1.81,22.1,,B9D82851352,Special Studies,EL1018B0020,Toe Drain YB LISBON,YB - Fall Study,EL1018B0348,10/18/2018 11:52,Normal Sample,
1792,STTD,NA,TRUE,CS MB,10/18/2018,2,11:29:00,CLR,Flood,1,16.5,0.8,179,214,8.61,9.59,12,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,cstuart,,,10/18/2018 11:29,2018,10,2109,0.06,1547,0.2,1056,0.71,531,2.48,25.81,,A0D82120386,Special Studies,EL1018B0020,Toe Drain at STTD,YB - Fall Study,EL1018B0349,10/18/2018 11:35,Normal Sample,
1793,BL5,NA,TRUE,CS MB,10/18/2018,2,10:59:00,CLR,Flood,1,17,1.4,148,175,8.41,9.71,15.4,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,,,,10/18/2018 10:59,2018,10,2252,0.05,1688,0.14,1122,0.8,560.5,2.48,80.57,,B9D81651399,Special Studies,EL1018B0020,BL5 -Below Toe Drain,YB - Fall Study,EL1018B0350,10/18/2018 10:59,Normal Sample,
1794,LIB,NA,TRUE,CS MB,10/18/2018,2,10:38:00,CLR,Flood,1,17.1,1.92,139,163,7.8,9.09,14.9,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ashakya,,,,10/18/2018 10:38,2018,10,2266,0.06,1662,0.09,1123.2,0.95,555.3,2.48,139.7,,B9D81450411,Special Studies,EL1018B0020,Liberty at S End,YB - Fall Study,EL1018B0351,10/18/2018 10:38,Normal Sample,
1795,RYI,NA,TRUE,CS MB,10/18/2018,2,10:12:00,CLR,Flood,1,17.2,2.2,136,159,7.68,8.93,4.6,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,,,,10/18/2018 10:12,2018,10,2269,0.04,1702,0.08,1115.9,0.62,571.2,2.48,104.2,,B9D81281402,Special Studies,EL1018B0020,RYI - Cache Slough,YB - Fall Study,EL1018B0352,10/18/2018 10:12,Normal Sample,
1796,RVB,CS,TRUE,MB NA,10/18/2018,2,9:50:00,CLR,Flood,1,17.3,3,131,154,7.58,8.61,13.7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ashakya,,,,10/18/2018 9:50,2018,10,2123,0.04,1555,0.06,1064,0.65,525,2.48,125,,B9D80960412,Special Studies,EL1018B0020,RVB - Rio Vista,YB - Fall Study,EL1018B0353,10/18/2018 9:50,Normal Sample,
1797,SDI,CS,TRUE,NA MB,10/18/2018,2,9:08:00,CLR,Flood,2,17.4,1.5,207,242,7.59,8.58,5.8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ashakya,,,,10/18/2018 9:08,2018,10,2122,0.03,1636,0.06,996,0.62,526,2.48,50.43,,B9D80561442,Special Studies,EL1018B0020,Decker Island (SDI),YB - Fall Study,EL1018B0354,10/18/2018 9:08,Normal Sample,
1797,SDI,CS,TRUE,NA MB,10/18/2018,2,9:08:00,CLR,Flood,2,17.4,1.5,207,242,7.59,8.58,5.8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ashakya,,,,10/18/2018 9:08,2018,10,2122,0.03,1636,0.06,996,0.62,526,2.48,50.43,,B9D80561442,Special Studies,EL1018B0020,Decker Island (SDI),YB - Fall Study,EL1018B0355,10/18/2018 9:08,"Replicate, Specific Analyte(s)",
1815,RCS,MB,TRUE,AS,10/25/2018,1,8:07:00,CLR,,1,15.7,0.35,528,641,7.87,6.05,24.2,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,,,,10/25/2018 8:07,2018,10,1478,0.02,1108,0.08,743,0.1,368,1,15.1,,A0D84761435,Special Studies,EL1018B0021,Ridge Cut Slough,YB - Fall Study,EL1018B0357,10/25/2018 8:07,Normal Sample,
1816,WWT,AS,FALSE,MB,10/25/2018,1,9:19:00,CLR,,1,17.1,NA,861,1015,7.53,5.5,30.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,ashakya,,,,10/25/2018 9:19,2018,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A1030000,Special Studies,EL1018B0021,Woodland Wasetwater,YB - Fall Study,EL1018B0358,10/25/2018 9:19,Normal Sample,
1817,RD22,AS,TRUE,MB,10/25/2018,1,9:43:00,CLR,,1,16,0.3,679,820,7.58,5.7,23,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,,,,10/25/2018 9:43,2018,10,2027,0.05,1540,0.12,1016,0.34,509,1.37,20.7,,A0D84061386,Special Studies,EL1018B0021,Toe Drain at Rd. 22,YB - Fall Study,EL1018B0359,10/25/2018 9:43,Normal Sample,
1820,DWT,MB,TRUE,AS,10/25/2018,1,11:21:00,CLR,,1,16.4,NA,608,727,7.43,6.9,31.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,ashakya,,,,10/25/2018 11:21,2018,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A0033300,Special Studies,EL1018B0021,Davis Wastewater,YB - Fall Study,EL1018B0360,10/25/2018 11:21,Normal Sample,
1822,I80,MB,TRUE,AS,10/25/2018,1,11:43:00,CLR,,1,15.3,0.51,928,1144,7.94,8.5,14.7,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,,,,10/25/2018 11:43,2018,10,2163,0.06,1614,0.16,1077,0.47,548.7,1.34,52.14,"pole went as deep as water would allow,too shallow",A0D83441350,Special Studies,EL1018B0021,Toe Drain@ I-80,YB - Fall Study,EL1018B0361,10/25/2018 11:43,Normal Sample,
1826,LIS,MB,TRUE,AS,10/25/2018,1,13:28:00,CLR,,1,18.1,0.2,240,277,7.71,5.42,46.7,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,cstuart,,,10/25/2018 13:28,2018,10,2321,0.07,1759,0.14,1174,0.3,573.9,1.15,28.44,,B9D82851352,Special Studies,EL1018B0021,Toe Drain YB LISBON,YB - Fall Study,EL1018B0362,10/25/2018 13:28,Normal Sample,
1819,STTD,JF,TRUE,HW JF CS,10/25/2018,3,10:10:00,CLR,Ebb,1,16.7,0.8,181,215,8.56,9.24,9.2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ashakya,cstuart,High amounts of green algae in all samples,,10/25/2018 10:10,2018,10,1992.5,0.06,1491.8,0.21,992,0.62,499.6,2.48,28.8,,A0D82120386,Special Studies,EL1018B0021,Toe Drain at STTD,YB - Fall Study,EL1018B0363,10/25/2018 10:10,Normal Sample,
1821,BL5,JF,TRUE,HW CS JF,10/25/2018,3,11:21:00,CLR,Ebb,1,16.4,2.1,152,182,8.7,9.5,4.5,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,,,,10/25/2018 11:21,2018,10,2296,0.05,1813,0.16,1144,0.98,572,2.48,131.6,,B9D81651399,Special Studies,EL1018B0021,BL5 -Below Toe Drain,YB - Fall Study,EL1018B0364,10/25/2018 11:21,Normal Sample,
1823,LIB,JF,TRUE,HW CS,10/25/2018,3,12:01:00,CLR,fld,1,16.6,2.5,139,166,8.09,9.31,3.5,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,,,,10/25/2018 12:01,2018,10,2365,0.04,1746.1,0.1,1197,1.12,592,2.48,222.5,,B9D81450411,Special Studies,EL1018B0021,Liberty at S End,YB - Fall Study,EL1018B0365,10/25/2018 12:01,Normal Sample,
1824,RYI,JF,TRUE,HW CS JF,10/25/2018,3,12:26:00,CLR,Flood,1,16.7,2.4,136,162,7.91,8.93,3.7,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,,,,10/25/2018 12:26,2018,10,2312,0.03,1724,0.12,1150.9,1.17,577.8,2.48,199.3,,B9D81281402,Special Studies,EL1018B0021,RYI - Cache Slough,YB - Fall Study,EL1018B0366,10/25/2018 12:26,Normal Sample,
1825,RVB,JF,TRUE,HW CS,10/25/2018,3,12:54:00,CLR,Flood,2,16.9,2.6,129,153,7.72,8.83,2.8,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,,,,10/25/2018 12:54,2018,10,2319,0.04,1759,0.12,1164,1.2,574,2.48,259,,B9D80960412,Special Studies,EL1018B0021,RVB - Rio Vista,YB - Fall Study,EL1018B0367,10/25/2018 12:54,Normal Sample,
1818,SDI,CS,TRUE,JF HW,10/25/2018,3,9:06:00,CLR,Ebb,2,16.9,0.5,703,831,7.52,8.99,18.1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,,Dredging going on upriver of SDI below RVB,,10/25/2018 9:06,2018,10,2064,0.07,1511,0.13,1002,0.28,513,1.11,21.32,,B9D80561442,Special Studies,EL1018B0021,Decker Island (SDI),YB - Fall Study,EL1018B0368,10/25/2018 9:06,Normal Sample,
1817,RD22,AS,TRUE,MB,10/25/2018,1,9:43:00,CLR,,1,16,0.3,679,820,7.58,5.7,23,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,,,,10/25/2018 9:43,2018,10,2027,0.05,1540,0.12,1016,0.34,509,1.37,20.7,,A0D84061386,Special Studies,EL1018B0021,Toe Drain at Rd. 22,YB - Fall Study,EL1018B0369,10/25/2018 9:43,"Replicate, Specific Analyte(s)",
1791,RCS,JJ,TRUE,MB,11/1/2018,1,8:20:00,CLD,,1,15.2,0.43,553,681,7.75,5.84,22,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,jjenkins,,,,11/1/2018 8:20,2018,11,221.9,0.03,166.03,0.07,110.18,0.31,55.45,1.54,2.22,,A0D84761435,Special Studies,EL1118B0023,Ridge Cut Slough,YB - Fall Study,EL1118B0385,11/1/2018 8:20,Normal Sample,
1804,WWT,JJ,TRUE,MB,11/1/2018,1,9:12:00,CLD,Ebb,1,15.4,0.41,856,1024,7.57,5.88,33.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,ashakya,,,,11/1/2018 9:12,2018,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A1030000,Special Studies,EL1118B0023,Woodland Wasetwater,YB - Fall Study,EL1118B0386,11/1/2018 9:12,Normal Sample,
1805,RD22,mb,TRUE,jj,11/1/2018,1,9:31:00,CLD,,1,16,0.33,744,899,7.75,6.68,23,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ashakya,,,,11/1/2018 9:31,2018,11,1256.2,0.05,911.7,0.1,626.5,0.22,322.6,1,13.45,,A0D84061386,Special Studies,EL1118B0023,Toe Drain at Rd. 22,YB - Fall Study,EL1118B0387,11/1/2018 9:31,Normal Sample,
1806,DWT,JJ,FALSE,MB,11/1/2018,1,10:30:00,CLR,,1,15.7,NA,607,737,7.59,6.95,32.8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,ashakya,,,,11/1/2018 10:30,2018,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A0033300,Special Studies,EL1118B0023,Davis Wastewater,YB - Fall Study,EL1118B0388,11/1/2018 10:30,Normal Sample,
1807,I80,MB,TRUE,JJ,11/1/2018,1,10:51:00,CLD,Flood,1,14.2,0.41,779,983,7.78,5.88,23,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ashakya,,,,11/1/2018 10:51,2018,11,1969,0.05,1487,0.15,985.9,0.38,491.5,1.33,19.64,,A0D83441350,Special Studies,EL1118B0023,Toe Drain@ I-80,YB - Fall Study,EL1118B0389,11/1/2018 10:51,Normal Sample,
1808,LIS,MB,TRUE,JJ,11/1/2018,1,11:52:00,CLR,Flood,1,15.9,0.25,257,311,7.8,7.42,39.8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ashakya,cstuart,,,11/1/2018 11:52,2018,11,2353,0.07,1760.1,0.18,1179,0.31,583.7,0.95,23.75,,B9D82851352,Special Studies,EL1118B0023,Toe Drain YB LISBON,YB - Fall Study,EL1118B0390,11/1/2018 11:52,Normal Sample,
1809,STTD,JF,TRUE,HW AS,11/1/2018,3,10:54:00,CLD,Flood,1,15.6,0.65,176,214,8.39,8.53,12,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,cstuart,,,11/1/2018 10:54,2018,11,2146,0.05,1621.8,0.15,1053.9,0.49,521.6,2.18,21.48,,A0D82120386,Special Studies,EL1118B0023,Toe Drain at STTD,YB - Fall Study,EL1118B0391,11/1/2018 10:54,Normal Sample,
1810,BL5,JF,TRUE,HW AS,11/1/2018,3,10:22:00,CLD,Flood,1,16,1.7,146,176,8.12,9.22,5.7,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,,DBW spraying pesticides nearshore,,11/1/2018 10:22,2018,11,1821.4,0.03,1332.5,0.08,918.1,0.6,459.7,2.48,50.49,,B9D81651399,Special Studies,EL1118B0023,BL5 -Below Toe Drain,YB - Fall Study,EL1118B0392,11/1/2018 10:22,Normal Sample,
1811,LIB,JF,TRUE,AS HW,11/1/2018,3,10:07:00,CLD,Flood,1,16.3,2,139,166,7.72,8.99,4.7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ashakya,,,,11/1/2018 10:07,2018,11,1466.3,0.04,1047.8,0.07,744.7,0.84,369.1,2.48,72.1,,B9D81450411,Special Studies,EL1118B0023,Liberty at S End,YB - Fall Study,EL1118B0393,11/1/2018 10:07,Normal Sample,
1812,RYI,JF,TRUE,HW AS,11/1/2018,3,9:43:00,CLD,Flood,1,16.3,2,132,159,7.55,8.8,4,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,,,,11/1/2018 9:43,2018,11,1493.2,0.04,1117.5,0.09,740.8,0.42,373.6,2.48,36.85,,B9D81281402,Special Studies,EL1118B0023,RYI - Cache Slough,YB - Fall Study,EL1118B0394,11/1/2018 9:43,Normal Sample,
1813,RVB,JF,TRUE,AS HW,11/1/2018,3,9:25:00,CLD,Flood,1,16.4,2,135,162,7.62,8.74,4.2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ashakya,,,,11/1/2018 9:25,2018,11,1198.3,0.03,892.6,0.07,600.3,0.47,300.1,2.48,43.17,,B9D80960412,Special Studies,EL1118B0023,RVB - Rio Vista,YB - Fall Study,EL1118B0395,11/1/2018 9:25,Normal Sample,
1814,SDI,JF,TRUE,AS HW,11/1/2018,3,9:03:00,CLD,Flood,1,16.5,0.9,366,437,7.74,8.98,5.4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ashakya,,,,11/1/2018 9:03,2018,11,1697,0.05,1263,0.07,849.4,0.3,423.7,2.48,19.65,,B9D80561442,Special Studies,EL1118B0023,Decker Island (SDI),YB - Fall Study,EL1118B0396,11/1/2018 9:03,Normal Sample,
1809,STTD,JF,TRUE,HW AS,11/1/2018,3,10:54:00,CLD,Flood,1,15.6,0.65,176,214,8.39,8.53,12,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,cstuart,,,11/1/2018 10:54,2018,11,2146,0.05,1621.8,0.15,1053.9,0.49,521.6,2.18,21.48,,A0D82120386,Special Studies,EL1118B0023,Toe Drain at STTD,YB - Fall Study,EL1118B0397,11/1/2018 10:54,"Replicate, Specific Analyte(s)",
771,SHR,,FALSE,NI JS LT,1/3/2014,NA,9:30:00,CLR,,NA,8.4,1.4,118,NA,7.61,12.12,4.57,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,jshen,mogaz,,,1/3/2014 9:30,2014,1,1784.2,0.04,1384.2,0.06,892,0.64,445.8,2.55,30.49,,A0200000,Aquatic Ecology,ES0114B0001,SHER,Yolo Bypass 2013,ES0114B0001,1/3/2014 9:30,Normal Sample,
769,STTD,,FALSE,HC NI JS,1/2/2014,NA,10:07:00,CLR,,NA,7.1,0.34,514,NA,7.79,11.38,26.5,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,jshen,mogaz,,,1/2/2014 10:07,2014,1,1634.3,0.08,1177.8,0.11,806.1,0.29,411.8,1.25,16.61,,A0D82120386,Aquatic Ecology,ES0114B0001,Toe Drain at STTD,Yolo Bypass 2013,ES0114B0002,1/2/2014 10:07,Normal Sample,
770,LIS,,FALSE,NI HC JS,1/2/2014,NA,11:50:00,CLR,,NA,7.8,0.23,557,NA,7.88,9.56,35.6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,jshen,mogaz,,,1/2/2014 11:50,2014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B9D82851352,Aquatic Ecology,ES0114B0001,Toe Drain YB LISBON,Yolo Bypass 2013,ES0114B0003,1/2/2014 11:50,Normal Sample,
771,SHR,,FALSE,NI JS LT,1/3/2014,NA,9:30:00,CLR,,NA,8.4,1.4,118,NA,7.61,12.12,4.57,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,jshen,mogaz,,,1/3/2014 9:30,2014,1,1784.2,0.04,1384.2,0.06,892,0.64,445.8,2.55,30.49,,A0200000,Aquatic Ecology,ES0114B0001,SHER,Yolo Bypass 2013,ES0114B0004,1/3/2014 9:30,Replicate Sample,
769,STTD,,FALSE,HC NI JS,1/2/2014,NA,10:07:00,CLR,,NA,7.1,0.34,514,NA,7.79,11.38,26.5,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,jshen,mogaz,,,1/2/2014 10:07,2014,1,1634.3,0.08,1177.8,0.11,806.1,0.29,411.8,1.25,16.61,,A0D82120386,Aquatic Ecology,ES0114B0001,Toe Drain at STTD,Yolo Bypass 2013,ES0114B0005,1/2/2014 10:07,Replicate Sample,
770,LIS,,FALSE,NI HC JS,1/2/2014,NA,11:50:00,CLR,,NA,7.8,0.23,557,NA,7.88,9.56,35.6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,jshen,mogaz,,,1/2/2014 11:50,2014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B9D82851352,Aquatic Ecology,ES0114B0001,Toe Drain YB LISBON,Yolo Bypass 2013,ES0114B0006,1/2/2014 11:50,Replicate Sample,
772,LIS,,FALSE,"HC, JS, JF, BG",1/8/2014,NA,11:39:00,CLD,,NA,8,0.33,559,NA,7.88,9.8,31.2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,hcarlson,mogaz,,,1/8/2014 11:39,2014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B9D82851352,Aquatic Ecology,ES0114B0002,Toe Drain YB LISBON,Lisbon Weir - Nutrient and Phyto,ES0114B0007,1/8/2014 11:39,Normal Sample,
772,LIS,,FALSE,"HC, JS, JF, BG",1/8/2014,NA,11:39:00,CLD,,NA,8,0.33,559,NA,7.88,9.8,31.2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,hcarlson,mogaz,,,1/8/2014 11:39,2014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B9D82851352,Aquatic Ecology,ES0114B0002,Toe Drain YB LISBON,Lisbon Weir - Nutrient and Phyto,ES0114B0009,1/8/2014 11:39,"Replicate, Specific Analyte(s)",
773,SHR,,FALSE,"HC, NI, JS",1/14/2014,NA,9:30:00,CLR,,NA,8.8,1.2,130,NA,7.73,12.04,5.4,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,hcarlson,mogaz,,,1/14/2014 9:30,2014,1,1779.8,0.06,1125.1,0.09,852.7,0.59,456.8,1.54,75.36,,A0200000,Aquatic Ecology,ES0114B0003,SHER,Yolo Bypass 2013,ES0114B0010,1/14/2014 9:30,Normal Sample,
774,STTD,,FALSE,"JS, NI, BC",1/15/2014,NA,9:33:00,CLR,,NA,8.2,0.23,565,NA,7.81,11.1,36.3,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,hcarlson,mogaz,,,1/15/2014 9:33,2014,1,1501.2,0.03,1177.1,0.05,746.8,0.2,378.5,0.99,15.8,,A0D82120386,Aquatic Ecology,ES0114B0003,Toe Drain at STTD,Yolo Bypass 2013,ES0114B0011,1/15/2014 9:33,Normal Sample,
775,LIS,,FALSE,"NI, JS, BC",1/15/2014,NA,12:35:00,CLR,,NA,9.1,0.26,589,NA,6.83,9.53,35.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,hcarlson,mogaz,,,1/15/2014 12:35,2014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B9D82851352,Aquatic Ecology,ES0114B0003,Toe Drain YB LISBON,Yolo Bypass 2013,ES0114B0012,1/15/2014 9:30,Normal Sample,
773,SHR,,FALSE,"HC, NI, JS",1/14/2014,NA,9:30:00,CLR,,NA,8.8,1.2,130,NA,7.73,12.04,5.4,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,hcarlson,mogaz,,,1/14/2014 9:30,2014,1,1779.8,0.06,1125.1,0.09,852.7,0.59,456.8,1.54,75.36,,A0200000,Aquatic Ecology,ES0114B0003,SHER,Yolo Bypass 2013,ES0114B0013,1/14/2014 9:30,Replicate Sample,
774,STTD,,FALSE,"JS, NI, BC",1/15/2014,NA,9:33:00,CLR,,NA,8.2,0.23,565,NA,7.81,11.1,36.3,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,hcarlson,mogaz,,,1/15/2014 9:33,2014,1,1501.2,0.03,1177.1,0.05,746.8,0.2,378.5,0.99,15.8,,A0D82120386,Aquatic Ecology,ES0114B0003,Toe Drain at STTD,Yolo Bypass 2013,ES0114B0014,1/15/2014 9:33,Replicate Sample,
775,LIS,,FALSE,"NI, JS, BC",1/15/2014,NA,12:35:00,CLR,,NA,9.1,0.26,589,NA,6.83,9.53,35.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,hcarlson,mogaz,,,1/15/2014 12:35,2014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B9D82851352,Aquatic Ecology,ES0114B0003,Toe Drain YB LISBON,Yolo Bypass 2013,ES0114B0015,1/15/2014 9:30,Replicate Sample,
1212,LIS,,FALSE,"NI, JS, HC",1/21/2014,NA,15:47:00,CLR,,NA,9.7,0.24,637,NA,7.89,8.49,36.7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,rfichman,ashakya,,,1/21/2014 15:47,2014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B9D82851352,Aquatic Ecology,ES0114B0004,Toe Drain YB LISBON,Lisbon Weir - Nutrient and Phyto,ES0114B0016,1/21/2014 15:50,Normal Sample,
1212,LIS,,FALSE,"NI, JS, HC",1/21/2014,NA,15:47:00,CLR,,NA,9.7,0.24,637,NA,7.89,8.49,36.7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,rfichman,ashakya,,,1/21/2014 15:47,2014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B9D82851352,Aquatic Ecology,ES0114B0004,Toe Drain YB LISBON,Lisbon Weir - Nutrient and Phyto,ES0114B0018,1/21/2014 15:50,"Replicate, Specific Analyte(s)",
776,SHR,,FALSE,"JF, JS, NI",1/28/2014,NA,9:35:00,CLD,,NA,10.1,1.52,141,NA,7.73,12.37,5.08,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,jshen,mogaz,,,1/28/2014 9:35,2014,1,706.8,0.04,534,0.05,351,0.42,174.2,2.48,19.88,,A0200000,Aquatic Ecology,ES0114B0005,SHER,Yolo Bypass 2013,ES0114B0019,1/28/2014 9:35,Normal Sample,
777,STTD,,FALSE,"JS, NI",1/29/2014,NA,9:55:00,CLD,,NA,10.6,0.31,670,NA,7.8,8.8,37.4,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,jshen,mogaz,,,1/29/2014 9:55,2014,1,515.5,0.02,378,0.04,244.8,0.25,127.03,1.26,5.1,,A0D82120386,Aquatic Ecology,ES0114B0005,Toe Drain at STTD,Yolo Bypass 2013,ES0114B0020,1/29/2014 9:55,Normal Sample,
778,LIS,,FALSE,"JS, NI",1/29/2014,NA,13:19:00,CLD,,NA,11.3,0.21,702,NA,7.84,8.38,59,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,jshen,mogaz,,,1/29/2014 13:19,2014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B9D82851352,Aquatic Ecology,ES0114B0005,Toe Drain YB LISBON,Yolo Bypass 2013,ES0114B0021,1/29/2014 13:19,Normal Sample,
