RunCode,RunName,MeasuringProgram,StationCode,StationName,StationNumber,SAM_Code,SAM_Code_Parent,SampleType,PhysicalDataID,SampleDate.field,SampleDate.WDL,SamplingDate,SamplingTime,SampleNumber,SampleTime,LabOrField,Recorder,Field.Check,Crew,YSI,WeatherCode,Secchi,WaterTemperature,DO,SpCnd,EC,pH,Tide,Microcyst,VegRank,Turb,SurfaceIRR,Depth1,Depth2,Depth3,Depth4,SubSurfaceIRR1,SubSurfaceIRR2,SubSurfaceIRR3,SubSurfaceIRR4,FieldComments_Light,LightData,DriftData,LarvalData,150_ZoopData,50_ZoopData,PhytoData,ChlData,NutrData,FieldComments_WQ,DataCorrectionComments,EnteredBy,QAQCBy
ESF0312B0042,Yolo Bypass 2012,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESF0312B0358,ESF0312B0356,Replicate Sample,580,3/7/2012 8:58,3/7/2012 8:58,3/7/2012,8:58:00,,,,,FALSE,"JF, AH, SR",NA,CLR,0.24,11.5,9.86,NA,707,8.31,,NA,,56.3,1323,0.08,0.13,0.27,0.85,994,661,336,13.4,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,Drift / Larval flow meter was 956990 (data sheet showed 956998),ahsiung,lrojas
ESG0312B0006,Yolo Bypass 2012,YBFMP,SHR,SHER,A0200000,ESG0312B0023,ESG0312B0021,Replicate Sample,581,3/22/2012 7:54,3/22/2012 7:54,3/22/2012,7:54:00,,,,,FALSE,"AH, SR, NI",NA,CLD,0.4,12.1,10.45,NA,86,7.85,,NA,,37.4,297.3,0.04,0.07,0.31,1.21,223.8,148.42,73.66,2.98,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Very cloudy day,,ahsiung,lrojas
ESG0312B0006,Yolo Bypass 2012,YBFMP,SHR,SHER,A0200000,ESG0312B0021,0,Normal Sample,581,3/22/2012 7:54,3/22/2012 7:54,3/22/2012,7:54:00,,,,,FALSE,"AH, SR, NI",NA,CLD,0.4,12.1,10.45,NA,86,7.85,,NA,,37.4,297.3,0.04,0.07,0.31,1.21,223.8,148.42,73.66,2.98,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Very cloudy day,,ahsiung,lrojas
ESG0312B0006,Yolo Bypass 2012,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESG0312B0024,ESG0312B0022,Replicate Sample,582,3/22/2012 10:04,3/22/2012 10:04,3/22/2012,10:04:00,,,,,FALSE,"NI, SR, AH",NA,CLD,0.25,14.3,8.28,NA,616,7.95,,NA,,70.1,866.5,0.04,0.08,0.19,0.77,645.2,432,215.3,8.71,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Very cloudy,,ahsiung,lrojas
ESG0312B0006,Yolo Bypass 2012,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESG0312B0022,0,Normal Sample,582,3/22/2012 10:04,3/22/2012 10:04,3/22/2012,10:04:00,,,,,FALSE,"NI, SR, AH",NA,CLD,0.25,14.3,8.28,NA,616,7.95,,NA,,70.1,866.5,0.04,0.08,0.19,0.77,645.2,432,215.3,8.71,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Very cloudy,,ahsiung,lrojas
ESG0412B0007,Yolo Bypass 2012,YBFMP,SHR,SHER,A0200000,ESG0412B0027,ESG0412B0025,Replicate Sample,586,4/4/2012 10:25,4/4/2012 10:36,4/4/2012,10:25:00,,,,,FALSE,"NI,SR,AH",NA,CLR,0.22,12.5,10.85,NA,88,8.29,,NA,,59.3,2144,0.07,0.18,0.32,0.95,1602,1070,536,21.42,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,srohrer,lrojas
ESG0412B0007,Yolo Bypass 2012,YBFMP,SHR,SHER,A0200000,ESG0412B0025,0,Normal Sample,586,4/4/2012 10:25,4/4/2012 10:36,4/4/2012,10:25:00,,,,,FALSE,"NI,SR,AH",NA,CLR,0.22,12.5,10.85,NA,88,8.29,,NA,,59.3,2144,0.07,0.18,0.32,0.95,1602,1070,536,21.42,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,srohrer,lrojas
ESG0412B0007,Yolo Bypass 2012,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESG0412B0026,0,Normal Sample,585,4/4/2012 8:30,4/4/2012 8:35,4/4/2012,8:30:00,,,,,FALSE,"SR,AH,NI",NA,CLR,0.17,15,8.19,NA,618,8.14,,NA,,121,838.9,0.03,0.06,0.15,0.51,622.5,418.9,211,8.49,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,srohrer,lrojas
ESG0412B0007,Yolo Bypass 2012,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESG0412B0028,ESG0412B0026,Replicate Sample,585,4/4/2012 8:30,4/4/2012 8:35,4/4/2012,8:30:00,,,,,FALSE,"SR,AH,NI",NA,CLR,0.17,15,8.19,NA,618,8.14,,NA,,121,838.9,0.03,0.06,0.15,0.51,622.5,418.9,211,8.49,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,srohrer,lrojas
ESF0412B0043,Yolo Bypass 2012,YBFMP,SHR,SHER,A0200000,ESF0412B0359,0,Normal Sample,589,4/16/2012 8:00,4/16/2012 8:00,4/16/2012,8:00:00,,,,,FALSE,"SR,AH,NI",NA,CLR,0.22,13.2,10.19,NA,99,7.74,,NA,,60.1,1634,0.03,0.05,0.15,0.85,1236.6,802.1,405.5,19.19,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,srohrer,lrojas
ESF0412B0043,Yolo Bypass 2012,YBFMP,SHR,SHER,A0200000,ESF0412B0361,ESF0412B0359,Replicate Sample,589,4/16/2012 8:00,4/16/2012 8:00,4/16/2012,8:00:00,,,,,FALSE,"SR,AH,NI",NA,CLR,0.22,13.2,10.19,NA,99,7.74,,NA,,60.1,1634,0.03,0.05,0.15,0.85,1236.6,802.1,405.5,19.19,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,srohrer,lrojas
ESF0412B0043,Yolo Bypass 2012,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESF0412B0362,ESF0412B0360,Replicate Sample,587,4/16/2012 10:00,4/16/2012 10:00,4/16/2012,10:00:00,,,,,FALSE,"SR,AH,NI",NA,CLR,0.18,16.7,8.17,NA,673,8.06,,NA,,83.6,2063,0.08,0.09,0.14,0.56,1545,1038,519,21.04,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,srohrer,lrojas
ESF0412B0043,Yolo Bypass 2012,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESF0412B0360,0,Normal Sample,587,4/16/2012 10:00,4/16/2012 10:00,4/16/2012,10:00:00,,,,,FALSE,"SR,AH,NI",NA,CLR,0.18,16.7,8.17,NA,673,8.06,,NA,,83.6,2063,0.08,0.09,0.14,0.56,1545,1038,519,21.04,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,srohrer,lrojas
ESF0512B0044,Yolo Bypass 2012,YBFMP,SHR,SHER,A0200000,ESF0512B0365,ESF0512B0363,Replicate Sample,584,5/2/2012 8:20,5/2/2012 8:20,5/2/2012,8:20:00,,,,,FALSE,"JF,NI,SR",NA,CLR,0.81,15.8,9.77,NA,87,7.85,,NA,,NA,1835,0.03,0.08,0.46,2.12,1356,900,459,22,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NO TURBIDITY TAKEN,,srohrer,lrojas
ESF0512B0044,Yolo Bypass 2012,YBFMP,SHR,SHER,A0200000,ESF0512B0363,0,Normal Sample,584,5/2/2012 8:20,5/2/2012 8:20,5/2/2012,8:20:00,,,,,FALSE,"JF,NI,SR",NA,CLR,0.81,15.8,9.77,NA,87,7.85,,NA,,NA,1835,0.03,0.08,0.46,2.12,1356,900,459,22,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NO TURBIDITY TAKEN,,srohrer,lrojas
ESF0512B0044,Yolo Bypass 2012,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESF0512B0364,0,Normal Sample,583,5/2/2012 10:00,5/2/2012 10:00,5/2/2012,10:00:00,,,,,FALSE,"JF,NI,SR",NA,CLR,0.24,20.3,6.91,NA,843,8.07,,NA,,80.1,1831.5,0.06,0.14,0.26,0.83,1360,916,450,18.3,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,srohrer,lrojas
ESF0512B0044,Yolo Bypass 2012,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESF0512B0366,ESF0512B0364,Replicate Sample,583,5/2/2012 10:00,5/2/2012 10:00,5/2/2012,10:00:00,,,,,FALSE,"JF,NI,SR",NA,CLR,0.24,20.3,6.91,NA,843,8.07,,NA,,80.1,1831.5,0.06,0.14,0.26,0.83,1360,916,450,18.3,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,srohrer,lrojas
ESF0512B0045,Yolo Bypass 2012,YBFMP,SHR,SHER,A0200000,ESF0512B0367,0,Normal Sample,590,5/17/2012 8:44,5/17/2012 8:44,5/17/2012,8:44:00,,,,,FALSE,"JF,NI,SR",NA,CLD,1.05,18.9,9.79,NA,102,7.78,,NA,,33.1,804.6,0.01,0.05,0.59,1.41,815,417,202,29.4,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,srohrer,lrojas
ESF0512B0045,Yolo Bypass 2012,YBFMP,SHR,SHER,A0200000,ESF0512B0369,ESF0512B0367,Replicate Sample,590,5/17/2012 8:44,5/17/2012 8:44,5/17/2012,8:44:00,,,,,FALSE,"JF,NI,SR",NA,CLD,1.05,18.9,9.79,NA,102,7.78,,NA,,33.1,804.6,0.01,0.05,0.59,1.41,815,417,202,29.4,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,srohrer,lrojas
ESF0512B0045,Yolo Bypass 2012,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESF0512B0368,0,Normal Sample,591,5/17/2012 10:20,5/17/2012 10:20,5/17/2012,10:20:00,,,,,FALSE,"JF,NI,SR",NA,CLD,0.19,20.5,6.99,NA,634,8.02,,NA,,90.4,1978.5,0.04,0.11,0.24,0.69,1462.6,987.3,499.3,19.76,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,srohrer,lrojas
ESF0512B0045,Yolo Bypass 2012,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESF0512B0370,ESF0512B0368,Replicate Sample,591,5/17/2012 10:20,5/17/2012 10:20,5/17/2012,10:20:00,,,,,FALSE,"JF,NI,SR",NA,CLD,0.19,20.5,6.99,NA,634,8.02,,NA,,90.4,1978.5,0.04,0.11,0.24,0.69,1462.6,987.3,499.3,19.76,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,srohrer,lrojas
ESH0512B0001,Yolo Bypass 2012,YBFMP,SHR,SHER,A0200000,ESH0512B0003,ESH0512B0001,Replicate Sample,592,5/31/2012 11:54,5/31/2012 12:00,5/31/2012,11:54:00,,,,,FALSE,"NI,BH,SR",NA,CLR,0.87,20.2,9.42,NA,142,8.14,,NA,,13.3,2030,0.06,0.4,1.01,2.55,1523.5,1013.2,507.8,42.03,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,srohrer,lrojas
ESH0512B0001,Yolo Bypass 2012,YBFMP,SHR,SHER,A0200000,ESH0512B0001,0,Normal Sample,592,5/31/2012 11:54,5/31/2012 12:00,5/31/2012,11:54:00,,,,,FALSE,"NI,BH,SR",NA,CLR,0.87,20.2,9.42,NA,142,8.14,,NA,,13.3,2030,0.06,0.4,1.01,2.55,1523.5,1013.2,507.8,42.03,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,srohrer,lrojas
ESH0512B0001,Yolo Bypass 2012,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESH0512B0002,0,Normal Sample,593,5/31/2012 8:28,5/31/2012 9:30,5/31/2012,8:28:00,,,,,FALSE,"NI,BH,SR",NA,CLR,0.15,21.3,7.22,NA,389,7.92,,NA,,127,1773.9,0.05,0.1,0.17,0.58,1356.3,868,440.2,17.46,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,srohrer,lrojas
ESH0512B0001,Yolo Bypass 2012,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESH0512B0004,ESH0512B0002,Replicate Sample,593,5/31/2012 8:28,5/31/2012 9:30,5/31/2012,8:28:00,,,,,FALSE,"NI,BH,SR",NA,CLR,0.15,21.3,7.22,NA,389,7.92,,NA,,127,1773.9,0.05,0.1,0.17,0.58,1356.3,868,440.2,17.46,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,srohrer,lrojas
ESF0612B0047,Yolo Bypass 2012,YBFMP,SHR,SHER,A0200000,ESF0612B0377,ESF0612B0375,Replicate Sample,595,6/13/2012 10:25,6/13/2012 10:25,6/13/2012,10:25:00,,,,,FALSE,"JF,NI,SR",NA,CLR,0.85,20.4,9.23,NA,114,7.85,,NA,,18.6,2186,0.03,0.22,0.76,2.53,1638.2,1093.2,545,32.9,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Depth4 is the ""max"" depth",,srohrer,lrojas
ESF0612B0047,Yolo Bypass 2012,YBFMP,SHR,SHER,A0200000,ESF0612B0375,0,Normal Sample,595,6/13/2012 10:25,6/13/2012 10:25,6/13/2012,10:25:00,,,,,FALSE,"JF,NI,SR",NA,CLR,0.85,20.4,9.23,NA,114,7.85,,NA,,18.6,2186,0.03,0.22,0.76,2.53,1638.2,1093.2,545,32.9,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Depth4 is the ""max"" depth",,srohrer,lrojas
ESF0612B0047,Yolo Bypass 2012,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESF0612B0378,ESF0612B0376,Replicate Sample,594,6/13/2012 8:07,6/13/2012 8:07,6/13/2012,8:07:00,,,,,FALSE,"JF,NI,SR",NA,CLR,0.16,23,7.35,NA,288,7.66,,NA,,154,1126,0.04,0.1,0.18,0.49,840,546,288.6,11.86,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,srohrer,lrojas
ESF0612B0047,Yolo Bypass 2012,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESF0612B0376,0,Normal Sample,594,6/13/2012 8:07,6/13/2012 8:07,6/13/2012,8:07:00,,,,,FALSE,"JF,NI,SR",NA,CLR,0.16,23,7.35,NA,288,7.66,,NA,,154,1126,0.04,0.1,0.18,0.49,840,546,288.6,11.86,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,srohrer,lrojas
ESH0612B0003,Yolo Bypass 2012,YBFMP,SHR,SHER,A0200000,ESH0612B0009,0,Normal Sample,597,6/25/2012 8:34,6/25/2012 8:51,6/25/2012,8:34:00,,,,,FALSE,ni sr pc,NA,CLR,0.84,18.3,10.42,NA,103,7.3,,NA,,36.5,2010,0.04,0.09,0.6,2.45,1571,1007.1,500,30.59,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,pchoy,lrojas
ESH0612B0003,Yolo Bypass 2012,YBFMP,SHR,SHER,A0200000,ESH0612B0011,ESH0612B0009,Replicate Sample,597,6/25/2012 8:34,6/25/2012 8:51,6/25/2012,8:34:00,,,,,FALSE,ni sr pc,NA,CLR,0.84,18.3,10.42,NA,103,7.3,,NA,,36.5,2010,0.04,0.09,0.6,2.45,1571,1007.1,500,30.59,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,pchoy,lrojas
ESH0612B0003,Yolo Bypass 2012,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESH0612B0012,ESH0612B0010,Replicate Sample,596,6/25/2012 10:43,6/25/2012 10:50,6/25/2012,10:43:00,,,,,FALSE,"ni, sr, pc",NA,CLR,0.14,20.3,9.01,NA,217,7.89,,NA,,NA,2109,0.01,0.07,0.14,0.43,1467.9,1039.7,523.1,21.83,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,srohrer,lrojas
ESH0612B0003,Yolo Bypass 2012,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESH0612B0010,0,Normal Sample,596,6/25/2012 10:43,6/25/2012 10:50,6/25/2012,10:43:00,,,,,FALSE,"ni, sr, pc",NA,CLR,0.14,20.3,9.01,NA,217,7.89,,NA,,NA,2109,0.01,0.07,0.14,0.43,1467.9,1039.7,523.1,21.83,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,srohrer,lrojas
ESF0712B0048,Yolo Bypass 2012,YBFMP,SHR,SHER,A0200000,ESF0712B0381,ESF0712B0379,Replicate Sample,599,7/10/2012 7:50,7/10/2012 7:50,7/10/2012,7:50:00,,,,,FALSE,pc sr ni,NA,CLR,0.91,21.1,9.45,NA,102,7.03,,NA,,9.58,1799,0.03,0.05,0.48,2.37,1350.7,901.2,451.1,17.84,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,pchoy,lrojas
ESF0712B0048,Yolo Bypass 2012,YBFMP,SHR,SHER,A0200000,ESF0712B0379,0,Normal Sample,599,7/10/2012 7:50,7/10/2012 7:50,7/10/2012,7:50:00,,,,,FALSE,pc sr ni,NA,CLR,0.91,21.1,9.45,NA,102,7.03,,NA,,9.58,1799,0.03,0.05,0.48,2.37,1350.7,901.2,451.1,17.84,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,pchoy,lrojas
ESF0712B0048,Yolo Bypass 2012,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESF0712B0380,0,Normal Sample,598,7/10/2012 10:00,7/10/2012 10:00,7/10/2012,10:00:00,,,,,FALSE,pc sr ni,NA,CLR,0.15,23.8,7.71,NA,221,7.8,,NA,,162,1888.9,0.01,0.08,0.12,0.43,1367.7,942.3,477.3,18.6,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"flood tide, used motor to move boat backwards upstream for sampling",,pchoy,lrojas
ESF0712B0048,Yolo Bypass 2012,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESF0712B0382,ESF0712B0380,Replicate Sample,598,7/10/2012 10:00,7/10/2012 10:00,7/10/2012,10:00:00,,,,,FALSE,pc sr ni,NA,CLR,0.15,23.8,7.71,NA,221,7.8,,NA,,162,1888.9,0.01,0.08,0.12,0.43,1367.7,942.3,477.3,18.6,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"flood tide, used motor to move boat backwards upstream for sampling",,pchoy,lrojas
ESF0712B0049,Yolo Bypass 2012,YBFMP,SHR,SHER,A0200000,ESF0712B0385,ESF0712B0383,Replicate Sample,600,7/25/2012 8:08,7/25/2012 8:15,7/25/2012,8:08:00,,,,,FALSE,ni pc sr,NA,CLR,0.96,21.1,9.16,NA,101,7.32,,NA,,10.6,1795,0.03,0.06,0.55,1.45,1352.4,877.9,450.1,24.56,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,pchoy,lrojas
ESF0712B0049,Yolo Bypass 2012,YBFMP,SHR,SHER,A0200000,ESF0712B0383,0,Normal Sample,600,7/25/2012 8:08,7/25/2012 8:15,7/25/2012,8:08:00,,,,,FALSE,ni pc sr,NA,CLR,0.96,21.1,9.16,NA,101,7.32,,NA,,10.6,1795,0.03,0.06,0.55,1.45,1352.4,877.9,450.1,24.56,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,pchoy,lrojas
ESF0712B0049,Yolo Bypass 2012,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESF0712B0386,ESF0712B0384,Replicate Sample,601,7/25/2012 10:11,7/25/2012 10:20,7/25/2012,10:11:00,,,,,FALSE,ni pc sr,NA,CLR,0.14,22.6,7.81,NA,189,7.97,,NA,,129,2020,0.07,0.13,0.21,0.58,1517.8,1008.2,508.8,20.24,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"flood tide, used motor to move boat backwards upstream for sampling",,pchoy,lrojas
ESF0712B0049,Yolo Bypass 2012,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESF0712B0384,0,Normal Sample,601,7/25/2012 10:11,7/25/2012 10:20,7/25/2012,10:11:00,,,,,FALSE,ni pc sr,NA,CLR,0.14,22.6,7.81,NA,189,7.97,,NA,,129,2020,0.07,0.13,0.21,0.58,1517.8,1008.2,508.8,20.24,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"flood tide, used motor to move boat backwards upstream for sampling",,pchoy,lrojas
NA,NA,NDFA,RCS,NA,A0D84761435,NA,NA,NA,602,8/7/2012 10:07,NA,8/7/2012,10:07:00,,,,,FALSE,ni pc sr,NA,CLR,0.14,22,8.44,NA,189,7.85,,NA,,103,1976,0.02,0.08,0.18,0.59,1479.1,984.7,491.3,19.77,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"flood tide, used motor to move boat backwards upstream for sampling",,pchoy,lrojas
ESH0812B0004,Yolo Bypass 2012,YBFMP,SHR,SHER,A0200000,ESH0812B0015,ESH0812B0013,Replicate Sample,603,8/7/2012 7:48,8/7/2012 7:48,8/7/2012,7:48:00,,,,,FALSE,pc ni sr,NA,CLR,0.91,20.3,9.83,NA,109,7.33,,NA,,8.5,1762.4,0.04,0.06,0.41,2.35,1319.1,889.2,447.2,22.42,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,pchoy,lrojas
ESH0812B0004,Yolo Bypass 2012,YBFMP,SHR,SHER,A0200000,ESH0812B0013,0,Normal Sample,603,8/7/2012 7:48,8/7/2012 7:48,8/7/2012,7:48:00,,,,,FALSE,pc ni sr,NA,CLR,0.91,20.3,9.83,NA,109,7.33,,NA,,8.5,1762.4,0.04,0.06,0.41,2.35,1319.1,889.2,447.2,22.42,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,pchoy,lrojas
ESH0812B0005,Yolo Bypass 2012,YBFMP,SHR,SHER,A0200000,ESH0812B0019,ESH0812B0017,Replicate Sample,646,8/21/2012 6:59,8/21/2012 6:59,8/21/2012,6:59:00,,,,,FALSE,"NI,SR,PC",NA,CLR,1,20.9,9.37,NA,129,7.37,,NA,,9.8,669.6,0.02,0.05,0.1,1.66,507.3,339.5,166.4,4.6,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,srohrer,lrojas
ESH0812B0005,Yolo Bypass 2012,YBFMP,SHR,SHER,A0200000,ESH0812B0017,0,Normal Sample,646,8/21/2012 6:59,8/21/2012 6:59,8/21/2012,6:59:00,,,,,FALSE,"NI,SR,PC",NA,CLR,1,20.9,9.37,NA,129,7.37,,NA,,9.8,669.6,0.02,0.05,0.1,1.66,507.3,339.5,166.4,4.6,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,srohrer,lrojas
ESH0812B0005,Yolo Bypass 2012,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESH0812B0020,ESH0812B0018,Replicate Sample,647,8/21/2012 8:59,8/21/2012 6:59,8/21/2012,8:59:00,,,,,FALSE,"NI,SR,PC",NA,CLR,0.16,21.8,8.75,NA,177,8.08,,NA,,84.4,1401.6,0.09,0.16,0.25,0.73,1038.6,700.5,349.8,13.99,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,srohrer,lrojas
ESH0812B0005,Yolo Bypass 2012,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESH0812B0018,0,Normal Sample,647,8/21/2012 8:59,8/21/2012 6:59,8/21/2012,8:59:00,,,,,FALSE,"NI,SR,PC",NA,CLR,0.16,21.8,8.75,NA,177,8.08,,NA,,84.4,1401.6,0.09,0.16,0.25,0.73,1038.6,700.5,349.8,13.99,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,srohrer,lrojas
ESH0912B0006,Yolo Bypass 2012,YBFMP,SHR,SHER,A0200000,ESH0912B0023,ESH0912B0021,Replicate Sample,648,9/5/2012 7:46,9/5/2012 7:46,9/5/2012,7:46:00,,,,,FALSE,jf ni pc,NA,CLR,0.92,19.5,9.45,NA,143,7.72,,NA,,11.5,1552.5,0.04,0.06,0.48,2.55,1166.5,783.7,387.4,15.65,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,pchoy,lrojas
ESH0912B0006,Yolo Bypass 2012,YBFMP,SHR,SHER,A0200000,ESH0912B0021,0,Normal Sample,648,9/5/2012 7:46,9/5/2012 7:46,9/5/2012,7:46:00,,,,,FALSE,jf ni pc,NA,CLR,0.92,19.5,9.45,NA,143,7.72,,NA,,11.5,1552.5,0.04,0.06,0.48,2.55,1166.5,783.7,387.4,15.65,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,pchoy,lrojas
ESH0912B0006,Yolo Bypass 2012,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESH0912B0022,0,Normal Sample,649,9/5/2012 9:45,9/5/2012 9:45,9/5/2012,9:45:00,,,,,FALSE,jf ni pc,NA,CLD,0.31,21.8,5.93,NA,560,7.88,,NA,,43.2,744,0.05,0.14,0.33,1.2,550.7,375,187,7.56,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,pchoy,lrojas
ESH0912B0006,Yolo Bypass 2012,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESH0912B0024,ESH0912B0022,Replicate Sample,649,9/5/2012 9:45,9/5/2012 9:45,9/5/2012,9:45:00,,,,,FALSE,jf ni pc,NA,CLD,0.31,21.8,5.93,NA,560,7.88,,NA,,43.2,744,0.05,0.14,0.33,1.2,550.7,375,187,7.56,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,pchoy,lrojas
ESF0912B0011,Yolo Bypass 2012,YBFMP,SHR,SHER,A0200000,ESF0912B0112,ESF0912B0110,Replicate Sample,652,9/21/2012 7:13,9/21/2012 7:25,9/21/2012,7:13:00,,,,,FALSE,ni pc jf,NA,CLR,0.98,18.9,9.54,NA,143,7.76,,NA,,17.8,945.2,0.03,0.05,0.07,1.76,709,475,235,9.49,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,pchoy,lrojas
ESF0912B0011,Yolo Bypass 2012,YBFMP,SHR,SHER,A0200000,ESF0912B0110,0,Normal Sample,652,9/21/2012 7:13,9/21/2012 7:25,9/21/2012,7:13:00,,,,,FALSE,ni pc jf,NA,CLR,0.98,18.9,9.54,NA,143,7.76,,NA,,17.8,945.2,0.03,0.05,0.07,1.76,709,475,235,9.49,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,pchoy,lrojas
