ACT_UNIT_NAME,SAM_ACT_CODE_OWNER,RUN_CODE,RUN_USER_RUN_NUMBER,RUN_NAME,SAM_USER_STATION_NUM,QST_NUMBER,QST_NAME,QST_FULL_STATION_NAME,STY_DESCRIPTION,KIWQM_SAMPLING_NUMBER,SAM_CODE,SAM_SAM_CODE_PARENT,KIWQM_REPLICATE_NUMBER,SAM_COLLECTION_DATE
Aquatic Ecology,330,ES0119B0002,ES0119B0002,2016 Yolo Bypass - Nutrient and Chla,A0200000,A0200000,SHER,Sacramento River @ Sherwood Harbor,River and Stream,ES0119B0011,ES0119B0016,ES0119B0011,1,1/23/2019 9:45
Aquatic Ecology,330,ES0214B0007,ES0214B0007,Lisbon Weir - Nutrient and Phyto,B9D82851352,B9D82851352,Toe Drain YB LISBON,Yolo Bypass Toe Drain Below Lisbon Weir,Broad Water Body,ES0214B0030,ES0214B0030,0,,2/4/2014 11:23
Aquatic Ecology,330,ES0214B0007,ES0214B0007,Lisbon Weir - Nutrient and Phyto,Blank; Field,Blank; Field,Blank; Field,Blank; Field,Not Given,ES0214B0031,ES0214B0031,0,,2/4/2014 0:00
Aquatic Ecology,330,ES0214B0007,ES0214B0007,Lisbon Weir - Nutrient and Phyto,B9D82851352,B9D82851352,Toe Drain YB LISBON,Yolo Bypass Toe Drain Below Lisbon Weir,Broad Water Body,ES0214B0030,ES0214B0032,ES0214B0030,1,2/4/2014 11:23
Aquatic Ecology,330,ES0214B0008,ES0214B0008,Yolo Bypass 2013,A0200000,A0200000,SHER,Sacramento River @ Sherwood Harbor,River and Stream,ES0214B0033,ES0214B0033,0,,2/11/2014 10:01
Aquatic Ecology,330,ES0214B0008,ES0214B0008,Yolo Bypass 2013,A0D82120386,A0D82120386,Toe Drain at STTD,Toe Drain at Rotary Screw Trap,Broad Water Body,ES0214B0034,ES0214B0034,0,,2/12/2014 10:00
Aquatic Ecology,330,ES0214B0008,ES0214B0008,Yolo Bypass 2013,B9D82851352,B9D82851352,Toe Drain YB LISBON,Yolo Bypass Toe Drain Below Lisbon Weir,Broad Water Body,ES0214B0035,ES0214B0035,0,,2/12/2014 13:34
Aquatic Ecology,330,ES0214B0008,ES0214B0008,Yolo Bypass 2013,A0200000,A0200000,SHER,Sacramento River @ Sherwood Harbor,River and Stream,ES0214B0033,ES0214B0036,ES0214B0033,1,2/11/2014 10:01
Aquatic Ecology,330,ES0214B0008,ES0214B0008,Yolo Bypass 2013,A0D82120386,A0D82120386,Toe Drain at STTD,Toe Drain at Rotary Screw Trap,Broad Water Body,ES0214B0034,ES0214B0037,ES0214B0034,1,2/12/2014 10:00
Aquatic Ecology,330,ES0214B0008,ES0214B0008,Yolo Bypass 2013,B9D82851352,B9D82851352,Toe Drain YB LISBON,Yolo Bypass Toe Drain Below Lisbon Weir,Broad Water Body,ES0214B0035,ES0214B0038,ES0214B0035,1,2/12/2014 13:34
Aquatic Ecology,330,ES0214B0010,ES0214B0010,Lisbon Weir - Nutrient and Phyto,B9D82851352,B9D82851352,Toe Drain YB LISBON,Yolo Bypass Toe Drain Below Lisbon Weir,Broad Water Body,ES0214B0051,ES0214B0051,0,,2/18/2014 13:00
Aquatic Ecology,330,ES0214B0010,ES0214B0010,Lisbon Weir - Nutrient and Phyto,Blank; Field,Blank; Field,Blank; Field,Blank; Field,Not Given,ES0214B0052,ES0214B0052,0,,2/18/2014 0:00
Aquatic Ecology,330,ES0214B0010,ES0214B0010,Lisbon Weir - Nutrient and Phyto,B9D82851352,B9D82851352,Toe Drain YB LISBON,Yolo Bypass Toe Drain Below Lisbon Weir,Broad Water Body,ES0214B0051,ES0214B0053,ES0214B0051,1,2/18/2014 0:00
Aquatic Ecology,330,ES0214B0011,ES0214B0011,Yolo Bypass - Knaggs Ranch Project,A0L842113851,A0L842113851,Knaggs Ranch - Inlet,Knaggs Ranch - Inlet - Yolo Bypass,"Other, Non Standard",ES0214B0054,ES0214B0054,0,,2/7/2014 10:05
Aquatic Ecology,330,ES0214B0011,ES0214B0011,Yolo Bypass - Knaggs Ranch Project,A0L842214022,A0L842214022,Knaggs - Pond 2,Knaggs Ranch Project - Pond 2 near inlet,River and Stream,ES0214B0055,ES0214B0055,0,,2/7/2014 9:55
Aquatic Ecology,330,ES0214B0011,ES0214B0011,Yolo Bypass - Knaggs Ranch Project,A0L842114026,A0L842114026,Knaggs - Pond 6,Knaggs Ranch Project- Pond 6 near inlet,River and Stream,ES0214B0056,ES0214B0056,0,,2/7/2014 9:40
Aquatic Ecology,330,ES0214B0011,ES0214B0011,Yolo Bypass - Knaggs Ranch Project,A0L841914029,A0L841914029,Knaggs - Pond 9,Knaggs Ranch Project - Pond 9 near inlet,River and Stream,ES0214B0057,ES0214B0057,0,,2/7/2014 9:31
Aquatic Ecology,330,ES0214B0011,ES0214B0011,Yolo Bypass - Knaggs Ranch Project,B9D82851352,B9D82851352,Toe Drain YB LISBON,Yolo Bypass Toe Drain Below Lisbon Weir,Broad Water Body,ES0214B0058,ES0214B0058,0,,2/7/2014 16:30
Aquatic Ecology,330,ES0214B0012,ES0214B0012,Yolo Bypass - Knaggs Ranch Project,A0L842113851,A0L842113851,Knaggs Ranch - Inlet,Knaggs Ranch - Inlet - Yolo Bypass,"Other, Non Standard",ES0214B0059,ES0214B0059,0,,2/14/2014 10:13
Aquatic Ecology,330,ES0214B0012,ES0214B0012,Yolo Bypass - Knaggs Ranch Project,A0L842214022,A0L842214022,Knaggs - Pond 2,Knaggs Ranch Project - Pond 2 near inlet,River and Stream,ES0214B0060,ES0214B0060,0,,2/14/2014 10:05
Aquatic Ecology,330,ES0214B0012,ES0214B0012,Yolo Bypass - Knaggs Ranch Project,A0L842114026,A0L842114026,Knaggs - Pond 6,Knaggs Ranch Project- Pond 6 near inlet,River and Stream,ES0214B0061,ES0214B0061,0,,2/14/2014 9:56
Aquatic Ecology,330,ES0214B0012,ES0214B0012,Yolo Bypass - Knaggs Ranch Project,A0L841914029,A0L841914029,Knaggs - Pond 9,Knaggs Ranch Project - Pond 9 near inlet,River and Stream,ES0214B0062,ES0214B0062,0,,2/14/2014 9:49
Aquatic Ecology,330,ES0214B0012,ES0214B0012,Yolo Bypass - Knaggs Ranch Project,B9D82851352,B9D82851352,Toe Drain YB LISBON,Yolo Bypass Toe Drain Below Lisbon Weir,Broad Water Body,ES0214B0063,ES0214B0063,0,,2/14/2014 16:23
Aquatic Ecology,330,ES0214B0013,ES0214B0013,Yolo Bypass - Knaggs Ranch Project,A0L842113851,A0L842113851,Knaggs Ranch - Inlet,Knaggs Ranch - Inlet - Yolo Bypass,"Other, Non Standard",ES0214B0064,ES0214B0064,0,,2/21/2014 10:40
Aquatic Ecology,330,ES0214B0013,ES0214B0013,Yolo Bypass - Knaggs Ranch Project,A0L842214022,A0L842214022,Knaggs - Pond 2,Knaggs Ranch Project - Pond 2 near inlet,River and Stream,ES0214B0065,ES0214B0065,0,,2/21/2014 10:25
Aquatic Ecology,330,ES0214B0013,ES0214B0013,Yolo Bypass - Knaggs Ranch Project,A0L842114026,A0L842114026,Knaggs - Pond 6,Knaggs Ranch Project- Pond 6 near inlet,River and Stream,ES0214B0066,ES0214B0066,0,,2/21/2014 10:18
Aquatic Ecology,330,ES0214B0013,ES0214B0013,Yolo Bypass - Knaggs Ranch Project,A0L841914029,A0L841914029,Knaggs - Pond 9,Knaggs Ranch Project - Pond 9 near inlet,River and Stream,ES0214B0067,ES0214B0067,0,,2/21/2014 10:05
Aquatic Ecology,330,ES0214B0013,ES0214B0013,Yolo Bypass - Knaggs Ranch Project,B9D82851352,B9D82851352,Toe Drain YB LISBON,Yolo Bypass Toe Drain Below Lisbon Weir,Broad Water Body,ES0214B0068,ES0214B0068,0,,2/21/2014 0:34
Aquatic Ecology,330,ES0214B0014,ES0214B0014,Yolo Bypass 2013,A0200000,A0200000,SHER,Sacramento River @ Sherwood Harbor,River and Stream,ES0214B0069,ES0214B0069,0,,2/24/2014 9:10
Aquatic Ecology,330,ES0214B0014,ES0214B0014,Yolo Bypass 2013,A0D82120386,A0D82120386,Toe Drain at STTD,Toe Drain at Rotary Screw Trap,Broad Water Body,ES0214B0070,ES0214B0070,0,,2/24/2014 12:30
Aquatic Ecology,330,ES0214B0014,ES0214B0014,Yolo Bypass 2013,B9D82851352,B9D82851352,Toe Drain YB LISBON,Yolo Bypass Toe Drain Below Lisbon Weir,Broad Water Body,ES0214B0071,ES0214B0071,0,,2/24/2014 14:20
Aquatic Ecology,330,ES0214B0014,ES0214B0014,Yolo Bypass 2013,A0200000,A0200000,SHER,Sacramento River @ Sherwood Harbor,River and Stream,ES0214B0069,ES0214B0072,ES0214B0069,1,2/24/2014 9:10
Aquatic Ecology,330,ES0214B0014,ES0214B0014,Yolo Bypass 2013,A0D82120386,A0D82120386,Toe Drain at STTD,Toe Drain at Rotary Screw Trap,Broad Water Body,ES0214B0070,ES0214B0073,ES0214B0070,1,2/24/2014 12:30
Aquatic Ecology,330,ES0214B0014,ES0214B0014,Yolo Bypass 2013,B9D82851352,B9D82851352,Toe Drain YB LISBON,Yolo Bypass Toe Drain Below Lisbon Weir,Broad Water Body,ES0214B0071,ES0214B0074,ES0214B0071,1,2/24/2014 14:20
Aquatic Ecology,330,ES0214B0015,ES0214B0015,Yolo Bypass - Knaggs Ranch Project,A0L842113851,A0L842113851,Knaggs Ranch - Inlet,Knaggs Ranch - Inlet - Yolo Bypass,"Other, Non Standard",ES0214B0075,ES0214B0075,0,,2/28/2014 17:02
Aquatic Ecology,330,ES0214B0015,ES0214B0015,Yolo Bypass - Knaggs Ranch Project,A0L842214022,A0L842214022,Knaggs - Pond 2,Knaggs Ranch Project - Pond 2 near inlet,River and Stream,ES0214B0076,ES0214B0076,0,,2/28/2014 17:10
Aquatic Ecology,330,ES0214B0015,ES0214B0015,Yolo Bypass - Knaggs Ranch Project,A0L842114026,A0L842114026,Knaggs - Pond 6,Knaggs Ranch Project- Pond 6 near inlet,River and Stream,ES0214B0077,ES0214B0077,0,,2/28/2014 17:00
Aquatic Ecology,330,ES0214B0015,ES0214B0015,Yolo Bypass - Knaggs Ranch Project,A0L841914029,A0L841914029,Knaggs - Pond 9,Knaggs Ranch Project - Pond 9 near inlet,River and Stream,ES0214B0078,ES0214B0078,0,,2/28/2014 5:20
Aquatic Ecology,330,ES0214B0015,ES0214B0015,Yolo Bypass - Knaggs Ranch Project,B9D82851352,B9D82851352,Toe Drain YB LISBON,Yolo Bypass Toe Drain Below Lisbon Weir,Broad Water Body,ES0214B0079,ES0214B0079,0,,2/28/2014 18:42
Aquatic Ecology,330,ES0215B0007,ES0215B0007,Yolo Bypass - Knaggs Ranch Project,A0L842113851,A0L842113851,Knaggs Ranch - Inlet,Knaggs Ranch - Inlet - Yolo Bypass,"Other, Non Standard",ES0215B0041,ES0215B0041,0,,2/4/2015 17:00
Aquatic Ecology,330,ES0215B0007,ES0215B0007,Yolo Bypass - Knaggs Ranch Project,A0D84151387,A0D84151387,Knagg's Ranch,Knagg's Ranch below Knight's Landing Ridge Cut,Broad Water Body,ES0215B0042,ES0215B0042,0,,2/4/2015 16:40
Aquatic Ecology,330,ES0215B0007,ES0215B0007,Yolo Bypass - Knaggs Ranch Project,A0000400,(UserDefined),(User Defined),(User Defined),Not Given,ES0215B0043,ES0215B0043,0,,2/4/2015 14:45
Aquatic Ecology,330,ES0215B0007,ES0215B0007,Yolo Bypass - Knaggs Ranch Project,A0000600,(UserDefined),(User Defined),(User Defined),Not Given,ES0215B0045,ES0215B0045,0,,2/4/2015 15:28
Aquatic Ecology,330,ES0215B0008,ES0215B0008,Yolo Bypass 2013,A0200000,A0200000,SHER,Sacramento River @ Sherwood Harbor,River and Stream,ES0215B0047,ES0215B0047,0,,2/3/2015 9:30
Aquatic Ecology,330,ES0215B0008,ES0215B0008,Yolo Bypass 2013,A0D82120386,A0D82120386,Toe Drain at STTD,Toe Drain at Rotary Screw Trap,Broad Water Body,ES0215B0048,ES0215B0048,0,,2/4/2015 9:25
Aquatic Ecology,330,ES0215B0008,ES0215B0008,Yolo Bypass 2013,B9D82851352,B9D82851352,Toe Drain YB LISBON,Yolo Bypass Toe Drain Below Lisbon Weir,Broad Water Body,ES0215B0049,ES0215B0049,0,,2/4/2015 12:15
Aquatic Ecology,330,ES0215B0008,ES0215B0008,Yolo Bypass 2013,A0200000,A0200000,SHER,Sacramento River @ Sherwood Harbor,River and Stream,ES0215B0047,ES0215B0050,ES0215B0047,1,2/3/2015 9:30
Aquatic Ecology,330,ES0215B0008,ES0215B0008,Yolo Bypass 2013,A0D82120386,A0D82120386,Toe Drain at STTD,Toe Drain at Rotary Screw Trap,Broad Water Body,ES0215B0048,ES0215B0051,ES0215B0048,1,2/4/2015 9:25
Aquatic Ecology,330,ES0215B0008,ES0215B0008,Yolo Bypass 2013,B9D82851352,B9D82851352,Toe Drain YB LISBON,Yolo Bypass Toe Drain Below Lisbon Weir,Broad Water Body,ES0215B0049,ES0215B0052,ES0215B0049,1,2/4/2015 12:15
Aquatic Ecology,330,ES0215B0009,ES0215B0009,Yolo Bypass 2013,A0200000,A0200000,SHER,Sacramento River @ Sherwood Harbor,River and Stream,ES0215B0053,ES0215B0053,0,,2/18/2015 9:27
Aquatic Ecology,330,ES0215B0009,ES0215B0009,Yolo Bypass 2013,A0D82120386,A0D82120386,Toe Drain at STTD,Toe Drain at Rotary Screw Trap,Broad Water Body,ES0215B0054,ES0215B0054,0,,2/17/2015 9:30
Aquatic Ecology,330,ES0215B0009,ES0215B0009,Yolo Bypass 2013,A0200000,A0200000,SHER,Sacramento River @ Sherwood Harbor,River and Stream,ES0215B0053,ES0215B0056,ES0215B0053,1,2/18/2015 9:27
Aquatic Ecology,330,ES0215B0009,ES0215B0009,Yolo Bypass 2013,A0D82120386,A0D82120386,Toe Drain at STTD,Toe Drain at Rotary Screw Trap,Broad Water Body,ES0215B0054,ES0215B0057,ES0215B0054,1,2/17/2015 9:30
Aquatic Ecology,330,ES0215B0010,ES0215B0010,Lisbon Weir - Nutrient and Phyto,B9D82851352,B9D82851352,Toe Drain YB LISBON,Yolo Bypass Toe Drain Below Lisbon Weir,Broad Water Body,ES0215B0059,ES0215B0059,0,,2/17/2015 11:08
Aquatic Ecology,330,ES0215B0010,ES0215B0010,Lisbon Weir - Nutrient and Phyto,Blank; Field,Blank; Field,Blank; Field,Blank; Field,Not Given,ES0215B0060,ES0215B0060,0,,2/17/2015 13:00
Aquatic Ecology,330,ES0215B0010,ES0215B0010,Lisbon Weir - Nutrient and Phyto,B9D82851352,B9D82851352,Toe Drain YB LISBON,Yolo Bypass Toe Drain Below Lisbon Weir,Broad Water Body,ES0215B0059,ES0215B0061,ES0215B0059,1,2/17/2015 11:08
Aquatic Ecology,330,ES0215B0011,ES0215B0011,Yolo Bypass - Knaggs Ranch Project,A0D84151387,A0D84151387,Knagg's Ranch,Knagg's Ranch below Knight's Landing Ridge Cut,Broad Water Body,ES0215B0063,ES0215B0063,0,,2/20/2015 10:40
Aquatic Ecology,330,ES0215B0011,ES0215B0011,Yolo Bypass - Knaggs Ranch Project,A0000500,(UserDefined),(User Defined),(User Defined),Not Given,ES0215B0065,ES0215B0065,0,,2/19/2015 13:00
Aquatic Ecology,330,ES0215B0011,ES0215B0011,Yolo Bypass - Knaggs Ranch Project,A0000700,(UserDefined),(User Defined),(User Defined),Not Given,ES0215B0067,ES0215B0067,0,,2/19/2015 10:30
Aquatic Ecology,330,ES0215B0012,ES0215B0012,Yolo Bypass - Knaggs Ranch Project,A0D84151387,A0D84151387,Knagg's Ranch,Knagg's Ranch below Knight's Landing Ridge Cut,Broad Water Body,ES0215B0069,ES0215B0069,0,,2/12/2015 9:45
Aquatic Ecology,330,ES0215B0012,ES0215B0012,Yolo Bypass - Knaggs Ranch Project,A0000500,(UserDefined),(User Defined),(User Defined),Not Given,ES0215B0071,ES0215B0071,0,,2/12/2015 12:30
Aquatic Ecology,330,ES0215B0012,ES0215B0012,Yolo Bypass - Knaggs Ranch Project,A0000700,(UserDefined),(User Defined),(User Defined),Not Given,ES0215B0073,ES0215B0073,0,,2/12/2015 11:55
Aquatic Ecology,330,ES0215B0014,ES0215B0014,Yolo Bypass - Knaggs Ranch Project,A5000100,(UserDefined),(User Defined),(User Defined),Not Given,ES0215B0083,ES0215B0083,0,,2/4/2015 10:00
Aquatic Ecology,330,ES0215B0014,ES0215B0014,Yolo Bypass - Knaggs Ranch Project,B1000100,(UserDefined),(User Defined),(User Defined),Not Given,ES0215B0085,ES0215B0085,0,,2/4/2015 10:00
Aquatic Ecology,330,ES0215B0015,ES0215B0015,Yolo Bypass - Knaggs Ranch Project,B4000100,(UserDefined),(User Defined),(User Defined),Not Given,ES0215B0090,ES0215B0090,0,,2/5/2015 10:00
Aquatic Ecology,330,ES0215B0016,ES0215B0016,Yolo Bypass - Knaggs Ranch Project,B4000100,(UserDefined),(User Defined),(User Defined),Not Given,ES0215B0096,ES0215B0096,0,,2/12/2015 10:00
Aquatic Ecology,330,ES0215B0018,ES0215B0018,Yolo Bypass - Knaggs Ranch Project,A0D84151387,A0D84151387,Knagg's Ranch,Knagg's Ranch below Knight's Landing Ridge Cut,Broad Water Body,ES0215B0104,ES0215B0104,0,,2/26/2015 15:38
Aquatic Ecology,330,ES0215B0018,ES0215B0018,Yolo Bypass - Knaggs Ranch Project,A0000500,(UserDefined),(User Defined),(User Defined),Not Given,ES0215B0105,ES0215B0105,0,,2/26/2015 10:00
Aquatic Ecology,330,ES0215B0018,ES0215B0018,Yolo Bypass - Knaggs Ranch Project,A0000700,(UserDefined),(User Defined),(User Defined),Not Given,ES0215B0106,ES0215B0106,0,,2/26/2015 10:00
Aquatic Ecology,330,ES0215B0018,ES0215B0018,Yolo Bypass - Knaggs Ranch Project,B4000100,(UserDefined),(User Defined),(User Defined),Not Given,ES0215B0108,ES0215B0108,0,,2/26/2015 10:00
Aquatic Ecology,330,ES0215B0019,ES0215B0019,Yolo Bypass - Knaggs Ranch Project,B4000100,(UserDefined),(User Defined),(User Defined),Not Given,ES0215B0114,ES0215B0114,0,,2/19/2015 10:00
Aquatic Ecology,330,ES0216B0011,ES0216B0011,Yolo Bypass 2013,A0200000,A0200000,SHER,Sacramento River @ Sherwood Harbor,River and Stream,ES0216B0064,ES0216B0064,0,,2/8/2016 10:07
Aquatic Ecology,330,ES0216B0011,ES0216B0011,Yolo Bypass 2013,A0D82120386,A0D82120386,Toe Drain at STTD,Toe Drain at Rotary Screw Trap,Broad Water Body,ES0216B0065,ES0216B0065,0,,2/9/2016 10:14
Aquatic Ecology,330,ES0216B0011,ES0216B0011,Yolo Bypass 2013,B9D82851352,B9D82851352,Toe Drain YB LISBON,Yolo Bypass Toe Drain Below Lisbon Weir,Broad Water Body,ES0216B0066,ES0216B0066,0,,2/9/2016 13:40
Aquatic Ecology,330,ES0216B0011,ES0216B0011,Yolo Bypass 2013,B9D82851352,B9D82851352,Toe Drain YB LISBON,Yolo Bypass Toe Drain Below Lisbon Weir,Broad Water Body,ES0216B0066,ES0216B0069,ES0216B0066,1,2/9/2016 13:40
Aquatic Ecology,330,ES0216B0012,ES0216B0012,Yolo Bypass 2013,A0200000,A0200000,SHER,Sacramento River @ Sherwood Harbor,River and Stream,ES0216B0070,ES0216B0070,0,,2/8/2016 10:07
Aquatic Ecology,330,ES0216B0012,ES0216B0012,Yolo Bypass 2013,A0D82120386,A0D82120386,Toe Drain at STTD,Toe Drain at Rotary Screw Trap,Broad Water Body,ES0216B0071,ES0216B0071,0,,2/9/2016 10:14
Aquatic Ecology,330,ES0216B0012,ES0216B0012,Yolo Bypass 2013,B9D82851352,B9D82851352,Toe Drain YB LISBON,Yolo Bypass Toe Drain Below Lisbon Weir,Broad Water Body,ES0216B0072,ES0216B0072,0,,2/9/2016 13:40
Aquatic Ecology,330,ES0216B0012,ES0216B0012,Yolo Bypass 2013,A0200000,A0200000,SHER,Sacramento River @ Sherwood Harbor,River and Stream,ES0216B0070,ES0216B0073,ES0216B0070,1,2/8/2016 10:07
Aquatic Ecology,330,ES0216B0012,ES0216B0012,Yolo Bypass 2013,A0D82120386,A0D82120386,Toe Drain at STTD,Toe Drain at Rotary Screw Trap,Broad Water Body,ES0216B0071,ES0216B0074,ES0216B0071,1,2/9/2016 10:14
Aquatic Ecology,330,ES0216B0012,ES0216B0012,Yolo Bypass 2013,B9D82851352,B9D82851352,Toe Drain YB LISBON,Yolo Bypass Toe Drain Below Lisbon Weir,Broad Water Body,ES0216B0072,ES0216B0075,ES0216B0072,1,2/9/2016 13:40
Aquatic Ecology,330,ES0216B0013,ES0216B0013,Lisbon Weir - Nutrient and Phyto,B9D82851352,B9D82851352,Toe Drain YB LISBON,Yolo Bypass Toe Drain Below Lisbon Weir,Broad Water Body,ES0216B0076,ES0216B0076,0,,2/18/2016 12:09
Aquatic Ecology,330,ES0216B0013,ES0216B0013,Lisbon Weir - Nutrient and Phyto,Blank; Field,Blank; Field,Blank; Field,Blank; Field,Not Given,ES0216B0077,ES0216B0077,0,,2/18/2016 13:30
Aquatic Ecology,330,ES0216B0013,ES0216B0013,Lisbon Weir - Nutrient and Phyto,B9D82851352,B9D82851352,Toe Drain YB LISBON,Yolo Bypass Toe Drain Below Lisbon Weir,Broad Water Body,ES0216B0076,ES0216B0078,ES0216B0076,1,2/18/2016 12:09
Aquatic Ecology,330,ES0216B0015,ES0216B0015,Yolo Bypass 2013,A0200000,A0200000,SHER,Sacramento River @ Sherwood Harbor,River and Stream,ES0216B0085,ES0216B0085,0,,2/23/2016 9:53
Aquatic Ecology,330,ES0216B0015,ES0216B0015,Yolo Bypass 2013,A0D82120386,A0D82120386,Toe Drain at STTD,Toe Drain at Rotary Screw Trap,Broad Water Body,ES0216B0086,ES0216B0086,0,,2/22/2016 9:17
Aquatic Ecology,330,ES0216B0015,ES0216B0015,Yolo Bypass 2013,A0200000,A0200000,SHER,Sacramento River @ Sherwood Harbor,River and Stream,ES0216B0085,ES0216B0088,ES0216B0085,1,2/23/2016 9:53
Aquatic Ecology,330,ES0216B0015,ES0216B0015,Yolo Bypass 2013,A0D82120386,A0D82120386,Toe Drain at STTD,Toe Drain at Rotary Screw Trap,Broad Water Body,ES0216B0086,ES0216B0089,ES0216B0086,1,2/22/2016 9:17
Aquatic Ecology,330,ES0217B0012,ES0217B0012,2016 Yolo Bypass - Nutrient and Chla,A0D82120386,A0D82120386,Toe Drain at STTD,Toe Drain at Rotary Screw Trap,Broad Water Body,ES0217B0155,ES0217B0155,0,,2/6/2017 10:45
Aquatic Ecology,330,ES0217B0012,ES0217B0012,2016 Yolo Bypass - Nutrient and Chla,B9D82851352,B9D82851352,Toe Drain YB LISBON,Yolo Bypass Toe Drain Below Lisbon Weir,Broad Water Body,ES0217B0156,ES0217B0156,0,,2/6/2017 15:00
Aquatic Ecology,330,ES0217B0012,ES0217B0012,2016 Yolo Bypass - Nutrient and Chla,Blank; Field,Blank; Field,Blank; Field,Blank; Field,Not Given,ES0217B0158,ES0217B0158,0,,2/6/2017 10:45
Aquatic Ecology,330,ES0217B0012,ES0217B0012,2016 Yolo Bypass - Nutrient and Chla,A0D82120386,A0D82120386,Toe Drain at STTD,Toe Drain at Rotary Screw Trap,Broad Water Body,ES0217B0155,ES0217B0160,ES0217B0155,1,2/6/2017 10:45
Aquatic Ecology,330,ES0217B0012,ES0217B0012,2016 Yolo Bypass - Nutrient and Chla,B9D82851352,B9D82851352,Toe Drain YB LISBON,Yolo Bypass Toe Drain Below Lisbon Weir,Broad Water Body,ES0217B0156,ES0217B0161,ES0217B0156,1,2/6/2017 15:00
Aquatic Ecology,330,ES0217B0015,ES0217B0015,Yolo Bypass 2013,A0D82120386,A0D82120386,Toe Drain at STTD,Toe Drain at Rotary Screw Trap,Broad Water Body,ES0217B0197,ES0217B0197,0,,2/2/2017 10:10
Aquatic Ecology,330,ES0217B0015,ES0217B0015,Yolo Bypass 2013,A0D82120386,A0D82120386,Toe Drain at STTD,Toe Drain at Rotary Screw Trap,Broad Water Body,ES0217B0197,ES0217B0200,ES0217B0197,1,2/2/2017 10:10
Aquatic Ecology,330,ES0217B0016,ES0217B0016,2016 Yolo Bypass - Nutrient and Chla,A0200000,A0200000,SHER,Sacramento River @ Sherwood Harbor,River and Stream,ES0217B0204,ES0217B0204,0,,2/7/2017 9:00
Aquatic Ecology,330,ES0217B0016,ES0217B0016,2016 Yolo Bypass - Nutrient and Chla,Blank; Field,Blank; Field,Blank; Field,Blank; Field,Not Given,ES0217B0205,ES0217B0205,0,,2/7/2017 9:00
Aquatic Ecology,330,ES0217B0016,ES0217B0016,2016 Yolo Bypass - Nutrient and Chla,A0200000,A0200000,SHER,Sacramento River @ Sherwood Harbor,River and Stream,ES0217B0204,ES0217B0207,ES0217B0204,1,2/7/2017 9:00
Aquatic Ecology,330,ES0217B0020,ES0217B0020,YB - Fall Study,Blank; Field,Blank; Field,Blank; Field,Blank; Field,Not Given,ES0217B0267,ES0217B0267,0,,2/10/2017 16:00
Aquatic Ecology,330,ES0217B0020,ES0217B0020,YB - Fall Study,A025602905,A025602905,YTR1,Yolo Bypass Floodplain Transect 1,"Tow, Transect",ES0217B0268,ES0217B0268,0,,2/10/2017 12:28
Aquatic Ecology,330,ES0217B0020,ES0217B0020,YB - Fall Study,A0256000,A0256000,YTR2,Yolo Bypass Floodplain Transect 2,"Tow, Transect",ES0217B0271,ES0217B0271,0,,2/10/2017 13:11
Aquatic Ecology,330,ES0217B0020,ES0217B0020,YB - Fall Study,A0256001,A0256001,YTR3,Yolo Bypass Floodplain Transect 3,"Tow, Transect",ES0217B0273,ES0217B0273,0,,2/10/2017 13:49
Aquatic Ecology,330,ES0217B0020,ES0217B0020,YB - Fall Study,A0256002,A0256002,YTR4,Yolo Bypass Floodplain Transect 4,"Tow, Transect",ES0217B0274,ES0217B0274,0,,2/10/2017 14:27
Aquatic Ecology,330,ES0217B0020,ES0217B0020,YB - Fall Study,A0256002,A0256002,YTR4,Yolo Bypass Floodplain Transect 4,"Tow, Transect",ES0217B0274,ES0217B0281,ES0217B0274,1,2/10/2017 14:27
Aquatic Ecology,330,ES0217B0021,ES0217B0021,YB - Fall Study,Blank; Field,Blank; Field,Blank; Field,Blank; Field,Not Given,ES0217B0282,ES0217B0282,0,,2/15/2017 14:00
Aquatic Ecology,330,ES0217B0021,ES0217B0021,YB - Fall Study,A025602905,A025602905,YTR1,Yolo Bypass Floodplain Transect 1,"Tow, Transect",ES0217B0283,ES0217B0283,0,,2/15/2017 10:30
Aquatic Ecology,330,ES0217B0021,ES0217B0021,YB - Fall Study,A0256000,A0256000,YTR2,Yolo Bypass Floodplain Transect 2,"Tow, Transect",ES0217B0286,ES0217B0286,0,,2/15/2017 10:55
Aquatic Ecology,330,ES0217B0021,ES0217B0021,YB - Fall Study,A0256001,A0256001,YTR3,Yolo Bypass Floodplain Transect 3,"Tow, Transect",ES0217B0288,ES0217B0288,0,,2/15/2017 11:20
Aquatic Ecology,330,ES0217B0021,ES0217B0021,YB - Fall Study,A0256002,A0256002,YTR4,Yolo Bypass Floodplain Transect 4,"Tow, Transect",ES0217B0289,ES0217B0289,0,,2/15/2017 11:53
Aquatic Ecology,330,ES0217B0021,ES0217B0021,YB - Fall Study,A0256001,A0256001,YTR3,Yolo Bypass Floodplain Transect 3,"Tow, Transect",ES0217B0288,ES0217B0296,ES0217B0288,1,2/15/2017 11:20
Aquatic Ecology,330,ES0217B0022,ES0217B0022,Yolo Bypass 2013,A0D82120386,A0D82120386,Toe Drain at STTD,Toe Drain at Rotary Screw Trap,Broad Water Body,ES0217B0298,ES0217B0298,0,,2/16/2017 11:50
