"","SampleID","SampleDate","SampleTime","StationCode","SamplingArea","SampleMethod","GearID","GearConditionCode","VegetationRank","TrapStatus","Rev.Counter","Region","SeineLength","SeineWidth","SeineDepth","VolumeSeined","HabitatType","SubstrateCode","FieldComments","DataCorrectionComments","NoCatch","OrganismCode","LowestTaxon","Parent","ForkLength","TotalLength","Weight","Sex","Spawning.Condition","MarkCode","Race","StageCode","Dead","CWTSample","Genetic.Sample","Direct.Take","Indirect.Take","FishTagID","Count","FishIDComments","CWT_TagCode","CWTComments","GeneticID1","Prob1","GeneticID2","Prob2","FishTagID2","SalmComments","numChrom","V.shape","GeneticID","qDS","qLFS","qWAG","GenotypeRun","FishTagID3","SmeltComments"
"317",1299,"03/01/1998","10:30:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","N","BGS","macrochirus","Lepomis","40","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"318",48,"03/03/1998","13:50:00","AL1","A0D83271352","BSEIN","SEIN50","1","","","","","16","11","","","","MUD","","","N","BGS","macrochirus","Lepomis","53","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"319",2106,"03/04/1998","13:48:00","YB","A0D83391379","BSEIN","SEIN50","1","","","","","15","7","","","","PAV","","","N","BGS","macrochirus","Lepomis","35","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"320",2106,"03/04/1998","13:48:00","YB","A0D83391379","BSEIN","SEIN50","1","","","","","15","7","","","","PAV","","","N","BGS","macrochirus","Lepomis","43","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"321",1135,"03/06/1998","12:10:00","SB1","A0D83631339","BSEIN","SEIN50","2","","","","","15","7","","","","MUD","","","N","BGS","macrochirus","Lepomis","35","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"322",55,"03/19/1998","11:40:00","AL1","A0D83271352","BSEIN","SEIN50","1","","","","","12","15","","","","MUD","","","N","BGS","macrochirus","Lepomis","31","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"323",330,"03/19/1998","14:06:00","LIS","B9D82851352","BSEIN","SEIN50","2","","","","","15","15","","","","MUD","","","N","BGS","macrochirus","Lepomis","49","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"324",1146,"03/20/1998","14:10:00","SB1","A0D83631339","BSEIN","SEINCOVE","2","","","","","","","","","","PAV","","","N","BGS","macrochirus","Lepomis","50","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","3","","","","","","","","","","","","","","","","","",""
"325",62,"03/31/1998","13:15:00","AL1","A0D83271352","BSEIN","SEIN50","1","","","","","10","7","","","","MUD","","","N","BGS","macrochirus","Lepomis","34","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"326",2147,"04/20/1998","13:00:00","YB","A0D83391379","BSEIN","SEIN50","1","","","","","5","8","","","NV","MUD","","","N","BGS","macrochirus","Lepomis","62","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"327",2150,"04/20/1998","13:36:00","YB","A0D83391379","BSEIN","SEIN50","1","","","","","15","15","","","NV","MUD","","","N","BGS","macrochirus","Lepomis","53","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"328",2157,"04/30/1998","10:10:00","YB","A0D83391379","BSEIN","SEINENCL","2","","","","","","","","","NV","MUD","","","N","BGS","macrochirus","Lepomis","51","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"329",1396,"12/04/1998","10:35:00","STTD","A0D82120386","RSTR","RSTR8","","","Check","","","","","","","","","","","N","BGS","macrochirus","Lepomis","35","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"330",1396,"12/04/1998","10:35:00","STTD","A0D82120386","RSTR","RSTR8","","","Check","","","","","","","","","","","N","BGS","macrochirus","Lepomis","26","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"331",1396,"12/04/1998","10:35:00","STTD","A0D82120386","RSTR","RSTR8","","","Check","","","","","","","","","","","N","BGS","macrochirus","Lepomis","43","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"332",1397,"12/07/1998","14:21:00","STTD","A0D82120386","RSTR","RSTR8","","","Check","","","","","","","","","","","N","BGS","macrochirus","Lepomis","23","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"333",1397,"12/07/1998","14:21:00","STTD","A0D82120386","RSTR","RSTR8","","","Check","","","","","","","","","","","N","BGS","macrochirus","Lepomis","33","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"334",1399,"12/09/1998","09:50:00","STTD","A0D82120386","RSTR","RSTR8","","","Check","","","","","","","","","cone not spinning-slack tide","","N","BGS","macrochirus","Lepomis","26","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","3","","","","","","","","","","","","","","","","","",""
"335",149,"12/21/1998","15:10:00","FW1","A0D844101381","BSEIN","SEIN50","2","","","","","15","10","0.6","90","VEG","MUD","twist in net","","N","BGS","macrochirus","Lepomis","29","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","3","","","","","","","","","","","","","","","","","",""
"336",149,"12/21/1998","15:10:00","FW1","A0D844101381","BSEIN","SEIN50","2","","","","","15","10","0.6","90","VEG","MUD","twist in net","","N","BGS","macrochirus","Lepomis","45","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"337",149,"12/21/1998","15:10:00","FW1","A0D844101381","BSEIN","SEIN50","2","","","","","15","10","0.6","90","VEG","MUD","twist in net","","N","BGS","macrochirus","Lepomis","34","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","3","","","","","","","","","","","","","","","","","",""
"338",150,"01/11/1999","12:56:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","15","11","0.6","99.00000763","RIP","MUD","","","N","BGS","macrochirus","Lepomis","34","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"339",150,"01/11/1999","12:56:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","15","11","0.6","99.00000763","RIP","MUD","","","N","BGS","macrochirus","Lepomis","32","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"340",1436,"02/10/1999","16:00:00","STTD","A0D82120386","RSTR","RSTR8","","","Check","","","","","","","","","","","N","BGS","macrochirus","Lepomis","22","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"341",170,"07/27/1999","11:53:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","5","5","1.1","27.5","VEG","MUD","unids are centrarchids","","N","BGS","macrochirus","Lepomis","55","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"342",170,"07/27/1999","11:53:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","5","5","1.1","27.5","VEG","MUD","unids are centrarchids","","N","BGS","macrochirus","Lepomis","21","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"343",171,"07/27/1999","12:15:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","5","5","1","25","VEG","AVG","unid are centrarchids","","N","BGS","macrochirus","Lepomis","50","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"344",171,"07/27/1999","12:15:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","5","5","1","25","VEG","AVG","unid are centrarchids","","N","BGS","macrochirus","Lepomis","25","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"345",174,"10/28/1999","10:30:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","11","15","1.1","181.5","RIP","MUD","","","N","BGS","macrochirus","Lepomis","27","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"346",175,"11/29/1999","12:51:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","7","15","1.2","126.0000076","VEG","MUD","","","N","BGS","macrochirus","Lepomis","29","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"347",78,"02/15/2000","11:45:00","AL1","A0D83271352","BSEIN","SEIN50","1","","","","","12","12","0.7","100.7999954","RIP","AVG","","","N","BGS","macrochirus","Lepomis","37","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"348",79,"02/22/2000","10:30:00","AL1","A0D83271352","BSEIN","SEIN50","1","","","","","9","4","1.1","39.60000229","RIP","AVG","I-5 ramp","","N","BGS","macrochirus","Lepomis","47","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"349",79,"02/22/2000","10:30:00","AL1","A0D83271352","BSEIN","SEIN50","1","","","","","9","4","1.1","39.60000229","RIP","AVG","I-5 ramp","","N","BGS","macrochirus","Lepomis","42","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"350",80,"03/01/2000","13:27:00","AL1","A0D83271352","BSEIN","SEIN50","1","","","","","14","11","1.2","184.8000031","RIP","AVG","","","N","BGS","macrochirus","Lepomis","45","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"351",81,"03/07/2000","13:45:00","AL1","A0D83271352","BSEIN","SEIN50","1","","","","","15","11","1.2","198.0000153","RIP","AVG","","","N","BGS","macrochirus","Lepomis","37","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"352",2209,"03/14/2000","13:15:00","YB","A0D83391379","BSEIN","SEIN50","1","","","","","15","11","0.7","115.5","VEG","GRV","H2O warmer","","N","BGS","macrochirus","Lepomis","43","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","3","","","","","","","","","","","","","","","","","",""
"353",82,"03/15/2000","10:55:00","AL1","A0D83271352","BSEIN","SEIN50","1","","","","","3","3","1","9","RIP","AVG","","","N","BGS","macrochirus","Lepomis","47","","","","","None","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"354",192,"04/27/2000","10:25:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","15","12","0.6","108.0000076","VEG","MUD","","","N","BGS","macrochirus","Lepomis","47","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"355",2227,"05/25/2000","10:30:00","YB","A0D83391379","BSEIN","SEIN50","1","","","","","15","15","0.6","135","RIP","MUD","","","N","BGS","macrochirus","Lepomis","72","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"356",193,"05/25/2000","14:45:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","15","13","1","195","RIP","MUD","","","N","BGS","macrochirus","Lepomis","58","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"357",194,"06/26/2000","14:05:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","15","15","1","225","RIP","MUD","Substrate MD/VG","","N","BGS","macrochirus","Lepomis","96","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"358",194,"06/26/2000","14:05:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","15","15","1","225","RIP","MUD","Substrate MD/VG","","N","BGS","macrochirus","Lepomis","68","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"359",195,"07/27/2000","12:25:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","15","15","1.1","247.5","RIP","MUD","","","N","BGS","macrochirus","Lepomis","26","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","3","","","","","","","","","","","","","","","","","",""
"360",195,"07/27/2000","12:25:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","15","15","1.1","247.5","RIP","MUD","","","N","BGS","macrochirus","Lepomis","25","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","4","","","","","","","","","","","","","","","","","",""
"361",196,"09/08/2000","14:30:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","15","15","0.5","112.5","RIP","MUD","","","N","BGS","macrochirus","Lepomis","37","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"362",196,"09/08/2000","14:30:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","15","15","0.5","112.5","RIP","MUD","","","N","BGS","macrochirus","Lepomis","35","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"363",196,"09/08/2000","14:30:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","15","15","0.5","112.5","RIP","MUD","","","N","BGS","macrochirus","Lepomis","36","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"364",197,"09/29/2000","12:35:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","15","4","1","60","RIP","MUD","","","N","BGS","macrochirus","Lepomis","45","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"365",197,"09/29/2000","12:35:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","15","4","1","60","RIP","MUD","","","N","BGS","macrochirus","Lepomis","47","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"366",197,"09/29/2000","12:35:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","15","4","1","60","RIP","MUD","","","N","BGS","macrochirus","Lepomis","39","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"367",198,"11/01/2000","12:20:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","15","10","1","150","RIP","MUD","","","N","BGS","macrochirus","Lepomis","50","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"368",199,"11/29/2000","12:45:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","15","11","1.1","181.5","RIP","MUD","","","N","BGS","macrochirus","Lepomis","38","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"369",200,"12/29/2000","12:45:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","15","9","0.8","108","RIP","MUD","","","N","BGS","macrochirus","Lepomis","34","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"370",200,"12/29/2000","12:45:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","15","9","0.8","108","RIP","MUD","","","N","BGS","macrochirus","Lepomis","35","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"371",201,"01/25/2001","12:20:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","15","2","1","30","RIP","MUD","restricted by water level and bottom contour","","N","BGS","macrochirus","Lepomis","36","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","3","","","","","","","","","","","","","","","","","",""
"372",201,"01/25/2001","12:20:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","15","2","1","30","RIP","MUD","restricted by water level and bottom contour","","N","BGS","macrochirus","Lepomis","33","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"373",201,"01/25/2001","12:20:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","15","2","1","30","RIP","MUD","restricted by water level and bottom contour","","N","BGS","macrochirus","Lepomis","31","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"374",202,"03/01/2001","14:45:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","50","30","0.8","1200","RIP","MUD","","","N","BGS","macrochirus","Lepomis","31","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"375",204,"05/04/2001","11:05:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","15","15","0.6","135","RIP","MUD","3 UNID were minnows, 1 UNID a goby","","N","BGS","macrochirus","Lepomis","62","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","3","","","","","","","","","","","","","","","","","",""
"376",205,"05/31/2001","11:40:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","19","15","0.4","114","RIP","MUD","","","N","BGS","macrochirus","Lepomis","43","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"377",2240,"06/25/2001","09:45:00","YB","A0D83391379","BSEIN","SEIN50","1","","","","","15","15","0.5","112.5","RIP","MUD","120 Shrimp","","N","BGS","macrochirus","Lepomis","21","","","","","n/p","n/p","n/p","Yes","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"378",206,"06/25/2001","11:20:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","15","3","0.7","31.5","RIP","MUD","cove dried up at old seine location","","N","BGS","macrochirus","Lepomis","55","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"379",207,"07/23/2001","09:34:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","15","5","0.8","60","RIP","MUD","Many bullfrog tadpoles","","N","BGS","macrochirus","Lepomis","53","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","3","","","","","","","","","","","","","","","","","",""
"380",207,"07/23/2001","09:34:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","15","5","0.8","60","RIP","MUD","Many bullfrog tadpoles","","N","BGS","macrochirus","Lepomis","59","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"381",207,"07/23/2001","09:34:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","15","5","0.8","60","RIP","MUD","Many bullfrog tadpoles","","N","BGS","macrochirus","Lepomis","62","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"382",208,"08/20/2001","11:40:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","15","8","0.6","72","RIP","MUD","WST  very thin, 4 shrimp","","N","BGS","macrochirus","Lepomis","32","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"383",209,"09/24/2001","11:45:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","15","7","0.9","94.5","RIP","MUD","18 shrimp.","","N","BGS","macrochirus","Lepomis","73","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"384",209,"09/24/2001","11:45:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","15","7","0.9","94.5","RIP","MUD","18 shrimp.","","N","BGS","macrochirus","Lepomis","32","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"385",210,"10/30/2001","11:00:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","5","15","0.6","45","RIP","MUD","Ec=838, 89 shrimp","","N","BGS","macrochirus","Lepomis","59","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"386",87,"01/08/2002","13:00:00","AL1","A0D83271352","BSEIN","SEIN50","1","","","","","6","8","0.7","33.59999847","RIP","AVG","I-5","","N","BGS","macrochirus","Lepomis","38","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"387",221,"07/17/2002","11:45:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","15","4.2","0.7","44.09999847","RIP","MUD","Ec=680. UNID are sunfish","","N","BGS","macrochirus","Lepomis","28","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","3","","","","","","","","","","","","","","","","","",""
"388",222,"08/23/2002","11:04:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","5","3","0.7","10.5","RIP","MUD","","","N","BGS","macrochirus","Lepomis","42","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"389",223,"09/30/2002","12:00:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","5","12","0.8","48","VEG","MUD","","","N","BGS","macrochirus","Lepomis","54","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"390",223,"09/30/2002","12:00:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","5","12","0.8","48","VEG","MUD","","","N","BGS","macrochirus","Lepomis","49","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"391",224,"10/29/2002","12:28:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","3.5","5","0.8","14","RIP","MUD","","","N","BGS","macrochirus","Lepomis","52","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"392",225,"12/03/2002","08:07:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","8","4","0.8","25.60000038","RIP","MUD","","","N","BGS","macrochirus","Lepomis","43","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","4","","","","","","","","","","","","","","","","","",""
"393",89,"03/04/2003","11:00:00","AL1","A0D83271352","BSEIN","SEIN50","2","","","","","6","2","0.3","3.600000143","RIP","MUD","","","N","BGS","macrochirus","Lepomis","31","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"394",90,"03/13/2003","14:55:00","AL1","A0D83271352","BSEIN","SEIN50","1","","","","","20","10","0.3","60.00000381","VEG","MUD","","","N","BGS","macrochirus","Lepomis","36","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","3","","","","","","","","","","","","","","","","","",""
"395",91,"04/02/2003","10:30:00","AL1","A0D83271352","BSEIN","SEIN50","2","","","","","10","5","0.4","20","RIP","MUD","","","N","BGS","macrochirus","Lepomis","32","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"396",233,"04/02/2003","12:15:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","10","10","0.5","50","VEG","MUD","","","N","BGS","macrochirus","Lepomis","35","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"397",93,"05/27/2003","12:26:00","AL1","A0D83271352","BSEIN","SEIN50","2","","","","","13","2","0.8","20.80000114","RIP","MUD","bks is either bks or whs","","N","BGS","macrochirus","Lepomis","57","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"398",236,"06/18/2003","12:15:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","9","5","0.4","18","VEG","AVG","Large C jumped over float line","","N","BGS","macrochirus","Lepomis","35","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"399",96,"01/28/2004","11:20:00","AL1","A0D83271352","BSEIN","SEIN50","2","","","","","2","6","1.1","13.20000076","RIP","MUD","seine caught & ripped hole","","N","BGS","macrochirus","Lepomis","43","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"400",97,"02/24/2004","13:45:00","AL1","A0D83271352","BSEIN","SEIN50","1","","","","","6","4","0.7","16.79999924","VEG","AVG","location: I-5 high flow site = 'ramp'","","N","BGS","macrochirus","Lepomis","42","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"401",98,"03/05/2004","11:40:00","AL1","A0D83271352","BSEIN","SEIN50","2","","","","","5","5","1.1","27.5","RIP","AVG","bag did not deploy fully","","N","BGS","macrochirus","Lepomis","30","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"402",98,"03/05/2004","11:40:00","AL1","A0D83271352","BSEIN","SEIN50","2","","","","","5","5","1.1","27.5","RIP","AVG","bag did not deploy fully","","N","BGS","macrochirus","Lepomis","28","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"403",242,"04/21/2004","14:30:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","4","5","1.2","24","VEG","AVG","","","N","BGS","macrochirus","Lepomis","63","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"404",242,"04/21/2004","14:30:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","4","5","1.2","24","VEG","AVG","","","N","BGS","macrochirus","Lepomis","72","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"405",100,"04/21/2004","15:20:00","AL1","A0D83271352","BSEIN","SEIN50","1","","","","","10","2","1","20","RIP","MUD","","","N","BGS","macrochirus","Lepomis","30","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","2","","","","","","","","","","","","","","","","","",""
"406",100,"04/21/2004","15:20:00","AL1","A0D83271352","BSEIN","SEIN50","1","","","","","10","2","1","20","RIP","MUD","","","N","BGS","macrochirus","Lepomis","53","","","","","n/p","n/p","n/p","No","FALSE","FALSE","FALSE","FALSE","","3","","","","","","","","","","","","","","","","","",""
