SampleID,SampleDate,SampleTime,StationCode,SamplingArea,SampleMethod,GearID,GearConditionCode,VegetationRank,TrapStatus,Rev.Counter,Region,SeineLength,SeineWidth,SeineDepth,VolumeSeined,HabitatType,SubstrateCode,FieldComments,DataCorrectionComments,OrganismCode,LowestTaxon,Parent,Count,FishIDComments
1696,1/3/2002,12:01:00,STTD,A0D82120386,RSTR,RSTR8,3,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,Ec=270,g,TFS,petenense,Dorosoma,42,NA
1696,1/3/2002,12:01:00,STTD,A0D82120386,RSTR,RSTR8,3,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,Ec=270,g,SHR,modestus,Exopalaemon,4,NA
1696,1/3/2002,12:01:00,STTD,A0D82120386,RSTR,RSTR8,3,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,Ec=270,g,MSS,beryllina,Menidia,16,NA
1254,1/7/2002,10:40:00,BL4,A0D82131385,BSEIN,SEIN50,1,NA,NA,NA,NA,15,10,0.6,90,RIP,AVG,NA,NA,SHR,modestus,Exopalaemon,33,NA
275,1/7/2002,11:46:00,LIS,B9D82851352,BSEIN,SEIN50,1,NA,NA,NA,NA,15,15,0.8,180,RIP,AVG,NA,NA,SHR,modestus,Exopalaemon,1,NA
275,1/7/2002,11:46:00,LIS,B9D82851352,BSEIN,SEIN50,1,NA,NA,NA,NA,15,15,0.8,180,RIP,AVG,NA,NA,MSS,beryllina,Menidia,21,NA
1700,1/7/2002,13:00:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,UNID is an unidentified sunfish.  No YSI,NA,MSS,beryllina,Menidia,15,NA
87,1/8/2002,13:00:00,AL1,A0D83271352,BSEIN,SEIN50,1,NA,NA,NA,NA,6,8,0.7,33.59999847,RIP,AVG,I-5,NA,BGS,macrochirus,Lepomis,5,NA
87,1/8/2002,13:00:00,AL1,A0D83271352,BSEIN,SEIN50,1,NA,NA,NA,NA,6,8,0.7,33.59999847,RIP,AVG,I-5,NA,MQF,affinis,Gambusia,84,NA
87,1/8/2002,13:00:00,AL1,A0D83271352,BSEIN,SEIN50,1,NA,NA,NA,NA,6,8,0.7,33.59999847,RIP,AVG,I-5,NA,SHR,modestus,Exopalaemon,2,NA
2247,1/8/2002,13:45:00,YB,A0D83391379,BSEIN,SEIN50,1,NA,NA,NA,NA,15,10,0.7,105,RIP,MUD,"light: air=549,  water 0.5m=7.5",NA,MQF,affinis,Gambusia,24,NA
2247,1/8/2002,13:45:00,YB,A0D83391379,BSEIN,SEIN50,1,NA,NA,NA,NA,15,10,0.7,105,RIP,MUD,"light: air=549,  water 0.5m=7.5",NA,MSS,beryllina,Menidia,203,NA
1704,1/10/2002,9:44:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,Ec= 164.,NA,SHR,modestus,Exopalaemon,2,NA
1704,1/10/2002,9:44:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,Ec= 164.,NA,MSS,beryllina,Menidia,36,NA
1705,1/11/2002,9:55:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,Ec=194,NA,MSS,beryllina,Menidia,3,NA
1705,1/11/2002,9:55:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,Ec=194,NA,SHR,modestus,Exopalaemon,1,NA
1706,1/14/2002,10:07:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,Ec=254,NA,MQF,affinis,Gambusia,10,NA
1706,1/14/2002,10:07:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,Ec=254,NA,MSS,beryllina,Menidia,20,NA
1706,1/14/2002,10:07:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,Ec=254,NA,SHR,modestus,Exopalaemon,14,NA
1707,1/16/2002,11:16:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"EC=266, held LAM to identify",NA,TFS,petenense,Dorosoma,15,NA
1707,1/16/2002,11:16:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"EC=266, held LAM to identify",NA,SHR,modestus,Exopalaemon,22,NA
1707,1/16/2002,11:16:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"EC=266, held LAM to identify",NA,MSS,beryllina,Menidia,51,NA
1708,1/18/2002,11:06:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"EC=280, noticed 4-5 diff size classes of SHR",NA,MSS,beryllina,Menidia,46,NA
1708,1/18/2002,11:06:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"EC=280, noticed 4-5 diff size classes of SHR",NA,TFS,petenense,Dorosoma,11,NA
1708,1/18/2002,11:06:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"EC=280, noticed 4-5 diff size classes of SHR",NA,SHR,modestus,Exopalaemon,122,NA
1709,1/22/2002,11:59:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"EC=356, heavy debris in live box",NA,SHR,modestus,Exopalaemon,280,NA
1709,1/22/2002,11:59:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"EC=356, heavy debris in live box",NA,TFS,petenense,Dorosoma,157,NA
1709,1/22/2002,11:59:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"EC=356, heavy debris in live box",NA,YFG,flavimanus,Acanthogobius,3,NA
1709,1/22/2002,11:59:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"EC=356, heavy debris in live box",NA,MSS,beryllina,Menidia,124,NA
1709,1/22/2002,11:59:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"EC=356, heavy debris in live box",NA,MQF,affinis,Gambusia,3,NA
1710,1/23/2002,10:25:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,EC=361,NA,SHR,modestus,Exopalaemon,119,NA
1710,1/23/2002,10:25:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,EC=361,NA,TFS,petenense,Dorosoma,63,NA
1710,1/23/2002,10:25:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,EC=361,NA,MQF,affinis,Gambusia,6,NA
1710,1/23/2002,10:25:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,EC=361,NA,MSS,beryllina,Menidia,160,NA
214,1/24/2002,13:25:00,FW1,A0D844101381,BSEIN,SEIN50,1,NA,NA,NA,NA,15,15,0.5,112.5,RIP,AVG,EC=148,NA,MSS,beryllina,Menidia,18,NA
1711,1/25/2002,12:13:00,STTD,A0D82120386,RSTR,RSTR8,2,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"EC=397, trap spins on ebb tide",NA,CHN,tshawytscha,Oncorhynchus,2,NA
1711,1/25/2002,12:13:00,STTD,A0D82120386,RSTR,RSTR8,2,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"EC=397, trap spins on ebb tide",NA,TFS,petenense,Dorosoma,162,NA
1711,1/25/2002,12:13:00,STTD,A0D82120386,RSTR,RSTR8,2,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"EC=397, trap spins on ebb tide",NA,SHR,modestus,Exopalaemon,285,NA
1711,1/25/2002,12:13:00,STTD,A0D82120386,RSTR,RSTR8,2,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"EC=397, trap spins on ebb tide",NA,LFS,thaleichthys,Spirinchus,1,NA
1711,1/25/2002,12:13:00,STTD,A0D82120386,RSTR,RSTR8,2,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"EC=397, trap spins on ebb tide",NA,MSS,beryllina,Menidia,160,NA
1255,1/25/2002,13:05:00,BL4,A0D82131385,BSEIN,SEIN50,1,NA,NA,NA,NA,14,2,1,28,RIP,MUD,EC=397,NA,SHR,modestus,Exopalaemon,30,NA
276,1/25/2002,14:43:00,LIS,B9D82851352,BSEIN,SEIN50,1,NA,NA,NA,NA,7,1,0.7,4.900000095,RIP,MUD,EC=407,NA,SHR,modestus,Exopalaemon,96,NA
2248,1/25/2002,15:25:00,YB,A0D83391379,BSEIN,SEIN50,1,NA,NA,NA,NA,15,15,1,225,RIP,MUD,EC=444,NA,SHR,modestus,Exopalaemon,17,NA
1712,1/28/2002,10:44:00,STTD,A0D82120386,RSTR,RSTR8,3,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,EC=435,NA,SHR,modestus,Exopalaemon,11,NA
1712,1/28/2002,10:44:00,STTD,A0D82120386,RSTR,RSTR8,3,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,EC=435,NA,MSS,beryllina,Menidia,22,NA
1713,1/30/2002,10:03:00,STTD,A0D82120386,RSTR,RSTR8,2,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,EC=452,NA,MSS,beryllina,Menidia,123,NA
1713,1/30/2002,10:03:00,STTD,A0D82120386,RSTR,RSTR8,2,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,EC=452,NA,SHR,modestus,Exopalaemon,86,NA
1713,1/30/2002,10:03:00,STTD,A0D82120386,RSTR,RSTR8,2,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,EC=452,NA,TFS,petenense,Dorosoma,45,NA
1714,2/1/2002,10:52:00,STTD,A0D82120386,RSTR,RSTR8,2,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,EC=470,gO,MSS,beryllina,Menidia,10,NA
1714,2/1/2002,10:52:00,STTD,A0D82120386,RSTR,RSTR8,2,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,EC=470,gO,TFS,petenense,Dorosoma,2,NA
1714,2/1/2002,10:52:00,STTD,A0D82120386,RSTR,RSTR8,2,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,EC=470,gO,SHR,modestus,Exopalaemon,40,NA
1715,2/4/2002,10:11:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,EC=468,NA,SHR,modestus,Exopalaemon,82,NA
1716,2/6/2002,10:38:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,Ec=468,NA,SHR,modestus,Exopalaemon,23,NA
1716,2/6/2002,10:38:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,Ec=468,NA,MQF,affinis,Gambusia,1,NA
1719,2/13/2002,10:33:00,STTD,A0D82120386,RSTR,RSTR8,2,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,Ec=572.Shrimp and crayfish exoskeletons,NA,SHR,modestus,Exopalaemon,11,NA
1720,2/15/2002,9:30:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,Ec=591,NA,SHR,modestus,Exopalaemon,65,NA
1720,2/15/2002,9:30:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,Ec=591,NA,MSS,beryllina,Menidia,28,NA
1721,2/18/2002,9:34:00,STTD,A0D82120386,RSTR,RSTR8,2,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,ec=624,NA,SHR,modestus,Exopalaemon,42,NA
1722,2/20/2002,10:15:00,STTD,A0D82120386,RSTR,RSTR8,2,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,ec=673,NA,MSS,beryllina,Menidia,5,NA
1722,2/20/2002,10:15:00,STTD,A0D82120386,RSTR,RSTR8,2,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,ec=673,NA,SHR,modestus,Exopalaemon,6,NA
1722,2/20/2002,10:15:00,STTD,A0D82120386,RSTR,RSTR8,2,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,ec=673,NA,TFS,petenense,Dorosoma,1,NA
1723,2/22/2002,11:14:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,EC=713,NA,SHR,modestus,Exopalaemon,9,NA
1723,2/22/2002,11:14:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,EC=713,NA,MQF,affinis,Gambusia,1,NA
1256,2/26/2002,9:42:00,BL4,A0D82131385,BSEIN,SEIN50,1,NA,NA,NA,NA,18,5,0.5,45,RIP,MUD,Ec=630,NA,SHR,modestus,Exopalaemon,162,NA
2249,2/26/2002,13:20:00,YB,A0D83391379,BSEIN,SEIN50,1,NA,NA,NA,NA,15,15,1,225,RIP,MUD,EC=496,NA,SHR,modestus,Exopalaemon,33,NA
215,2/26/2002,14:17:00,FW1,A0D844101381,BSEIN,SEIN50,1,NA,NA,NA,NA,15,15,0.6,135,RIP,MUD,EC=288,NA,MSS,beryllina,Menidia,37,NA
1724,2/27/2002,10:30:00,STTD,A0D82120386,RSTR,RSTR8,2,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,EC=652,NA,SHR,modestus,Exopalaemon,39,NA
1724,2/27/2002,10:30:00,STTD,A0D82120386,RSTR,RSTR8,2,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,EC=652,NA,MSS,beryllina,Menidia,9,NA
1725,3/1/2002,9:55:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,Ec=674.  All CHN kept.19/59 clipped,NA,SHR,modestus,Exopalaemon,1116,NA
1726,3/4/2002,9:40:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,Ec=678.  16/45 CHN clipped,NA,MSS,beryllina,Menidia,89,NA
1726,3/4/2002,9:40:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,Ec=678.  16/45 CHN clipped,NA,SHR,modestus,Exopalaemon,1337,NA
1727,3/6/2002,11:20:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,Ec=717,NA,MSS,beryllina,Menidia,1,NA
1727,3/6/2002,11:20:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,Ec=717,NA,SHR,modestus,Exopalaemon,153,NA
1728,3/8/2002,10:16:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"Ec=688 CHN 51, 84 Released",NA,MSS,beryllina,Menidia,4,NA
1733,3/20/2002,9:50:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,Ec=716,NA,MSS,beryllina,Menidia,1,NA
1733,3/20/2002,9:50:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,Ec=716,NA,SHR,modestus,Exopalaemon,42,NA
1736,3/25/2002,9:27:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"Ec=698, 1SHR w/ eggs",NA,MSS,beryllina,Menidia,1,NA
1736,3/25/2002,9:27:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"Ec=698, 1SHR w/ eggs",NA,SHR,modestus,Exopalaemon,187,NA
216,3/26/2002,10:20:00,FW1,A0D844101381,BSEIN,SEIN50,1,NA,NA,NA,NA,15,15,0.3,67.5,RIP,MUD,ec=323,NA,SHR,modestus,Exopalaemon,2,NA
217,3/26/2002,10:35:00,FW1,A0D844101381,BSEIN,SEIN50,1,NA,NA,NA,NA,15,5,0.7,52.5,RIP,MUD,ec=318,NA,SHR,modestus,Exopalaemon,1,NA
2250,3/26/2002,11:55:00,YB,A0D83391379,BSEIN,SEIN50,1,NA,NA,NA,NA,15,15,0.6,135,RIP,MUD,"ec=601, 2 SHR w/ eggs",NA,SHR,modestus,Exopalaemon,87,NA
1257,3/26/2002,13:21:00,BL4,A0D82131385,BSEIN,SEIN50,1,NA,NA,NA,NA,15,5,0.9,67.5,RIP,MUD,ec=696,NA,SHR,modestus,Exopalaemon,154,NA
1738,3/29/2002,11:21:00,STTD,A0D82120386,RSTR,RSTR8,2,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"ec=752, largest SHR @2.8g, 6 SHR w/ eggs",NA,SHR,modestus,Exopalaemon,383,NA
1738,3/29/2002,11:21:00,STTD,A0D82120386,RSTR,RSTR8,2,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"ec=752, largest SHR @2.8g, 6 SHR w/ eggs",NA,MQF,affinis,Gambusia,1,NA
1740,4/3/2002,10:45:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"Ec=748, +7 SHr w/eggs",NA,MSS,beryllina,Menidia,1,NA
1741,4/5/2002,12:43:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,Ec=699.  2 SHR w/eggs,NA,SHR,modestus,Exopalaemon,95,NA
1742,4/8/2002,10:25:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,Ec=755.  12 SHR w/eggs,NA,SHR,modestus,Exopalaemon,1565,NA
1743,4/10/2002,10:35:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"ec=668, +38 SHR w/eggs",NA,MSS,beryllina,Menidia,5,NA
1743,4/10/2002,10:35:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"ec=668, +38 SHR w/eggs",NA,SHR,modestus,Exopalaemon,1586,NA
1745,4/15/2002,10:20:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"ec=718, +31 SHR w/eggs, kept 100SHR for DFG",NA,MQF,affinis,Gambusia,13,NA
1745,4/15/2002,10:20:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"ec=718, +31 SHR w/eggs, kept 100SHR for DFG",NA,SHR,modestus,Exopalaemon,542,NA
1745,4/15/2002,10:20:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"ec=718, +31 SHR w/eggs, kept 100SHR for DFG",NA,WHC,catus,Ameiurus,4,NA
1745,4/15/2002,10:20:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"ec=718, +31 SHR w/eggs, kept 100SHR for DFG",NA,MSS,beryllina,Menidia,31,NA
1746,4/17/2002,11:30:00,STTD,A0D82120386,RSTR,RSTR8,2,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"ec=664, trap tangled/reset anchor, +8 SHR w/eggs",NA,MSS,beryllina,Menidia,20,NA
1746,4/17/2002,11:30:00,STTD,A0D82120386,RSTR,RSTR8,2,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"ec=664, trap tangled/reset anchor, +8 SHR w/eggs",NA,SHR,modestus,Exopalaemon,102,NA
1747,4/19/2002,10:40:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"ec=661, +1 shr w/eggs",NA,MSS,beryllina,Menidia,20,NA
1747,4/19/2002,10:40:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"ec=661, +1 shr w/eggs",NA,SHR,modestus,Exopalaemon,29,NA
1748,4/22/2002,11:13:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"ec=704, +18 shr w/eggs",NA,SHR,modestus,Exopalaemon,322,NA
1748,4/22/2002,11:13:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"ec=704, +18 shr w/eggs",NA,MSS,beryllina,Menidia,3,NA
1749,4/24/2002,11:54:00,STTD,A0D82120386,RSTR,RSTR8,2,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"ec=720, +21 SHR w/eggs",NA,SHR,modestus,Exopalaemon,327,NA
1258,4/25/2002,9:08:00,BL4,A0D82131385,BSEIN,SEIN50,1,NA,NA,NA,NA,15,6,0.8,72,RIP,MUD,"ec=650, +7 SHR w/eggs, +32 SHR larvae",NA,SHR,modestus,Exopalaemon,49,NA
2251,4/25/2002,10:25:00,YB,A0D83391379,BSEIN,SEIN50,1,NA,NA,NA,NA,15,15,0.4,90,RIP,MUD,"ec=825, +32 SHR w/eggs, pond only knee deep",NA,SHR,modestus,Exopalaemon,32,NA
2251,4/25/2002,10:25:00,YB,A0D83391379,BSEIN,SEIN50,1,NA,NA,NA,NA,15,15,0.4,90,RIP,MUD,"ec=825, +32 SHR w/eggs, pond only knee deep",NA,SHR,modestus,Exopalaemon,101,NA
218,4/25/2002,11:40:00,FW1,A0D844101381,BSEIN,SEIN50,1,NA,NA,NA,NA,15,4,0.8,48,RIP,MUD,ec=408,NA,MSS,beryllina,Menidia,2,NA
1750,4/26/2002,10:25:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"ec=574, +66 SHR w/eggs, +over 300 SHR larvae",NA,MSS,beryllina,Menidia,10,NA
1750,4/26/2002,10:25:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"ec=574, +66 SHR w/eggs, +over 300 SHR larvae",NA,SHR,modestus,Exopalaemon,1557,NA
1751,4/29/2002,9:35:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"ec=438, +188 SHR w/eggs",NA,MSS,beryllina,Menidia,34,NA
1751,4/29/2002,9:35:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"ec=438, +188 SHR w/eggs",NA,SHR,modestus,Exopalaemon,1186,NA
1752,5/1/2002,10:23:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"ec=407, +97 SHR w/eggs, Largest SHR=3.9g",NA,MSS,beryllina,Menidia,6,NA
1752,5/1/2002,10:23:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"ec=407, +97 SHR w/eggs, Largest SHR=3.9g",NA,SHR,modestus,Exopalaemon,480,NA
1753,5/3/2002,10:30:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"ec=439, +6 SHR w/eggs",NA,MSS,beryllina,Menidia,2,NA
1753,5/3/2002,10:30:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"ec=439, +6 SHR w/eggs",NA,SHR,modestus,Exopalaemon,58,NA
1754,5/6/2002,9:20:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"ec=565, +49 SHR w/eggs",NA,SHR,modestus,Exopalaemon,410,NA
1756,5/10/2002,9:12:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,Ec=398. 69 shrimp w/eggs,NA,SHR,modestus,Exopalaemon,1432,NA
1757,5/13/2002,14:05:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,Ec=617.  142 shrimp w/eggs,NA,LFS,thaleichthys,Spirinchus,2,NA
1757,5/13/2002,14:05:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,Ec=617.  142 shrimp w/eggs,NA,SHR,modestus,Exopalaemon,1063,NA
1758,5/15/2002,10:30:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NO YSI 31 shrimp w/eggs,NA,SHR,modestus,Exopalaemon,1074,NA
1759,5/17/2002,10:50:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,Ec=289.  31 SHR w/eggs,NA,SHR,modestus,Exopalaemon,214,NA
1760,5/20/2002,9:56:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,No YSI.  248 SHR w/eggs,NA,SHR,modestus,Exopalaemon,1368,NA
1761,5/22/2002,10:30:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,No YSI. 259 SHR w/eggs,NA,SHR,modestus,Exopalaemon,2331,NA
1762,5/24/2002,11:20:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,161 SHRw/eggs. Ec=666. No scale,NA,LFS,thaleichthys,Spirinchus,3,NA
1762,5/24/2002,11:20:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,161 SHRw/eggs. Ec=666. No scale,NA,MSS,beryllina,Menidia,14,NA
1763,5/28/2002,12:15:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,Used spring scale. Ec=524. UNID kept.554 SHRw/eggs,NA,SHR,modestus,Exopalaemon,1252,NA
1763,5/28/2002,12:15:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,Used spring scale. Ec=524. UNID kept.554 SHRw/eggs,NA,MSS,beryllina,Menidia,9,NA
1763,5/28/2002,12:15:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,Used spring scale. Ec=524. UNID kept.554 SHRw/eggs,NA,WHC,catus,Ameiurus,5,NA
1764,5/31/2002,9:45:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"ec=439, +30 SHR w/eggs",NA,SHR,modestus,Exopalaemon,82,NA
1765,6/3/2002,9:03:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,"ec=481, +5 SHR w/eggs",NA,SHR,modestus,Exopalaemon,17,NA
1766,6/5/2002,12:20:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,Ec=468.  32 SHR w/eggs,NA,AMS,sapidissima,Alosa,24,NA
