"","SampleID","SampleDate","SampleTime","StationCode","SamplingArea","SampleMethod","GearID","GearConditionCode","VegetationRank","TrapStatus","Rev.Counter","Region","SeineLength","SeineWidth","SeineDepth","VolumeSeined","HabitatType","SubstrateCode","FieldComments","DataCorrectionComments","OrganismCode","LowestTaxon","Parent","Count","FishIDComments"
"1537",1808,"03/21/2003","11:35:00","STTD","A0D82120386","RSTR","RSTR8","2","","Pull","","","","","","","","","","","PL","tridentata","Lampetra","1",""
"1538",1810,"03/26/2003","10:35:00","STTD","A0D82120386","RSTR","RSTR8","2","","Check","","","","","","","","","lots shrimp, baby turtle","","MSS","beryllina","Menidia","6",""
"1539",1811,"03/28/2003","10:45:00","STTD","A0D82120386","RSTR","RSTR8","2","","Check","","","","","","","","","","","MQF","affinis","Gambusia","5",""
"1540",1811,"03/28/2003","10:45:00","STTD","A0D82120386","RSTR","RSTR8","2","","Check","","","","","","","","","","","TFS","petenense","Dorosoma","20",""
"1541",1812,"04/01/2003","10:55:00","STTD","A0D82120386","RSTR","RSTR8","2","","Check","","","","","","","","","RPM after debris removal=3","","MSS","beryllina","Menidia","1",""
"1542",1812,"04/01/2003","10:55:00","STTD","A0D82120386","RSTR","RSTR8","2","","Check","","","","","","","","","RPM after debris removal=3","","TSS","aculeatus","Gasterosteus","1",""
"1543",750,"04/01/2003","11:50:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","","","WHC","catus","Ameiurus","155",""
"1544",91,"04/02/2003","10:30:00","AL1","A0D83271352","BSEIN","SEIN50","2","","","","","10","5","0.4","20","RIP","MUD","","","BGS","macrochirus","Lepomis","16",""
"1545",1813,"04/03/2003","09:25:00","STTD","A0D82120386","RSTR","RSTR8","2","","Check","","","","","","","","","after debris removed RPM=2.5","","MQF","affinis","Gambusia","20",""
"1546",1813,"04/03/2003","09:25:00","STTD","A0D82120386","RSTR","RSTR8","2","","Check","","","","","","","","","after debris removed RPM=2.5","","MSS","beryllina","Menidia","1",""
"1547",1814,"04/07/2003","11:15:00","STTD","A0D82120386","RSTR","RSTR8","2","","Check","","","","","","","","","trap RPM=3.5 after debris removal","","MSS","beryllina","Menidia","1",""
"1548",1814,"04/07/2003","11:15:00","STTD","A0D82120386","RSTR","RSTR8","2","","Check","","","","","","","","","trap RPM=3.5 after debris removal","","MQF","affinis","Gambusia","4",""
"1549",752,"04/07/2003","12:45:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","","","WHC","catus","Ameiurus","2",""
"1550",753,"04/09/2003","11:18:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","STB FL535 ripe","","WHC","catus","Ameiurus","18",""
"1551",754,"04/11/2003","10:34:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","","","WHC","catus","Ameiurus","15",""
"1552",755,"04/14/2003","11:28:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","","","C","carpio","Cyprinus","1",""
"1553",755,"04/14/2003","11:28:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","","","BKS","nigromaculatus","Pomoxis","1",""
"1554",755,"04/14/2003","11:28:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","","","WHC","catus","Ameiurus","34",""
"1555",1819,"04/18/2003","09:45:00","STTD","A0D82120386","RSTR","RSTR8","2","","Check","","","","","","","","","YSI down, RPM after cleared: 4.5","","MSS","beryllina","Menidia","15",""
"1556",757,"04/18/2003","12:05:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","1st 7 WST taken by UCD, last 10 clipped for DFG","","WST","transmontanus","Acipenser","1",""
"1557",757,"04/18/2003","12:05:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","1st 7 WST taken by UCD, last 10 clipped for DFG","","WHC","catus","Ameiurus","31",""
"1558",757,"04/18/2003","12:05:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","1st 7 WST taken by UCD, last 10 clipped for DFG","","CHC","punctatus","Ictalurus","20",""
"1559",1820,"04/21/2003","10:20:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","No debris to remove","","MSS","beryllina","Menidia","67",""
"1560",1820,"04/21/2003","10:20:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","No debris to remove","","TFS","petenense","Dorosoma","1",""
"1561",1822,"04/25/2003","09:45:00","STTD","A0D82120386","RSTR","RSTR8","2","","Check","","","","","","","","","after cleared, rpm:2.5. Measured splt taken for FF","","SPLT","macrolepidotus","Pogonichthys","1",""
"1562",1822,"04/25/2003","09:45:00","STTD","A0D82120386","RSTR","RSTR8","2","","Check","","","","","","","","","after cleared, rpm:2.5. Measured splt taken for FF","","MSS","beryllina","Menidia","2",""
"1563",1822,"04/25/2003","09:45:00","STTD","A0D82120386","RSTR","RSTR8","2","","Check","","","","","","","","","after cleared, rpm:2.5. Measured splt taken for FF","","C","carpio","Cyprinus","5",""
"1564",760,"04/25/2003","10:45:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","","","WHC","catus","Ameiurus","20",""
"1565",761,"04/28/2003","11:30:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","trap not reset to full depth","","WHC","catus","Ameiurus","2",""
"1566",762,"05/01/2003","09:40:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","trap not set to full depth","","WHC","catus","Ameiurus","12",""
"1567",764,"05/07/2003","11:40:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","","","WHC","catus","Ameiurus","1",""
"1568",765,"05/12/2003","09:40:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","2 AMS heads in trap; 3 CHC in front chamber","","CHC","punctatus","Ictalurus","3",""
"1569",765,"05/12/2003","09:40:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","2 AMS heads in trap; 3 CHC in front chamber","","WHC","catus","Ameiurus","30",""
"1570",1829,"05/14/2003","11:05:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","50 SPLT killed for Fred","","SPLT","macrolepidotus","Pogonichthys","105",""
"1571",1829,"05/14/2003","11:05:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","50 SPLT killed for Fred","","TSS","aculeatus","Gasterosteus","1",""
"1572",766,"05/14/2003","12:24:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","","","TFS","petenense","Dorosoma","1",""
"1573",767,"05/16/2003","10:43:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","","","WHC","catus","Ameiurus","50",""
"1574",767,"05/16/2003","10:43:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","","","CHC","punctatus","Ictalurus","2",""
"1575",767,"05/16/2003","10:43:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","","","C","carpio","Cyprinus","1",""
"1576",1831,"05/19/2003","10:14:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","sal: 0.3, DO: 6.8. BKS could also be WHS","","SPLT","macrolepidotus","Pogonichthys","34",""
"1577",1831,"05/19/2003","10:14:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","sal: 0.3, DO: 6.8. BKS could also be WHS","","TSS","aculeatus","Gasterosteus","1",""
"1578",1831,"05/19/2003","10:14:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","sal: 0.3, DO: 6.8. BKS could also be WHS","","SCB","microlepidotus","Orthodon","5",""
"1579",1831,"05/19/2003","10:14:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","sal: 0.3, DO: 6.8. BKS could also be WHS","","C","carpio","Cyprinus","284",""
"1580",768,"05/19/2003","11:20:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","","","C","carpio","Cyprinus","1",""
"1581",1832,"05/21/2003","09:55:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","C","carpio","Cyprinus","461",""
"1582",1832,"05/21/2003","09:55:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","SPLT","macrolepidotus","Pogonichthys","1",""
"1583",1832,"05/21/2003","09:55:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","SCB","microlepidotus","Orthodon","1",""
"1584",1832,"05/21/2003","09:55:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","MSS","beryllina","Menidia","4",""
"1585",769,"05/21/2003","11:00:00","PCS","A0S82801355","FKTR","FKTR","1","","Pull","","","","","","","","","front cable broke, trap pulled","","WHC","catus","Ameiurus","21",""
"1586",769,"05/21/2003","11:00:00","PCS","A0S82801355","FKTR","FKTR","1","","Pull","","","","","","","","","front cable broke, trap pulled","","AMS","sapidissima","Alosa","1",""
"1587",1833,"05/23/2003","09:40:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","C","carpio","Cyprinus","129",""
"1588",771,"05/23/2003","10:30:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","","","WHC","catus","Ameiurus","30",""
"1589",1834,"05/27/2003","09:40:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","BKS is either BKS or WHS,10 SPLT given to Fred","","MSS","beryllina","Menidia","84",""
"1590",1834,"05/27/2003","09:40:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","BKS is either BKS or WHS,10 SPLT given to Fred","","TSS","aculeatus","Gasterosteus","5",""
"1591",772,"05/27/2003","11:08:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","","","STB","saxatilis","Morone","11",""
"1592",772,"05/27/2003","11:08:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","","","WHC","catus","Ameiurus","49",""
"1593",93,"05/27/2003","12:26:00","AL1","A0D83271352","BSEIN","SEIN50","2","","","","","13","2","0.8","20.80000114","RIP","MUD","bks is either bks or whs","","BGS","macrochirus","Lepomis","7",""
"1594",1835,"05/28/2003","11:15:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","SPLT given to Fred","","MSS","beryllina","Menidia","17",""
"1595",773,"05/28/2003","13:00:00","PCS","A0S82801355","FKTR","FKTR","2","","Pull","","","","","","","","","fish died while pulling in trap, trap cables broke","","WHC","catus","Ameiurus","27",""
"1596",773,"05/28/2003","13:00:00","PCS","A0S82801355","FKTR","FKTR","2","","Pull","","","","","","","","","fish died while pulling in trap, trap cables broke","","CHC","punctatus","Ictalurus","3",""
"1597",1836,"05/30/2003","09:55:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","10 SPLT given to Fred","","SPLT","macrolepidotus","Pogonichthys","1",""
"1598",775,"05/30/2003","11:15:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","","","CHC","punctatus","Ictalurus","6",""
"1599",775,"05/30/2003","11:15:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","","","WHC","catus","Ameiurus","101",""
"1600",1837,"06/02/2003","09:43:00","STTD","A0D82120386","RSTR","RSTR8","2","","Check","","","","","","","","","latertrapRPM=2,DSM>25could be WAG/LFS,+SPLT left","","SPLT","macrolepidotus","Pogonichthys","787",""
"1601",1837,"06/02/2003","09:43:00","STTD","A0D82120386","RSTR","RSTR8","2","","Check","","","","","","","","","latertrapRPM=2,DSM>25could be WAG/LFS,+SPLT left","","MSS","beryllina","Menidia","2",""
"1602",1837,"06/02/2003","09:43:00","STTD","A0D82120386","RSTR","RSTR8","2","","Check","","","","","","","","","latertrapRPM=2,DSM>25could be WAG/LFS,+SPLT left","","TSS","aculeatus","Gasterosteus","1",""
"1603",776,"06/02/2003","10:40:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","","","WHC","catus","Ameiurus","51",""
"1604",776,"06/02/2003","10:40:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","","","CHC","punctatus","Ictalurus","8",""
"1605",776,"06/02/2003","10:40:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","","","STB","saxatilis","Morone","1",""
"1606",1838,"06/04/2003","09:55:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","SPLT<20 UNID cyprinid","","TSS","aculeatus","Gasterosteus","3",""
"1607",777,"06/04/2003","10:40:00","PCS","A0S82801355","FKTR","FKTR","2","","Check","","","","","","","","","~5 STB, 2 C, 15 WHC/CHC lost","","WHC","catus","Ameiurus","4",""
"1608",778,"06/06/2003","09:55:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","","","CHC","punctatus","Ictalurus","6",""
"1609",778,"06/06/2003","09:55:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","","","WHC","catus","Ameiurus","38",""
"1610",778,"06/06/2003","09:55:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","","","C","carpio","Cyprinus","1",""
"1611",1839,"06/06/2003","12:00:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","SPLT gilled in cone,  SPLT for Fred,small DSM=?","","STB","saxatilis","Morone","45",""
"1612",1839,"06/06/2003","12:00:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","SPLT gilled in cone,  SPLT for Fred,small DSM=?","","MSS","beryllina","Menidia","1",""
"1613",1839,"06/06/2003","12:00:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","SPLT gilled in cone,  SPLT for Fred,small DSM=?","","SPLT","macrolepidotus","Pogonichthys","127",""
"1614",1839,"06/06/2003","12:00:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","SPLT gilled in cone,  SPLT for Fred,small DSM=?","","TSS","aculeatus","Gasterosteus","4",""
"1615",1839,"06/06/2003","12:00:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","SPLT gilled in cone,  SPLT for Fred,small DSM=?","","YFG","flavimanus","Acanthogobius","8",""
"1616",1840,"06/09/2003","11:00:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","",">100 larval STB,DSM ; trap counter-rotating","","STB","saxatilis","Morone","1",""
"1617",1840,"06/09/2003","11:00:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","",">100 larval STB,DSM ; trap counter-rotating","","TFS","petenense","Dorosoma","1",""
"1618",1840,"06/09/2003","11:00:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","",">100 larval STB,DSM ; trap counter-rotating","","MSS","beryllina","Menidia","12",""
"1619",1840,"06/09/2003","11:00:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","",">100 larval STB,DSM ; trap counter-rotating","","SPLT","macrolepidotus","Pogonichthys","34",""
"1620",779,"06/09/2003","12:08:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","","","CHC","punctatus","Ictalurus","35",""
"1621",779,"06/09/2003","12:08:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","","","C","carpio","Cyprinus","1",""
"1622",779,"06/09/2003","12:08:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","","","STB","saxatilis","Morone","11",""
"1623",779,"06/09/2003","12:08:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","","","WHC","catus","Ameiurus","113",""
"1624",1841,"06/10/2003","10:54:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","bks is either bks or whc, <25mm fish not counted","","SPLT","macrolepidotus","Pogonichthys","119",""
"1625",1841,"06/10/2003","10:54:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","bks is either bks or whc, <25mm fish not counted","","MSS","beryllina","Menidia","30",""
"1626",1841,"06/10/2003","10:54:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","bks is either bks or whc, <25mm fish not counted","","TFS","petenense","Dorosoma","257",""
"1627",1841,"06/10/2003","10:54:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","bks is either bks or whc, <25mm fish not counted","","STB","saxatilis","Morone","2",""
"1628",1842,"06/11/2003","10:20:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","TFS","petenense","Dorosoma","328",""
"1629",1842,"06/11/2003","10:20:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","SCB","microlepidotus","Orthodon","7",""
"1630",1842,"06/11/2003","10:20:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","MSS","beryllina","Menidia","21",""
"1631",1842,"06/11/2003","10:20:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","SPLT","macrolepidotus","Pogonichthys","184",""
"1632",780,"06/11/2003","12:45:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","","","CHC","punctatus","Ictalurus","9",""
"1633",780,"06/11/2003","12:45:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","","","WHC","catus","Ameiurus","47",""
"1634",1843,"06/13/2003","11:50:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","~50 SPLT killed","","SPLT","macrolepidotus","Pogonichthys","521",""
"1635",1843,"06/13/2003","11:50:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","~50 SPLT killed","","AMS","sapidissima","Alosa","17",""
"1636",1843,"06/13/2003","11:50:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","~50 SPLT killed","","MSS","beryllina","Menidia","33",""
"1637",1843,"06/13/2003","11:50:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","~50 SPLT killed","","SCB","microlepidotus","Orthodon","7",""
"1638",1843,"06/13/2003","11:50:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","~50 SPLT killed","","STB","saxatilis","Morone","45",""
"1639",1843,"06/13/2003","11:50:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","~50 SPLT killed","","TFS","petenense","Dorosoma","915",""
"1640",781,"06/13/2003","13:45:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","","","WHC","catus","Ameiurus","47",""
"1641",781,"06/13/2003","13:45:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","","","CHC","punctatus","Ictalurus","14",""
"1642",1844,"06/16/2003","11:00:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","MSS","beryllina","Menidia","37",""
"1643",1844,"06/16/2003","11:00:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","SPLT","macrolepidotus","Pogonichthys","222",""
"1644",1844,"06/16/2003","11:00:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","TFS","petenense","Dorosoma","419",""
"1645",1844,"06/16/2003","11:00:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","STB","saxatilis","Morone","115",""
"1646",782,"06/16/2003","12:43:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","","","WHC","catus","Ameiurus","43",""
"1647",782,"06/16/2003","12:43:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","","","CHC","punctatus","Ictalurus","35",""
"1648",782,"06/16/2003","12:43:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","","","STB","saxatilis","Morone","13",""
"1649",1845,"06/18/2003","09:55:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","Slack High","","TFS","petenense","Dorosoma","11",""
"1650",783,"06/18/2003","10:48:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","","","WHC","catus","Ameiurus","5",""
"1651",236,"06/18/2003","12:15:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","9","5","0.4","18","VEG","AVG","Large C jumped over float line","","GSN","crysoleucas","Notemigonus","1",""
"1652",236,"06/18/2003","12:15:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","9","5","0.4","18","VEG","AVG","Large C jumped over float line","","MQF","affinis","Gambusia","54",""
"1653",236,"06/18/2003","12:15:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","9","5","0.4","18","VEG","AVG","Large C jumped over float line","","LMB","salmoides","Micropterus","1",""
"1654",1846,"06/20/2003","10:15:00","STTD","A0D82120386","RSTR","RSTR8","2","","Check","","","","","","","","","incoming tide","","TFS","petenense","Dorosoma","170",""
"1655",784,"06/20/2003","11:17:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","","","WHC","catus","Ameiurus","2",""
"1656",1847,"06/24/2003","09:45:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","TFS","petenense","Dorosoma","211",""
"1657",1847,"06/24/2003","09:45:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","SAPM","grandis","Ptychocheilus","1",""
"1658",1847,"06/24/2003","09:45:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","SPLT","macrolepidotus","Pogonichthys","23",""
"1659",1847,"06/24/2003","09:45:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","MSS","beryllina","Menidia","14",""
"1660",1847,"06/24/2003","09:45:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","STB","saxatilis","Morone","161",""
"1661",1847,"06/24/2003","09:45:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","AMS","sapidissima","Alosa","2",""
"1662",785,"06/24/2003","11:27:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","","","STB","saxatilis","Morone","13",""
"1663",1848,"06/25/2003","10:45:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","AMS","sapidissima","Alosa","49",""
"1664",1848,"06/25/2003","10:45:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","MSS","beryllina","Menidia","50",""
"1665",1848,"06/25/2003","10:45:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","TFS","petenense","Dorosoma","676",""
"1666",1848,"06/25/2003","10:45:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","STB","saxatilis","Morone","264",""
"1667",1848,"06/25/2003","10:45:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","SPLT","macrolepidotus","Pogonichthys","49",""
"1668",1849,"06/27/2003","10:01:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","SPLT","macrolepidotus","Pogonichthys","118",""
"1669",1849,"06/27/2003","10:01:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","AMS","sapidissima","Alosa","49",""
"1670",1849,"06/27/2003","10:01:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","MSS","beryllina","Menidia","52",""
"1671",1849,"06/27/2003","10:01:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","TFS","petenense","Dorosoma","120",""
"1672",1849,"06/27/2003","10:01:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","STB","saxatilis","Morone","244",""
"1673",787,"06/27/2003","11:30:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","","","STB","saxatilis","Morone","14",""
"1674",1850,"06/30/2003","11:15:00","STTD","A0D82120386","RSTR","RSTR8","1","","Pull","","","","","","","","","","","SPLT","macrolepidotus","Pogonichthys","46",""
"1675",1850,"06/30/2003","11:15:00","STTD","A0D82120386","RSTR","RSTR8","1","","Pull","","","","","","","","","","","AMS","sapidissima","Alosa","7",""
"1676",1850,"06/30/2003","11:15:00","STTD","A0D82120386","RSTR","RSTR8","1","","Pull","","","","","","","","","","","TFS","petenense","Dorosoma","1134",""
"1677",1850,"06/30/2003","11:15:00","STTD","A0D82120386","RSTR","RSTR8","1","","Pull","","","","","","","","","","","MSS","beryllina","Menidia","37",""
"1678",1850,"06/30/2003","11:15:00","STTD","A0D82120386","RSTR","RSTR8","1","","Pull","","","","","","","","","","","STB","saxatilis","Morone","131",""
"1679",794,"11/14/2003","11:15:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","","","BKS","nigromaculatus","Pomoxis","23",""
"1680",801,"12/01/2003","10:26:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","plump (but not yet gravid) female splittail","","BKS","nigromaculatus","Pomoxis","19",""
"1681",803,"12/05/2003","11:30:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","500 is estimate for escaped STB, CHN  tag 1365","","WHC","catus","Ameiurus","17",""
"1682",804,"12/10/2003","11:20:00","PCS","A0S82801355","FKTR","FKTR","1","","Pull","","","","","","","","","","","WHC","catus","Ameiurus","152",""
"1683",804,"12/10/2003","11:20:00","PCS","A0S82801355","FKTR","FKTR","1","","Pull","","","","","","","","","","","CHC","punctatus","Ictalurus","97",""
"1684",809,"12/17/2003","10:30:00","PCS","A0S82801355","FKTR","FKTR","1","","Check","","","","","","","","","1 TFS half eaten","","TFS","petenense","Dorosoma","1",""
"1685",814,"12/31/2003","11:30:00","PCS","A0S82801355","FKTR","FKTR","1","","Pull","","","","","","","","","theadfin caught in mesh/debris at nose end","","TFS","petenense","Dorosoma","15",""
"1686",237,"01/05/2004","12:43:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","10","5","1","50","RIP","AVG","","","TFS","petenense","Dorosoma","63",""
"1687",1852,"01/09/2004","13:10:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","moderate debris","","TFS","petenense","Dorosoma","29",""
"1688",1853,"01/12/2004","12:40:00","STTD","A0D82120386","RSTR","RSTR8","2","","Check","","","","","","","","","","","TFS","petenense","Dorosoma","31",""
"1689",1854,"01/14/2004","13:20:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","MSS","beryllina","Menidia","2",""
"1690",1854,"01/14/2004","13:20:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","TFS","petenense","Dorosoma","45",""
"1691",1855,"01/16/2004","11:58:00","STTD","A0D82120386","RSTR","RSTR8","3","","Check","","","","","","","","","trap was stopped when we arrived","","TFS","petenense","Dorosoma","34",""
"1692",1855,"01/16/2004","11:58:00","STTD","A0D82120386","RSTR","RSTR8","3","","Check","","","","","","","","","trap was stopped when we arrived","","MSS","beryllina","Menidia","52",""
"1693",1856,"01/20/2004","13:25:00","STTD","A0D82120386","RSTR","RSTR8","3","","Check","","","","","","","","","trap jammed & not spinning, side gate broke open","","MSS","beryllina","Menidia","71",""
"1694",1856,"01/20/2004","13:25:00","STTD","A0D82120386","RSTR","RSTR8","3","","Check","","","","","","","","","trap jammed & not spinning, side gate broke open","","TFS","petenense","Dorosoma","80",""
"1695",1857,"01/21/2004","11:53:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","MSS","beryllina","Menidia","13",""
"1696",1857,"01/21/2004","11:53:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","TFS","petenense","Dorosoma","70",""
"1697",1859,"01/23/2004","13:25:00","STTD","A0D82120386","RSTR","RSTR8","2","","Check","","","","","","","","","","","TFS","petenense","Dorosoma","29",""
