"","SampleID","SampleDate","SampleTime","StationCode","SampleMethod","OrganismCode","Race","ForkLength","Weight","SampleDate.diet","SampleTime.diet","StationCode.diet","Gear.diet","Race.diet","ForkLength.diet","ForkLengthLabel","Weight.diet","WeightLabel","Fullness","Digestion","WeightStomachFull","WeightStomachEmpty","PreyTaxa","LifeStage","HigherTaxa","PreyCount","WeightPrey","StomachBrokenDamaged","StomachComments","ProcessedBy","QAQCBy","FishTagID"
"459","6398","05/19/2015","13:45:00","STTD","RSTR","DSM","n/p","36","0.4","02/12/2016","","","","","37","","0.176","0.4","","5","broken","","Pseudodiaptomus forbesi","female","Calanoida","34","0.0012","broken","","as","","2015-024S"
"460","6398","05/19/2015","13:45:00","STTD","RSTR","DSM","n/p","36","0.4","02/12/2016","","","","","37","","0.176","0.4","","5","broken","","Pseudodiaptomus forbesi","male","Calanoida","76","0.0016","broken","","as","","2015-024S"
"461","6398","05/19/2015","13:45:00","STTD","RSTR","DSM","n/p","36","0.4","02/12/2016","","","","","37","","0.176","0.4","","5","broken","","Pseudodiaptomus forbesi","copepodid","Calanoida","18","0","broken","","as","","2015-024S"
"462","6398","05/19/2015","13:45:00","STTD","RSTR","DSM","n/p","36","0.4","02/12/2016","","","","","37","","0.176","0.4","","5","broken","","Sinocalanus doerrii","adult","Calanoida","5","0","broken","","as","","2015-024S"
"463","6398","05/19/2015","13:45:00","STTD","RSTR","DSM","n/p","37","0.38","02/12/2016","","","","","30","","0.1713","0.38","","","0.0044","","","","","","","","dried out, not identifiable","as","","2015-025S"
"464","6398","05/19/2015","13:45:00","STTD","RSTR","DSM","n/p","30","0.11","02/12/2016","","","","","30","","0.0609","0.11","1","1","","","Empty","","","","","","","as","","2015-026S"
"465","6398","05/19/2015","13:45:00","STTD","RSTR","DSM","n/p","32","","02/12/2016","","","","","32","","0.0925","0.29","","5","broken","","Pseudodiaptomus forbesi","male","Calanoida","9","2e-04","broken","","as","","2015-027S"
"466","6398","05/19/2015","13:45:00","STTD","RSTR","DSM","n/p","32","","02/12/2016","","","","","32","","0.0925","0.29","","5","broken","","Pseudodiaptomus forbesi","female","Calanoida","10","0","broken","","as","","2015-027S"
"467","6398","05/19/2015","13:45:00","STTD","RSTR","DSM","n/p","32","","02/12/2016","","","","","32","","0.0925","0.29","","5","broken","","Pseudodiaptomus forbesi","copepodid","Calanoida","3","0","broken","","as","","2015-027S"
"468","6398","05/19/2015","13:45:00","STTD","RSTR","DSM","n/p","32","","02/12/2016","","","","","32","","0.0925","0.29","","5","broken","","Sinocalanus doerrii","female","Calanoida","1","0","broken","","as","","2015-027S"
"469","6398","05/19/2015","13:45:00","STTD","RSTR","DSM","n/p","27","0.16","02/12/2016","","","","","27","","0.0369","0.16","3","6","0.0024","","Pseudodiaptomus forbesi","female","Calanoida","7","0","","","as","","2015-028S"
"470","6398","05/19/2015","13:45:00","STTD","RSTR","DSM","n/p","27","0.16","02/12/2016","","","","","27","","0.0369","0.16","3","6","0.0024","","Pseudodiaptomus forbesi","male","Calanoida","8","1e-04","","","as","","2015-028S"
"471","6398","05/19/2015","13:45:00","STTD","RSTR","DSM","n/p","27","0.16","02/12/2016","","","","","27","","0.0369","0.16","3","6","0.0024","","Pseudodiaptomus forbesi","copepodid","Calanoida","2","0","","","as","","2015-028S"
"472","6398","05/19/2015","13:45:00","STTD","RSTR","DSM","n/p","27","0.16","02/12/2016","","","","","27","","0.0369","0.16","3","6","0.0024","","Sinocalanus doerrii","adult","Calanoida","1","0","","","as","","2015-028S"
"473","6410","05/21/2015","15:04:00","STTD","RSTR","WAG","n/p","42","0.55","05/02/2015","","","","","42","","0.244","","5","4","0.0081","0.0031","Pseudodiaptomus forbesi","female","Calanoida","43","7e-04","","","as","","2015-008W"
"474","6410","05/21/2015","15:04:00","STTD","RSTR","WAG","n/p","42","0.55","05/02/2015","","","","","42","","0.244","","5","4","0.0081","0.0031","Pseudodiaptomus forbesi","male","Calanoida","60","7e-04","","","as","","2015-008W"
"475","6410","05/21/2015","15:04:00","STTD","RSTR","WAG","n/p","42","0.55","05/02/2015","","","","","42","","0.244","","5","4","0.0081","0.0031","Pseudodiaptomus forbesi","copepodid","Calanoida","1","0","","","as","","2015-008W"
"476","6410","05/21/2015","15:04:00","STTD","RSTR","WAG","n/p","42","0.55","05/02/2015","","","","","42","","0.244","","5","4","0.0081","0.0031","Calanoida","copepodid","Calanoida","7","1e-04","","","as","","2015-008W"
"477","6410","05/21/2015","15:04:00","STTD","RSTR","WAG","n/p","42","0.55","05/02/2015","","","","","42","","0.244","","5","4","0.0081","0.0031","Eurytemora affinis","male","Calanoida","1","0","","","as","","2015-008W"
"478","6410","05/21/2015","15:04:00","STTD","RSTR","WAG","n/p","42","0.55","05/02/2015","","","","","42","","0.244","","5","4","0.0081","0.0031","Eurytemora affinis","copepodid","Calanoida","2","0","","","as","","2015-008W"
"479","6410","05/21/2015","15:04:00","STTD","RSTR","WAG","n/p","42","0.55","05/02/2015","","","","","42","","0.244","","5","4","0.0081","0.0031","Sinocalanus doerrii","unidentified","Calanoida","5","0","","","as","","2015-008W"
"480","6410","05/21/2015","15:04:00","STTD","RSTR","WAG","n/p","42","0.55","05/02/2015","","","","","42","","0.244","","5","4","0.0081","0.0031","Chironomidae","larva","Chironomidae","1","0","","","as","","2015-008W"
"481","6410","05/21/2015","15:04:00","STTD","RSTR","WAG","n/p","42","0.55","05/02/2015","","","","","42","","0.244","","5","4","0.0081","0.0031","Unidentified matter","","","","2e-04","","","as","","2015-008W"
"482","6410","05/21/2015","15:04:00","STTD","RSTR","WAG","n/p","44","0.53","05/21/2015","","","","","44","","0.2156","","5","3","0.0074","0.0032","Pseudodiaptomus forbesi","female","Calanoida","19","2e-04","","","as","","2015-010W"
"483","6410","05/21/2015","15:04:00","STTD","RSTR","WAG","n/p","44","0.53","05/21/2015","","","","","44","","0.2156","","5","3","0.0074","0.0032","Pseudodiaptomus forbesi","male","Calanoida","29","3e-04","","","as","","2015-010W"
"484","6410","05/21/2015","15:04:00","STTD","RSTR","WAG","n/p","44","0.53","05/21/2015","","","","","44","","0.2156","","5","3","0.0074","0.0032","Pseudodiaptomus forbesi","copepodid","Calanoida","3","0","","","as","","2015-010W"
"485","6410","05/21/2015","15:04:00","STTD","RSTR","WAG","n/p","44","0.53","05/21/2015","","","","","44","","0.2156","","5","3","0.0074","0.0032","Calanoida","copepodid","Calanoida","26","2e-04","","","as","","2015-010W"
"486","6410","05/21/2015","15:04:00","STTD","RSTR","WAG","n/p","44","0.53","05/21/2015","","","","","44","","0.2156","","5","3","0.0074","0.0032","Sinocalanus doerrii","unidentified","Calanoida","1","0","","","as","","2015-010W"
"487","6410","05/21/2015","15:04:00","STTD","RSTR","WAG","n/p","44","0.53","05/21/2015","","","","","44","","0.2156","","5","3","0.0074","0.0032","Harpacticoida","unidentified","Harpacticoida","1","0","","","as","","2015-010W"
"488","6410","05/21/2015","15:04:00","STTD","RSTR","WAG","n/p","44","0.53","05/21/2015","","","","","44","","0.2156","","5","3","0.0074","0.0032","Daphniidae","unidentified","Cladocera","10","0","","","as","","2015-010W"
"489","6410","05/21/2015","15:04:00","STTD","RSTR","WAG","n/p","44","0.53","05/21/2015","","","","","44","","0.2156","","5","3","0.0074","0.0032","Unidentified matter","","","","3e-04","","","as","","2015-010W"
"490","6410","05/21/2015","15:04:00","STTD","RSTR","DSM","n/p","31","0.33","02/12/2016","","","","","31","","0.0976","0.33","6","1","0.0023","","","","","","","","Dried out, not identifiable","as","","2015-036S"
"491","6410","05/21/2015","15:04:00","STTD","RSTR","DSM","n/p","38","0.44","02/12/2016","","","","","38","","0.1721","0.44","5","4","0.0073","","Pseudodiaptomus forbesi","male","Calanoida","85","0.0012","","","as","","2015-037S"
"492","6410","05/21/2015","15:04:00","STTD","RSTR","DSM","n/p","38","0.44","02/12/2016","","","","","38","","0.1721","0.44","5","4","0.0073","","Pseudodiaptomus forbesi","female","Calanoida","37","6e-04","","","as","","2015-037S"
"493","6410","05/21/2015","15:04:00","STTD","RSTR","DSM","n/p","38","0.44","02/12/2016","","","","","38","","0.1721","0.44","5","4","0.0073","","Pseudodiaptomus forbesi","copepodid","Calanoida","28","1e-04","","","as","","2015-037S"
"494","6410","05/21/2015","15:04:00","STTD","RSTR","DSM","n/p","38","0.44","02/12/2016","","","","","38","","0.1721","0.44","5","4","0.0073","","Harpacticoida","unidentified","Harpacticoida","1","0","","","as","","2015-037S"
"495","6410","05/21/2015","15:04:00","STTD","RSTR","DSM","n/p","38","0.44","02/12/2016","","","","","38","","0.1721","0.44","5","4","0.0073","","Unidentified matter","","","","0","","","as","","2015-037S"
"496","6410","05/21/2015","15:04:00","STTD","RSTR","DSM","n/p","40","0.54","02/12/2016","","","","","40","","0.1983","0.54","6","5","broken","","Pseudodiaptomus forbesi","female","Calanoida","40","8e-04","broken","","as","","2015-038S"
"497","6410","05/21/2015","15:04:00","STTD","RSTR","DSM","n/p","40","0.54","02/12/2016","","","","","40","","0.1983","0.54","6","5","broken","","Pseudodiaptomus forbesi","male","Calanoida","40","5e-04","broken","","as","","2015-038S"
"498","6410","05/21/2015","15:04:00","STTD","RSTR","DSM","n/p","40","0.54","02/12/2016","","","","","40","","0.1983","0.54","6","5","broken","","Pseudodiaptomus forbesi","copepodid","Calanoida","6","1e-04","broken","","as","","2015-038S"
"499","6410","05/21/2015","15:04:00","STTD","RSTR","DSM","n/p","40","0.54","02/12/2016","","","","","40","","0.1983","0.54","6","5","broken","","Sinocalanus doerrii","adult","Calanoida","3","0","broken","","as","","2015-038S"
"500","6410","05/21/2015","15:04:00","STTD","RSTR","DSM","n/p","40","0.54","02/12/2016","","","","","40","","0.1983","0.54","6","5","broken","","Daphnia sp","unidentified","Cladocera","1","0","broken","","as","","2015-038S"
"501","6415","05/27/2015","10:26:00","STTD","RSTR","WAG","n/p","38","0.45","05/02/2015","","","","","38","","0.1988","","1","0","","0.0037","Empty","","","","","","","as","","2015-011W"
"502","6415","05/27/2015","10:26:00","STTD","RSTR","DSM","n/p","37","0.39","02/12/2016","","","","","37","","0.119","0.39","3","3","0.0039","","Pseudodiaptomus forbesi","female","Calanoida","1","0","","","as","","2015-039S"
"503","6415","05/27/2015","10:26:00","STTD","RSTR","DSM","n/p","37","0.39","02/12/2016","","","","","37","","0.119","0.39","3","3","0.0039","","Pseudodiaptomus forbesi","copepodid","Calanoida","2","0","","","as","","2015-039S"
"504","6415","05/27/2015","10:26:00","STTD","RSTR","DSM","n/p","37","0.39","02/12/2016","","","","","37","","0.119","0.39","3","3","0.0039","","Sinocalanus doerrii","adult","Calanoida","1","0","","","as","","2015-039S"
"505","6415","05/27/2015","10:26:00","STTD","RSTR","DSM","n/p","37","0.39","02/12/2016","","","","","37","","0.119","0.39","3","3","0.0039","","Unidentified matter","","","","2e-04","","","as","","2015-039S"
"506","6419","05/28/2015","10:05:00","STTD","RSTR","WAG","n/p","46","0.62","05/28/2015","","","","","46","","0.2775","","3","5","0.0062","0.0042","Pseudodiaptomus forbesi","female","Calanoida","9","0","","","as","","2015-012W"
"507","6419","05/28/2015","10:05:00","STTD","RSTR","WAG","n/p","46","0.62","05/28/2015","","","","","46","","0.2775","","3","5","0.0062","0.0042","Pseudodiaptomus forbesi","male","Calanoida","11","0","","","as","","2015-012W"
"508","6419","05/28/2015","10:05:00","STTD","RSTR","WAG","n/p","46","0.62","05/28/2015","","","","","46","","0.2775","","3","5","0.0062","0.0042","Pseudodiaptomus forbesi","copepodid","Calanoida","3","0","","","as","","2015-012W"
"509","6419","05/28/2015","10:05:00","STTD","RSTR","WAG","n/p","46","0.62","05/28/2015","","","","","46","","0.2775","","3","5","0.0062","0.0042","Sinocalanus doerrii","adult","Calanoida","5","0","","","as","","2015-012W"
"510","6419","05/28/2015","10:05:00","STTD","RSTR","WAG","n/p","46","0.62","05/28/2015","","","","","46","","0.2775","","3","5","0.0062","0.0042","Calanoida","copepodid","Calanoida","17","0","","","as","","2015-012W"
"511","6419","05/28/2015","10:05:00","STTD","RSTR","DSM","n/p","53","1.11","02/12/2016","","","","","53","","0.4847","1.11","4","5","0.0133","","Pseudodiaptomus forbesi","female","Calanoida","14","2e-04","","","as","","2015-040S"
"512","6419","05/28/2015","10:05:00","STTD","RSTR","DSM","n/p","53","1.11","02/12/2016","","","","","53","","0.4847","1.11","4","5","0.0133","","Pseudodiaptomus forbesi","male","Calanoida","11","3e-04","","","as","","2015-040S"
"513","6419","05/28/2015","10:05:00","STTD","RSTR","DSM","n/p","53","1.11","02/12/2016","","","","","53","","0.4847","1.11","4","5","0.0133","","Pseudodiaptomus forbesi","copepodid","Calanoida","2","0","","","as","","2015-040S"
"514","6419","05/28/2015","10:05:00","STTD","RSTR","DSM","n/p","53","1.11","02/12/2016","","","","","53","","0.4847","1.11","4","5","0.0133","","Sinocalanus doerrii","adult","Calanoida","1","0","","","as","","2015-040S"
"515","6419","05/28/2015","10:05:00","STTD","RSTR","DSM","n/p","48","0.73","02/12/2016","","","","","48","","0.3503","0.73","4","5","0.0089","","Corophiidae","juvenile","Amphipoda","1","0","","","as","","2015-041S"
"516","6419","05/28/2015","10:05:00","STTD","RSTR","DSM","n/p","48","0.73","02/12/2016","","","","","48","","0.3503","0.73","4","5","0.0089","","Pseudodiaptomus forbesi","female","Calanoida","11","3e-04","","","as","","2015-041S"
"517","6419","05/28/2015","10:05:00","STTD","RSTR","DSM","n/p","48","0.73","02/12/2016","","","","","48","","0.3503","0.73","4","5","0.0089","","Pseudodiaptomus forbesi","male","Calanoida","7","0","","","as","","2015-041S"
"518","6419","05/28/2015","10:05:00","STTD","RSTR","DSM","n/p","48","0.73","02/12/2016","","","","","48","","0.3503","0.73","4","5","0.0089","","Sinocalanus doerrii","adult","Calanoida","2","1e-04","","","as","","2015-041S"
"519","6419","05/28/2015","10:05:00","STTD","RSTR","DSM","n/p","48","0.73","02/12/2016","","","","","48","","0.3503","0.73","4","5","0.0089","","Sinocalanus doerrii","adult","Calanoida","2","2e-04","","","as","","2015-041S"
"520","6419","05/28/2015","10:05:00","STTD","RSTR","DSM","n/p","48","0.73","02/12/2016","","","","","48","","0.3503","0.73","4","5","0.0089","","Sinocalanus doerrii","copepodid","Calanoida","1","0","","","as","","2015-041S"
"521","6419","05/28/2015","10:05:00","STTD","RSTR","DSM","n/p","49","0.34","02/12/2016","","","","","49","","0.1908","0.34","1","1","0.0018","","Empty","","","","","","","as","","2015-042S"
"522","6419","05/28/2015","10:05:00","STTD","RSTR","DSM","n/p","47","0.33","02/12/2016","","","","","49","","0.179","0.33","4","6","0.0024","","Pseudodiaptomus forbesi","female","Calanoida","2","1e-04","broken","Stomach cut too high","as","","2015-043S"
"523","6419","05/28/2015","10:05:00","STTD","RSTR","DSM","n/p","47","0.33","02/12/2016","","","","","49","","0.179","0.33","4","6","0.0024","","Pseudodiaptomus forbesi","male","Calanoida","3","0","broken","Stomach cut too high","as","","2015-043S"
"524","6419","05/28/2015","10:05:00","STTD","RSTR","DSM","n/p","47","0.33","02/12/2016","","","","","49","","0.179","0.33","4","6","0.0024","","Sinocalanus doerrii","adult","Calanoida","1","0","broken","Stomach cut too high","as","","2015-043S"
"525","6419","05/28/2015","10:05:00","STTD","RSTR","DSM","n/p","35","0.26","02/12/2016","","","","","35","","0.1643","0.26","2","6","0.0029","","Pseudodiaptomus forbesi","female","Calanoida","4","1e-04","","","as","","2015-044S"
"526","6419","05/28/2015","10:05:00","STTD","RSTR","DSM","n/p","35","0.26","02/12/2016","","","","","35","","0.1643","0.26","2","6","0.0029","","Ceriodaphnia sp","unidentified","Cladocera","1","0","","","as","","2015-044S"
"527","6421","05/29/2015","10:41:00","STTD","RSTR","CHN","F","58","2.26","05/29/2015","","STTD","RSTR","F","58","","","2.26","5","5","0.0978","0.0634","Animal Matter","","Animal Matter","","0.0013","","","as","bo","2015-024CHNF"
"528","6421","05/29/2015","10:41:00","STTD","RSTR","CHN","F","58","2.26","05/29/2015","","STTD","RSTR","F","58","","","2.26","5","5","0.0978","0.0634","Lepidoptera","adult","Lepidoptera","1","0.0052","","","as","bo","2015-024CHNF"
"529","6421","05/29/2015","10:41:00","STTD","RSTR","CHN","F","58","2.26","05/29/2015","","STTD","RSTR","F","58","","","2.26","5","5","0.0978","0.0634","Cicadellidae","adult","Hemiptera","1","7e-04","","","as","bo","2015-024CHNF"
"530","6421","05/29/2015","10:41:00","STTD","RSTR","CHN","F","58","2.26","05/29/2015","","STTD","RSTR","F","58","","","2.26","5","5","0.0978","0.0634","Hymenoptera","adult","Hymenoptera","1","9e-04","","heads, thoraces","as","bo","2015-024CHNF"
"531","6421","05/29/2015","10:41:00","STTD","RSTR","CHN","F","58","2.26","05/29/2015","","STTD","RSTR","F","58","","","2.26","5","5","0.0978","0.0634","Chironomidae","adult","Diptera","4","0.0031","","","as","bo","2015-024CHNF"
"532","6425","06/02/2015","14:52:00","STTD","RSTR","WAG","n/p","42","0.51","06/02/2015","","","","","42","","0.2123","","3","4","0.0082","0.0038","Pseudodiaptomus forbesi","female","Calanoida","10","0","","","as","","2015-015W"
"533","6425","06/02/2015","14:52:00","STTD","RSTR","WAG","n/p","42","0.51","06/02/2015","","","","","42","","0.2123","","3","4","0.0082","0.0038","Pseudodiaptomus forbesi","male","Calanoida","51","0.007","","","as","","2015-015W"
"534","6425","06/02/2015","14:52:00","STTD","RSTR","WAG","n/p","42","0.51","06/02/2015","","","","","42","","0.2123","","3","4","0.0082","0.0038","Daphniidae","unidentified","Cladocera","1","0","","","as","","2015-015W"
"535","6425","06/02/2015","14:52:00","STTD","RSTR","WAG","n/p","42","0.51","06/02/2015","","","","","42","","0.2123","","3","4","0.0082","0.0038","Sinocalanus doerrii","unidentified","Calanoida","1","0","","","as","","2015-015W"
"536","6425","06/02/2015","14:52:00","STTD","RSTR","WAG","n/p","42","0.51","06/02/2015","","","","","42","","0.2123","","3","4","0.0082","0.0038","Unidentified matter","","","","0","","","as","","2015-015W"
"537","6425","06/02/2015","14:52:00","STTD","RSTR","WAG","n/p","42","0.51","06/02/2015","","","","","42","","0.2123","","3","4","0.0082","0.0038","Calanoida","copepodid","Calanoida","37","4e-04","","","as","","2015-015W"
"538","6425","06/02/2015","14:52:00","STTD","RSTR","WAG","n/p","53","1.14","06/02/2015","","","","","53","","0.4688","","5","4","0.0127","0.0077","Pseudodiaptomus forbesi","female","Calanoida","34","5e-04","","","as","","2015-016W"
"539","6425","06/02/2015","14:52:00","STTD","RSTR","WAG","n/p","53","1.14","06/02/2015","","","","","53","","0.4688","","5","4","0.0127","0.0077","Pseudodiaptomus forbesi","male","Calanoida","21","0","","","as","","2015-016W"
"540","6425","06/02/2015","14:52:00","STTD","RSTR","WAG","n/p","53","1.14","06/02/2015","","","","","53","","0.4688","","5","4","0.0127","0.0077","Daphniidae","unidentified","Cladocera","5","0","","","as","","2015-016W"
"541","6425","06/02/2015","14:52:00","STTD","RSTR","WAG","n/p","53","1.14","06/02/2015","","","","","53","","0.4688","","5","4","0.0127","0.0077","Calanoida","copepodid","Calanoida","19","2e-04","","","as","","2015-016W"
"542","6425","06/02/2015","14:52:00","STTD","RSTR","WAG","n/p","53","1.14","06/02/2015","","","","","53","","0.4688","","5","4","0.0127","0.0077","Gastropoda","larva","Gastropoda","4","0","","","as","","2015-016W"
"543","6425","06/02/2015","14:52:00","STTD","RSTR","WAG","n/p","53","1.14","06/02/2015","","","","","53","","0.4688","","5","4","0.0127","0.0077","Unidentified matter","","","","0","","","as","","2015-016W"
"544","6458","06/16/2015","11:54:00","STTD","RSTR","DSM","n/p","38","0.52","02/12/2016","","","","","38","","0.2012","0.52","5","5","","","Pseudodiaptomus forbesi","female","Calanoida","30","5e-04","","","as","","2015-050S"
"545","6458","06/16/2015","11:54:00","STTD","RSTR","DSM","n/p","38","0.52","02/12/2016","","","","","38","","0.2012","0.52","5","5","","","Pseudodiaptomus forbesi","male","Calanoida","26","3e-04","","","as","","2015-050S"
"546","6458","06/16/2015","11:54:00","STTD","RSTR","DSM","n/p","38","0.52","02/12/2016","","","","","38","","0.2012","0.52","5","5","","","Pseudodiaptomus forbesi","copepodid","Calanoida","8","0","","","as","","2015-050S"
"547","6458","06/16/2015","11:54:00","STTD","RSTR","DSM","n/p","38","0.52","02/12/2016","","","","","38","","0.2012","0.52","5","5","","","Unidentified matter","","","","0","","","as","","2015-050S"
"548","6458","06/16/2015","11:54:00","STTD","RSTR","DSM","n/p","41","0.66","02/12/2016","","","","","41","","0.2561","0.66","4","5","","","Ceriodaphnia sp","unidentified","Cladocera","2","0","","","as","","2015-051S"
"549","6458","06/16/2015","11:54:00","STTD","RSTR","DSM","n/p","41","0.66","02/12/2016","","","","","41","","0.2561","0.66","4","5","","","Pseudodiaptomus forbesi","female","Calanoida","12","0","","","as","","2015-051S"
"550","6458","06/16/2015","11:54:00","STTD","RSTR","DSM","n/p","41","0.66","02/12/2016","","","","","41","","0.2561","0.66","4","5","","","Pseudodiaptomus forbesi","male","Calanoida","19","2e-04","","","as","","2015-051S"
"551","6458","06/16/2015","11:54:00","STTD","RSTR","DSM","n/p","41","0.66","02/12/2016","","","","","41","","0.2561","0.66","4","5","","","Pseudodiaptomus forbesi","copepodid","Calanoida","20","0","","","as","","2015-051S"
"552","6458","06/16/2015","11:54:00","STTD","RSTR","DSM","n/p","42","0.69","02/12/2016","","","","","42","","0.2495","0.69","","","","","Pseudodiaptomus forbesi","male","Calanoida","108","0.0021","","","as","","2015-052S"
"553","6458","06/16/2015","11:54:00","STTD","RSTR","DSM","n/p","42","0.69","02/12/2016","","","","","42","","0.2495","0.69","","","","","Pseudodiaptomus forbesi","female","Calanoida","47","0.001","","","as","","2015-052S"
"554","6772","02/18/2016","10:00:00","STTD","RSTR","DSM","n/p","65","2.58","02/18/2016","10:00:00","STTD","","","65","","2.58","","1","","0.0117","","No animals","","0","","","","","as","bo","2016_DSM_005"
"555","6772","02/18/2016","10:00:00","STTD","RSTR","DSM","n/p","70","3.1","02/18/2016","10:00:00","STTD","","","70","","3.1","","5","4","0.0524","0.0076","Unidentified","","Unidentified","","0.0052","","","as","bo","2016_DSM_006"
"556","6772","02/18/2016","10:00:00","STTD","RSTR","DSM","n/p","70","3.1","02/18/2016","10:00:00","STTD","","","70","","3.1","","5","4","0.0524","0.0076","Daphnia sp","","Cladocera","3","0.0003","","","as","bo","2016_DSM_006"
"557","6772","02/18/2016","10:00:00","STTD","RSTR","DSM","n/p","70","3.1","02/18/2016","10:00:00","STTD","","","70","","3.1","","5","4","0.0524","0.0076","Eurytemora sp","","Calanoida","172","0.0041","","","as","bo","2016_DSM_006"
"558","6772","02/18/2016","10:00:00","STTD","RSTR","DSM","n/p","70","3.1","02/18/2016","10:00:00","STTD","","","70","","3.1","","5","4","0.0524","0.0076","Calanoida","","Calanoida","19","0.0003","","","as","bo","2016_DSM_006"
"559","6772","02/18/2016","10:00:00","STTD","RSTR","DSM","n/p","70","3.1","02/18/2016","10:00:00","STTD","","","70","","3.1","","5","4","0.0524","0.0076","Cyclopoida","","Cyclopoida","7","0.0007","","","as","bo","2016_DSM_006"
"560","6772","02/18/2016","10:00:00","STTD","RSTR","DSM","n/p","70","3.1","02/18/2016","10:00:00","STTD","","","70","","3.1","","5","4","0.0524","0.0076","Diacyclops thomasi","","Cyclopoida","9","0.0002","","","as","bo","2016_DSM_006"
"561","6772","02/18/2016","10:00:00","STTD","RSTR","DSM","n/p","70","3.1","02/18/2016","10:00:00","STTD","","","70","","3.1","","5","4","0.0524","0.0076","Acanthocyclops robustus","","Cyclopoida","8","0.0004","","","as","bo","2016_DSM_006"
"562","6772","02/18/2016","10:00:00","STTD","RSTR","DSM","n/p","70","3.1","02/18/2016","10:00:00","STTD","","","70","","3.1","","5","4","0.0524","0.0076","Chironomidae","larvae","Diptera","1","0.0000","","","as","bo","2016_DSM_006"
"563","6772","02/18/2016","10:00:00","STTD","RSTR","DSM","n/p","70","3.1","02/18/2016","10:00:00","STTD","","","70","","3.1","","5","4","0.0524","0.0076","Chironomidae","adult","Diptera","1","0.0002","","","as","bo","2016_DSM_006"
"564","6944","04/26/2016","09:21:00","STTD","RSTR","DSM","n/p","32","0.19","04/26/2016","09:21:00","STTD","","","31","","0.19","","1","","","","No animals","","0","","","","broken","as","bo","2016_DSM_012"
"565","6951","04/27/2016","14:20:00","BL6","BSEIN","DSM","n/p","31","0.21","04/27/2016","14:20:00","BL-6","","","31","","0.21","","3","5","0.0027","0.0011","Unidentified","","Unidentified","","0.0000","","","as","bo","2016_DSM_013"
"566","6951","04/27/2016","14:20:00","BL6","BSEIN","DSM","n/p","31","0.21","04/27/2016","14:20:00","BL-6","","","31","","0.21","","3","5","0.0027","0.0011","Daphniidae","","Cladocera","6","0.0000","","","as","bo","2016_DSM_013"
"567","6951","04/27/2016","14:20:00","BL6","BSEIN","DSM","n/p","31","0.21","04/27/2016","14:20:00","BL-6","","","31","","0.21","","3","5","0.0027","0.0011","Bosmina sp","","Cladocera","6","0.0000","","","as","bo","2016_DSM_013"
"568","6951","04/27/2016","14:20:00","BL6","BSEIN","DSM","n/p","31","0.21","04/27/2016","14:20:00","BL-6","","","31","","0.21","","3","5","0.0027","0.0011","Pseudodiaptomus forbesi","","Calanoida","1","0.0000","","","as","bo","2016_DSM_013"
"569","6951","04/27/2016","14:20:00","BL6","BSEIN","DSM","n/p","31","0.21","04/27/2016","14:20:00","BL-6","","","31","","0.21","","3","5","0.0027","0.0011","Diaptomidae","","Calanoida","1","0.0000","","","as","bo","2016_DSM_013"
"570","6951","04/27/2016","14:20:00","BL6","BSEIN","DSM","n/p","31","0.21","04/27/2016","14:20:00","BL-6","","","31","","0.21","","3","5","0.0027","0.0011","Acanthocyclops robustus","","Cyclopoida","9","0.0000","","","as","bo","2016_DSM_013"
"571","6951","04/27/2016","14:20:00","BL6","BSEIN","DSM","n/p","31","0.21","04/27/2016","14:20:00","BL-6","","","31","","0.21","","3","5","0.0027","0.0011","Cyclopoida","","Cyclopoida","4","0.0000","","","as","bo","2016_DSM_013"
"572","6951","04/27/2016","14:20:00","BL6","BSEIN","DSM","n/p","35","0.27","04/27/2016","14:20:00","BL-6","","","35","","0.27","","1","","","","No animals","","0","","","","broken","as","bo","2016_DSM_014"
"573","6951","04/27/2016","14:20:00","BL6","BSEIN","DSM","n/p","30","0.16","04/27/2016","14:20:00","BL-6","","","30","","0.16","","","4","","","Calanoida","","Calanoida","6","0.0000","","","as","bo","2016_DSM_015"
"574","6951","04/27/2016","14:20:00","BL6","BSEIN","DSM","n/p","30","0.16","04/27/2016","14:20:00","BL-6","","","30","","0.16","","","4","","","Acanthocyclops robustus","","Cyclopoida","1","0.0000","","","as","bo","2016_DSM_015"
"575","6951","04/27/2016","14:20:00","BL6","BSEIN","DSM","n/p","30","0.16","04/27/2016","14:20:00","BL-6","","","30","","0.16","","","4","","","Pseudodiaptomus forbesi","","Calanoida","3","0.0000","","","as","bo","2016_DSM_015"
"576","6951","04/27/2016","14:20:00","BL6","BSEIN","DSM","n/p","33","0.28","04/27/2016","14:20:00","BL-6","","","33","","0.28","","","4","","","Copepoda","","Copepoda","9","0.0000","","broken","as","bo","2016_DSM_016"
"577","6951","04/27/2016","14:20:00","BL6","BSEIN","DSM","n/p","33","0.28","04/27/2016","14:20:00","BL-6","","","33","","0.28","","","4","","","Pseudodiaptomus forbesi","","Calanoida","19","0.0003","","","as","bo","2016_DSM_016"
"578","6951","04/27/2016","14:20:00","BL6","BSEIN","DSM","n/p","33","0.28","04/27/2016","14:20:00","BL-6","","","33","","0.28","","","4","","","Diaptomidae","","Calanoida","2","0.0000","","","as","bo","2016_DSM_016"
