Processed by,Species,ID,Date,Time,FL (mm),wt (g),Fullness,Digestion,full wt,empty wt,Prey Taxa,LH,Higher level,Count,wt (g),Comments,QA/QC
JC,CHN,2017_Ad_plus-F_089,9/12/2017,10:49,38,0.52,5,5,0.0242,0.0133,Chironomidae,emergent,Diptera,3,0.0003,,jc
JC,CHN,2017_Ad_plus-F_089,9/12/2017,10:49,38,0.52,5,5,0.0242,0.0133,Ostracoda,,Ostracoda,1,0.0000,,jc
JC,CHN,2017_Ad_plus-F_089,9/12/2017,10:49,38,0.52,5,5,0.0242,0.0133,Simuliidae,larvae,Diptera,1,0.0001,,jc
JC,CHN,2017_Ad_plus-F_089,9/12/2017,10:49,38,0.52,5,5,0.0242,0.0133,Daphnia pulex/pulicaria grp.,,Cladocera,38,0.0060,,jc
JC,CHN,2017_Ad_plus-F_089,9/12/2017,10:49,38,0.52,5,5,0.0242,0.0133,Insect matter,,Insecta,,0.0015,,jc
JC,CHN,2017_Ad_plus-F_089,9/12/2017,10:49,38,0.52,5,5,0.0242,0.0133,Unidentified,,Unidentified,,0.0010,,jc
ATE,CHN,2017_Ad_plus-F_100,9/12/2017,10:32,37,0.40,2,5,0.0111,0.0072,Daphnia pulex/pulicaria grp.,,Cladocera,6,0.0016,,jc
ATE,CHN,2017_Ad_plus-F_100,9/12/2017,10:32,37,0.40,2,5,0.0111,0.0072,Chironomidae,larvae,Diptera,1,0.0000,,jc
ATE,CHN,2017_Ad_plus-F_100,9/12/2017,10:32,37,0.40,2,5,0.0111,0.0072,Animal matter,,Animalia,,0.0001,,jc
BO,CHN,2017_Ad_plus-F_1105,9/11/2017,11:31,38,0.49,6,5,0.0740,0.0261,Chironomidae,emergent,Diptera,32,0.0191,,jc
BO,CHN,2017_Ad_plus-F_1105,9/11/2017,11:31,38,0.49,6,5,0.0740,0.0261,Plant matter,,Plant Matter,,0.0008,,jc
BO,CHN,2017_Ad_plus-F_1105,9/11/2017,11:31,38,0.49,6,5,0.0740,0.0261,Brachycera,adult,Diptera,1,0.0008,,jc
BO,CHN,2017_Ad_plus-F_1106,9/11/2017,11:29,40,0.60,6,5,0.0413,0.0132,Chironomidae,adult,Diptera,79,0.0211,,jc
BO,CHN,2017_Ad_plus-F_1106,9/11/2017,11:29,40,0.60,6,5,0.0413,0.0132,Animal matter,,Animalia,,0.0030,,jc
BO,CHN,2017_Ad_plus-F_1106,9/11/2017,11:29,40,0.60,6,5,0.0413,0.0132,Daphnia pulex/pulicaria grp.,,Cladocera,1,0.0000,,jc
BO,CHN,2017_Ad_plus-F_1106,9/11/2017,11:29,40,0.60,6,5,0.0413,0.0132,Aphididae,adult,Hemiptera,1,0.0000,,jc
BO,CHN,2017_Ad_plus-F_1106,9/11/2017,11:29,40,0.60,6,5,0.0413,0.0132,Acanthocyclops robustus,,Cyclopoida,2,0.0000,,jc
BO,CHN,2017_Ad_plus-F_1106,9/11/2017,11:29,40,0.60,6,5,0.0413,0.0132,Hemiptera,nymph,Hemiptera,3,0.0013,,jc
BO,CHN,2017_Ad_plus-F_1107,9/11/2017,14:13,38,0.49,6,5,0.0289,0.0125,Chironomidae,emergent,Diptera,75,0.0160,,jc
BO,CHN,2017_Ad_plus-F_1107,9/11/2017,14:13,38,0.49,6,5,0.0289,0.0125,Cyclopoida,,Cyclopoida,3,0.0000,,jc
BO,CHN,2017_Ad_plus-F_1107,9/11/2017,14:13,38,0.49,6,5,0.0289,0.0125,Daphnia sp,,Cladocera,1,0.0000,,jc
BO,CHN,2017_Ad_plus-F_1107,9/11/2017,14:13,38,0.49,6,5,0.0289,0.0125,Hypogastruridae,,Collembola,1,0.0000,,jc
BO,CHN,2017_Ad_plus-F_1107,9/11/2017,14:13,38,0.49,6,5,0.0289,0.0125,Simocephalus sp,,Cladocera,2,0.0002,,jc
BO,CHN,2017_Ad_plus-F_1111,9/11/2017,13:44,31,0.22,2,4,0.0089,0.0068,Animal matter,,Animalia,,0.0002,,jc
BO,CHN,2017_Ad_plus-F_1111,9/11/2017,13:44,31,0.22,2,4,0.0089,0.0068,Chironomidae,emergent,Diptera,2,0.0004,,jc
BO,CHN,2017_Ad_plus-F_1111,9/11/2017,13:44,31,0.22,2,4,0.0089,0.0068,Unidentified,,Unidentified,,0.0000,,jc
BO,CHN,2017_Ad_plus-F_1111,9/11/2017,13:44,31,0.22,2,4,0.0089,0.0068,Chironomidae,pupae,Diptera,1,0.0000,,jc
ATE,CHN,2017_Ad_plus-F_1116,9/11/2017,13:27,43,0.75,6,5,0.0483,0.0221,Sphaeroceridae,adult,Diptera,1,0.0009,,jc
ATE,CHN,2017_Ad_plus-F_1116,9/11/2017,13:27,43,0.75,6,5,0.0483,0.0221,Chironomidae,pupae,Diptera,2,0.0005,,jc
ATE,CHN,2017_Ad_plus-F_1116,9/11/2017,13:27,43,0.75,6,5,0.0483,0.0221,Chironomidae,emergent,Diptera,34,0.0222,,jc
ATE,CHN,2017_Ad_plus-F_1116,9/11/2017,13:27,43,0.75,6,5,0.0483,0.0221,Acari,,Acari,1,0.0000,,jc
ATE,CHN,2017_Ad_plus-F_1116,9/11/2017,13:27,43,0.75,6,5,0.0483,0.0221,Animal matter,,Animalia,,0.0005,,jc
BO,CHN,2017_Ad_plus-F_1137,9/11/2017,11:21,37,0.35,5,6,0.0149,0.0083,Chironomidae,emergent,Diptera,9,0.0052,,jc
JC,CHN,2017_Ad_plus-F_1200,9/11/2017,13:33,52,1.51,4,5,0.0544,0.0426,Corixidae,adult,Hemiptera,1,0.0037,,jc
JC,CHN,2017_Ad_plus-F_1200,9/11/2017,13:33,52,1.51,4,5,0.0544,0.0426,Chironomidae,larvae,Diptera,2,0.0026,,jc
JC,CHN,2017_Ad_plus-F_1200,9/11/2017,13:33,52,1.51,4,5,0.0544,0.0426,Daphnia sp,,Cladocera,1,0.0001,,jc
JC,CHN,2017_Ad_plus-F_1200,9/11/2017,13:33,52,1.51,4,5,0.0544,0.0426,Chironomidae,emergent,Diptera,1,0.0007,,jc
JC,CHN,2017_Ad_plus-F_1200,9/11/2017,13:33,52,1.51,4,5,0.0544,0.0426,Unidentified,,Unidentified,,0.0007,,jc
JC,CHN,2017_Ad_plus-F_1214,9/11/2017,14:20,51,1.75,6,5,0.2920,0.0483,Oligochaeta,,Oligochaeta,1,0.2031,,jc
JC,CHN,2017_Ad_plus-F_1214,9/11/2017,14:20,51,1.75,6,5,0.2920,0.0483,Chironomidae,adult,Diptera,1,0.0005,,jc
JC,CHN,2017_Ad_plus-F_1214,9/11/2017,14:20,51,1.75,6,5,0.2920,0.0483,Hyalella azteca,,Amphipoda,2,0.0173,,jc
JC,CHN,2017_Ad_plus-F_1214,9/11/2017,14:20,51,1.75,6,5,0.2920,0.0483,Animal matter,,Animalia,,0.0042,,jc
JC,CHN,2017_Ad_plus-F_1214,9/11/2017,14:20,51,1.75,6,5,0.2920,0.0483,Unidentified,,Unidentified,,0.0026,,jc
JC,CHN,2017_Ad_plus-F_1215,9/11/2017,14:18,53,1.55,2,3,0.0652,0.0397,Chironomidae,larvae,Diptera,2,0.0008,,jc
JC,CHN,2017_Ad_plus-F_1215,9/11/2017,14:18,53,1.55,2,3,0.0652,0.0397,Hyalella azteca,,Amphipoda,1,0.0000,,jc
JC,CHN,2017_Ad_plus-F_1215,9/11/2017,14:18,53,1.55,2,3,0.0652,0.0397,Insect matter,,Insecta,,0.0109,,jc
JC,CHN,2017_Ad_plus-F_1215,9/11/2017,14:18,53,1.55,2,3,0.0652,0.0397,Animal matter,,Animalia,,0.0052,,jc
BO,CHN,2017_Ad_plus-F_1255,9/11/2017,14:16,40,0.67,6,5,0.0656,0.0140,Chironomidae,pupae,Diptera,1,0.0028,,jc
BO,CHN,2017_Ad_plus-F_1255,9/11/2017,14:16,40,0.67,6,5,0.0656,0.0140,Chironomidae,emergent,Diptera,18,0.0402,,jc
BO,CHN,2017_Ad_plus-F_1255,9/11/2017,14:16,40,0.67,6,5,0.0656,0.0140,Unidentified,,Unidentified,,0.0005,,jc
JC,CHN,2017_Ad_plus-F_128,9/12/2017,10:15,37,0.35,4,4,0.0140,0.0104,Daphnia pulex/pulicaria grp.,,Cladocera,4,0.0014,,jc
JC,CHN,2017_Ad_plus-F_128,9/12/2017,10:15,37,0.35,4,4,0.0140,0.0104,Aranae,,Arachnida,1,0.0007,,jc
JC,CHN,2017_Ad_plus-F_128,9/12/2017,10:15,37,0.35,4,4,0.0140,0.0104,Animal matter,,Animalia,,0.0007,,jc
ATE,CHN,2017_Ad_plus-F_1286,9/11/2017,13:53,51,1.30,3,5,0.0542,0.0458,Chironomidae,emergent,Diptera,1,0.0004,,jc
ATE,CHN,2017_Ad_plus-F_1286,9/11/2017,13:53,51,1.30,3,5,0.0542,0.0458,Daphnia pulex/pulicaria grp.,,Cladocera,1,0.0000,,jc
ATE,CHN,2017_Ad_plus-F_1286,9/11/2017,13:53,51,1.30,3,5,0.0542,0.0458,Corixidae,adult,Hemiptera,1,0.0104,,jc
ATE,CHN,2017_Ad_plus-F_1286,9/11/2017,13:53,51,1.30,3,5,0.0542,0.0458,Unidentified,,Unidentified,,0.0008,,jc
BO,CHN,2017_Ad_plus-F_1298,7/17/2017,10:58,57,1.88,3,5,0.0687,0.0599,Chironomidae,emergent,Diptera,2,0.0047,,jc
BO,CHN,2017_Ad_plus-F_1298,7/17/2017,10:58,57,1.88,3,5,0.0687,0.0599,Animal matter,,Animalia,,0.0029,,jc
BO,CHN,2017_Ad_plus-F_1311,9/19/2017,15:18,55,1.08,2,6,0.0290,0.0284,Diplura,,Hexapoda,1,0.0000,"labeled ""dried out""",jc
ATE,CHN,2017_Ad_plus-F_1312,9/11/2017,14:00,35,0.39,4,4,0.0158,0.0108,Isotomidae,,Collembola,4,0.0003,,jc
ATE,CHN,2017_Ad_plus-F_1312,9/11/2017,14:00,35,0.39,4,4,0.0158,0.0108,Chironomidae,larvae,Diptera,2,0.0005,,jc
ATE,CHN,2017_Ad_plus-F_1312,9/11/2017,14:00,35,0.39,4,4,0.0158,0.0108,Daphnia pulex/pulicaria grp.,,Cladocera,4,0.0000,,jc
ATE,CHN,2017_Ad_plus-F_1312,9/11/2017,14:00,35,0.39,4,4,0.0158,0.0108,Simocephalus sp,,Cladocera,1,0.0000,,jc
ATE,CHN,2017_Ad_plus-F_1312,9/11/2017,14:00,35,0.39,4,4,0.0158,0.0108,Chironomidae,emergent,Diptera,5,0.0030,,jc
ATE,CHN,2017_Ad_plus-F_1312,9/11/2017,14:00,35,0.39,4,4,0.0158,0.0108,Animal matter,,Animalia,,0.0001,,jc
BO,CHN,2017_Ad_plus-F_1314,9/11/2017,14:04,41,0.70,5,5,0.0404,0.0174,Chironomidae,larvae,Diptera,1,0.0000,,jc
BO,CHN,2017_Ad_plus-F_1314,9/11/2017,14:04,41,0.70,5,5,0.0404,0.0174,Chironomidae,pupae,Diptera,1,0.0005,,jc
BO,CHN,2017_Ad_plus-F_1314,9/11/2017,14:04,41,0.70,5,5,0.0404,0.0174,Chironomidae,emergent,Diptera,7,0.0191,,jc
ATE,CHN,2017_Ad_plus-F_1315,9/11/2017,14:07,42,0.75,3,4,0.0264,0.0133,Daphnia pulex/pulicaria grp.,,Cladocera,12,0.0033,,jc
ATE,CHN,2017_Ad_plus-F_1315,9/11/2017,14:07,42,0.75,3,4,0.0264,0.0133,Simocephalus sp,,Cladocera,1,0.0000,,jc
ATE,CHN,2017_Ad_plus-F_1315,9/11/2017,14:07,42,0.75,3,4,0.0264,0.0133,Insect matter,,Insecta,,0.0066,,jc
JC,CHN,2017_Ad_plus-F_1316,9/11/2017,13:40,40,0.69,6,5,0.0419,0.0143,Chironomidae,pupae,Diptera,52,0.0208,,jc
JC,CHN,2017_Ad_plus-F_1316,9/11/2017,13:40,40,0.69,6,5,0.0419,0.0143,Chironomidae,larvae,Diptera,1,0.0001,,jc
JC,CHN,2017_Ad_plus-F_1316,9/11/2017,13:40,40,0.69,6,5,0.0419,0.0143,Insect matter,,Insecta,,0.0029,,jc
JC,CHN,2017_Ad_plus-F_1316,9/11/2017,13:40,40,0.69,6,5,0.0419,0.0143,Plant matter,,Plant Matter,,0.0003,,jc
ATE,CHN,2017_Ad_plus-F_1325,9/11/2017,11:26,45,1.13,5,5,0.0528,0.0218,Daphnia pulex/pulicaria grp.,,Cladocera,54,0.0162,,jc
ATE,CHN,2017_Ad_plus-F_1325,9/11/2017,11:26,45,1.13,5,5,0.0528,0.0218,Chironomidae,emergent,Diptera,9,0.0060,,jc
ATE,CHN,2017_Ad_plus-F_1325,9/11/2017,11:26,45,1.13,5,5,0.0528,0.0218,Chironomidae,pupae,Diptera,1,0.0004,,jc
ATE,CHN,2017_Ad_plus-F_1325,9/11/2017,11:26,45,1.13,5,5,0.0528,0.0218,Chironomidae,larvae,Diptera,2,0.0003,,jc
ATE,CHN,2017_Ad_plus-F_1325,9/11/2017,11:26,45,1.13,5,5,0.0528,0.0218,Animal matter,,Animalia,,0.0007,,jc
ATE,CHN,2017_Ad_plus-F_1325,9/11/2017,11:26,45,1.13,5,5,0.0528,0.0218,Hesperodiaptomus franciscanus,,Calanoida,5,0.0010,,jc
JC,CHN,2017_Ad_plus-F_1335,9/11/2017,13:37,53,1.57,4,4,0.0583,0.0355,Chironomidae,adult,Diptera,5,0.0057,,jc
JC,CHN,2017_Ad_plus-F_1335,9/11/2017,13:37,53,1.57,4,4,0.0583,0.0355,Acanthocyclops robustus,,Cyclopoida,2,0.0002,,jc
JC,CHN,2017_Ad_plus-F_1335,9/11/2017,13:37,53,1.57,4,4,0.0583,0.0355,Diaptomidae,,Calanoida,1,0.0002,,jc
JC,CHN,2017_Ad_plus-F_1335,9/11/2017,13:37,53,1.57,4,4,0.0583,0.0355,Ceriodaphnia sp,,Cladocera,1,0.0002,,jc
JC,CHN,2017_Ad_plus-F_1335,9/11/2017,13:37,53,1.57,4,4,0.0583,0.0355,Chironomidae,larvae,Diptera,9,0.0024,,jc
JC,CHN,2017_Ad_plus-F_1335,9/11/2017,13:37,53,1.57,4,4,0.0583,0.0355,Insect matter,,Insecta,,0.0086,,jc
JC,CHN,2017_Ad_plus-F_1339,9/8/2017,14:27,50,1.32,5,3,0.0628,0.0355,Oligochaeta,,Oligochaeta,16,0.0045,,jc
JC,CHN,2017_Ad_plus-F_1339,9/8/2017,14:27,50,1.32,5,3,0.0628,0.0355,Chironomidae,larvae,Diptera,2,0.0001,,jc
JC,CHN,2017_Ad_plus-F_1339,9/8/2017,14:27,50,1.32,5,3,0.0628,0.0355,Diaptomidae,,Calanoida,1,0.0001,,jc
JC,CHN,2017_Ad_plus-F_1339,9/8/2017,14:27,50,1.32,5,3,0.0628,0.0355,Daphnia pulex/pulicaria grp.,,Cladocera,1,0.0002,,jc
JC,CHN,2017_Ad_plus-F_1339,9/8/2017,14:27,50,1.32,5,3,0.0628,0.0355,Daphnia sp,,Cladocera,1,0.0000,,jc
JC,CHN,2017_Ad_plus-F_1339,9/8/2017,14:27,50,1.32,5,3,0.0628,0.0355,Chironomidae,emergent,Diptera,4,0.0041,,jc
JC,CHN,2017_Ad_plus-F_1339,9/8/2017,14:27,50,1.32,5,3,0.0628,0.0355,Unidentified,,Unidentified,,0.0060,,jc
JC,CHN,2017_Ad_plus-F_1376,9/8/2017,14:36,60,2.53,5,5,0.1430,0.0565,Hesperodiaptomus caducus,,Calanoida,85,0.0503,,jc
JC,CHN,2017_Ad_plus-F_1376,9/8/2017,14:36,60,2.53,5,5,0.1430,0.0565,Daphnia pulex/pulicaria grp.,,Cladocera,30,0.0120,,jc
JC,CHN,2017_Ad_plus-F_1376,9/8/2017,14:36,60,2.53,5,5,0.1430,0.0565,Simocephalus sp,,Cladocera,1,0.0001,,jc
JC,CHN,2017_Ad_plus-F_1376,9/8/2017,14:36,60,2.53,5,5,0.1430,0.0565,Chironomidae,larvae,Diptera,1,0.0003,,jc
JC,CHN,2017_Ad_plus-F_1376,9/8/2017,14:36,60,2.53,5,5,0.1430,0.0565,Chironomidae,pupae,Diptera,2,0.0003,,jc
JC,CHN,2017_Ad_plus-F_1376,9/8/2017,14:36,60,2.53,5,5,0.1430,0.0565,Acanthocyclops robustus,,Cyclopoida,1,0.0000,,jc
JC,CHN,2017_Ad_plus-F_1376,9/8/2017,14:36,60,2.53,5,5,0.1430,0.0565,Decapoda,,Decapoda,1,0.0016,,jc
JC,CHN,2017_Ad_plus-F_1376,9/8/2017,14:36,60,2.53,5,5,0.1430,0.0565,Crangonyx sp,,Amphipoda,2,0.0024,,jc
JC,CHN,2017_Ad_plus-F_1376,9/8/2017,14:36,60,2.53,5,5,0.1430,0.0565,Animal matter,,Animalia,,0.0066,,jc
JC,CHN,2017_Ad_plus-F_1377,8/14/2017,16:00,54,1.80,6,5,0.1590,0.0531,Chironomidae,larvae,Diptera,61,0.0358,,jc
JC,CHN,2017_Ad_plus-F_1377,8/14/2017,16:00,54,1.80,6,5,0.1590,0.0531,Chironomidae,emergent,Diptera,32,0.0522,,jc
JC,CHN,2017_Ad_plus-F_1377,8/14/2017,16:00,54,1.80,6,5,0.1590,0.0531,Daphnia pulex/pulicaria grp.,,Cladocera,20,0.0049,,jc
JC,CHN,2017_Ad_plus-F_1377,8/14/2017,16:00,54,1.80,6,5,0.1590,0.0531,Diaptomidae,,Calanoida,2,0.0002,,jc
JC,CHN,2017_Ad_plus-F_1377,8/14/2017,16:00,54,1.80,6,5,0.1590,0.0531,Insect matter,,Insecta,,0.0018,,jc
JC,CHN,2017_Ad_plus-F_1378,9/11/2017,10:31,61,2.60,6,5,0.1590,0.0516,Daphnia pulex/pulicaria grp.,,Cladocera,104,0.0846,,jc
JC,CHN,2017_Ad_plus-F_1378,9/11/2017,10:31,61,2.60,6,5,0.1590,0.0516,Diaptomidae,,Calanoida,1,0.0100,,jc
JC,CHN,2017_Ad_plus-F_1378,9/11/2017,10:31,61,2.60,6,5,0.1590,0.0516,Aphididae,adult,Hemiptera,1,0.0015,,jc
JC,CHN,2017_Ad_plus-F_1378,9/11/2017,10:31,61,2.60,6,5,0.1590,0.0516,Chironomidae,pupae,Diptera,9,0.0008,,jc
ATE,CHN,2017_Ad_plus-F_1404,9/11/2017,13:49,44,0.94,6,5,0.0609,0.0198,Acanthocyclops robustus,,Cyclopoida,1,0.0000,,jc
ATE,CHN,2017_Ad_plus-F_1404,9/11/2017,13:49,44,0.94,6,5,0.0609,0.0198,Simocephalus sp,,Cladocera,2,0.0003,,jc
ATE,CHN,2017_Ad_plus-F_1404,9/11/2017,13:49,44,0.94,6,5,0.0609,0.0198,Chironomidae,larvae,Diptera,28,0.0034,,jc
ATE,CHN,2017_Ad_plus-F_1404,9/11/2017,13:49,44,0.94,6,5,0.0609,0.0198,Chironomidae,pupae,Diptera,2,0.0003,,jc
ATE,CHN,2017_Ad_plus-F_1404,9/11/2017,13:49,44,0.94,6,5,0.0609,0.0198,Chironomidae,emergent,Diptera,101,0.0357,,jc
ATE,CHN,2017_Ad_plus-F_1404,9/11/2017,13:49,44,0.94,6,5,0.0609,0.0198,Brachycera,adult,Diptera,2,0.0027,,jc
ATE,CHN,2017_Ad_plus-F_1404,9/11/2017,13:49,44,0.94,6,5,0.0609,0.0198,Aphididae,adult,Hemiptera,1,0.0008,,jc
ATE,CHN,2017_Ad_plus-F_1404,9/11/2017,13:49,44,0.94,6,5,0.0609,0.0198,Insect matter,,Insecta,,0.0001,,jc
ATE,CHN,2017_Ad_plus-F_1404,9/11/2017,13:49,44,0.94,6,5,0.0609,0.0198,Harpacticoida,,Harpacticoida,1,0.0003,,jc
ATE,CHN,2017_Ad_plus-F_1404,9/11/2017,13:49,44,0.94,6,5,0.0609,0.0198,Plant matter,,Plant Matter,,0.0000,,jc
JC,CHN,2017_Ad_plus-F_1422,8/28/2017,11:25,50,1.28,6,5,0.0896,0.0281,Chironomidae,emergent,Diptera,126,0.0389,,jc
JC,CHN,2017_Ad_plus-F_1422,8/28/2017,11:25,50,1.28,6,5,0.0896,0.0281,Crangonyx sp,,Amphipoda,4,0.0071,,jc
JC,CHN,2017_Ad_plus-F_1422,8/28/2017,11:25,50,1.28,6,5,0.0896,0.0281,Daphnia pulex/pulicaria grp.,,Cladocera,19,0.0066,,jc
JC,CHN,2017_Ad_plus-F_1422,8/28/2017,11:25,50,1.28,6,5,0.0896,0.0281,Acanthocyclops robustus,,Cyclopoida,5,0.0002,,jc
JC,CHN,2017_Ad_plus-F_1422,8/28/2017,11:25,50,1.28,6,5,0.0896,0.0281,Eucyclops sp,,Cyclopoida,1,0.0000,,jc
JC,CHN,2017_Ad_plus-F_1422,8/28/2017,11:25,50,1.28,6,5,0.0896,0.0281,Osphranticum labronectum,,Calanoida,1,0.0000,,jc
JC,CHN,2017_Ad_plus-F_1422,8/28/2017,11:25,50,1.28,6,5,0.0896,0.0281,Chironomidae,larvae,Diptera,10,0.0019,,jc
JC,CHN,2017_Ad_plus-F_1422,8/28/2017,11:25,50,1.28,6,5,0.0896,0.0281,Psychodidae,adult,Diptera,2,0.0002,,jc
JC,CHN,2017_Ad_plus-F_1422,8/28/2017,11:25,50,1.28,6,5,0.0896,0.0281,Brachycera,adult,Diptera,1,0.0014,,jc
JC,CHN,2017_Ad_plus-F_1422,8/28/2017,11:25,50,1.28,6,5,0.0896,0.0281,Insect matter,,Insecta,,0.0034,,jc
JC,CHN,2017_Ad_plus-F_1441,9/11/2017,10:36,53,1.61,5,4,0.1026,0.0421,Daphnia pulex/pulicaria grp.,,Cladocera,15,0.0068,,jc
JC,CHN,2017_Ad_plus-F_1441,9/11/2017,10:36,53,1.61,5,4,0.1026,0.0421,Chironomidae,larvae,Diptera,17,0.0040,,jc
JC,CHN,2017_Ad_plus-F_1441,9/11/2017,10:36,53,1.61,5,4,0.1026,0.0421,Chironomidae,pupae,Diptera,7,0.0037,,jc
JC,CHN,2017_Ad_plus-F_1441,9/11/2017,10:36,53,1.61,5,4,0.1026,0.0421,Chironomidae,adult,Diptera,3,0.0003,,jc
JC,CHN,2017_Ad_plus-F_1441,9/11/2017,10:36,53,1.61,5,4,0.1026,0.0421,Diaptomidae,,Calanoida,2,0.0001,,jc
JC,CHN,2017_Ad_plus-F_1441,9/11/2017,10:36,53,1.61,5,4,0.1026,0.0421,Eucyclops sp,,Cyclopoida,1,0.0000,,jc
JC,CHN,2017_Ad_plus-F_1441,9/11/2017,10:36,53,1.61,5,4,0.1026,0.0421,Acanthocyclops robustus,,Cyclopoida,1,0.0000,,jc
JC,CHN,2017_Ad_plus-F_1441,9/11/2017,10:36,53,1.61,5,4,0.1026,0.0421,Ostracoda,,Ostracoda,1,0.0000,,jc
JC,CHN,2017_Ad_plus-F_1441,9/11/2017,10:36,53,1.61,5,4,0.1026,0.0421,Hyalella azteca,,Amphipoda,1,0.0012,,jc
JC,CHN,2017_Ad_plus-F_1441,9/11/2017,10:36,53,1.61,5,4,0.1026,0.0421,Americorophium spinicorne,,Amphipoda,1,0.0009,,jc
JC,CHN,2017_Ad_plus-F_1441,9/11/2017,10:36,53,1.61,5,4,0.1026,0.0421,Formicidae,adult,Hymenoptera,1,0.0008,,jc
JC,CHN,2017_Ad_plus-F_1441,9/11/2017,10:36,53,1.61,5,4,0.1026,0.0421,Coenagrionidae,nymph,Odonata,1,0.0015,,jc
JC,CHN,2017_Ad_plus-F_1441,9/11/2017,10:36,53,1.61,5,4,0.1026,0.0421,Animal matter,,Animalia,,0.0105,,jc
JC,CHN,2017_Ad_plus-F_1441,9/11/2017,10:36,53,1.61,5,4,0.1026,0.0421,Insect matter,,Insecta,,0.1019,,jc
BO,CHN,2017_Ad_plus-F_1451,9/8/2017,15:07,48,1.22,6,5,0.0570,0.0227,Aranae,,Arachnida,1,0.0004,,jc
BO,CHN,2017_Ad_plus-F_1451,9/8/2017,15:07,48,1.22,6,5,0.0570,0.0227,Chironomidae,emergent,Diptera,21,0.0129,,jc
BO,CHN,2017_Ad_plus-F_1451,9/8/2017,15:07,48,1.22,6,5,0.0570,0.0227,Animal matter,,Animalia,,0.0077,,jc
BO,CHN,2017_Ad_plus-F_1451,9/8/2017,15:07,48,1.22,6,5,0.0570,0.0227,Plant matter,,Plant Matter,,0.0000,,jc
BO,CHN,2017_Ad_plus-F_1451,9/8/2017,15:07,48,1.22,6,5,0.0570,0.0227,Harpacticoida,,Harpacticoida,1,0.0000,,jc
BO,CHN,2017_Ad_plus-F_1451,9/8/2017,15:07,48,1.22,6,5,0.0570,0.0227,Chironomidae,larvae,Diptera,7,0.0007,,jc
BO,CHN,2017_Ad_plus-F_1451,9/8/2017,15:07,48,1.22,6,5,0.0570,0.0227,Chydoridae,,Cladocera,2,0.0000,,jc
BO,CHN,2017_Ad_plus-F_1451,9/8/2017,15:07,48,1.22,6,5,0.0570,0.0227,Daphnia pulex/pulicaria grp.,,Cladocera,3,0.0023,,jc
BO,CHN,2017_Ad_plus-F_1451,9/8/2017,15:07,48,1.22,6,5,0.0570,0.0227,Chironomidae,pupae,Diptera,3,0.0040,,jc
BO,CHN,2017_Ad_plus-F_1451,9/8/2017,15:07,48,1.22,6,5,0.0570,0.0227,Diptera,adult,Diptera,2,0.0024,,jc
BO,CHN,2017_Ad_plus-F_1455,9/8/2017,15:13,60,2.37,6,5,0.1575,0.0547,Daphnia pulex/pulicaria grp.,,Cladocera,112,0.0815,,jc
BO,CHN,2017_Ad_plus-F_1455,9/8/2017,15:13,60,2.37,6,5,0.1575,0.0547,Coleoptera,larvae,Coleoptera,2,0.0134,,jc
BO,CHN,2017_Ad_plus-F_1455,9/8/2017,15:13,60,2.37,6,5,0.1575,0.0547,Acanthocyclops robustus,,Cyclopoida,1,0.0000,,jc
BO,CHN,2017_Ad_plus-F_1455,9/8/2017,15:13,60,2.37,6,5,0.1575,0.0547,Oligochaeta,,Oligochaeta,1,0.0000,,jc
BO,CHN,2017_Ad_plus-F_1455,9/8/2017,15:13,60,2.37,6,5,0.1575,0.0547,Insect matter,,Insecta,,0.0004,,jc
JC,CHN,2017_Ad_plus-F_1456,8/28/2017,10:23,62,2.72,6,5,0.1614,0.0482,Daphnia pulex/pulicaria grp.,,Cladocera,133,0.0740,,jc
JC,CHN,2017_Ad_plus-F_1456,8/28/2017,10:23,62,2.72,6,5,0.1614,0.0482,Chironomidae,emergent,Diptera,10,0.0075,,jc
JC,CHN,2017_Ad_plus-F_1456,8/28/2017,10:23,62,2.72,6,5,0.1614,0.0482,Chironomidae,larvae,Diptera,4,0.0005,,jc
JC,CHN,2017_Ad_plus-F_1456,8/28/2017,10:23,62,2.72,6,5,0.1614,0.0482,Aranae,,Arachnida,2,0.0026,,jc
JC,CHN,2017_Ad_plus-F_1456,8/28/2017,10:23,62,2.72,6,5,0.1614,0.0482,Acanthocyclops robustus,,Cyclopoida,2,0.0001,,jc
JC,CHN,2017_Ad_plus-F_1456,8/28/2017,10:23,62,2.72,6,5,0.1614,0.0482,Osteichthyes,larvae,Chordata,1,0.0001,,jc
JC,CHN,2017_Ad_plus-F_1456,8/28/2017,10:23,62,2.72,6,5,0.1614,0.0482,Insect matter,,Insecta,,0.0233,,jc
JC,CHN,2017_Ad_plus-F_1456,8/28/2017,10:23,62,2.72,6,5,0.1614,0.0482,Animal matter,,Animalia,,0.0058,,jc
JC,CHN,2017_Ad_plus-F_1458,8/28/2017,10:10,53,1.51,6,5,0.0871,0.0320,Daphnia pulex/pulicaria grp.,,Cladocera,74,0.0412,,jc
JC,CHN,2017_Ad_plus-F_1458,8/28/2017,10:10,53,1.51,6,5,0.0871,0.0320,Chironomidae,emergent,Diptera,7,0.0069,,jc
JC,CHN,2017_Ad_plus-F_1458,8/28/2017,10:10,53,1.51,6,5,0.0871,0.0320,Chironomidae,larvae,Diptera,3,0.0004,,jc
