Processed by,Species,ID,SN,Date,Time,Gear,FL (mm),wt (g),Fullness,Digestion,full wt,empty wt,Prey Taxa,LH,Higher level,Count,wt (g),Comments,QA/QC
as,CHN,2016Ad_plus_F,128,3/16/2016,13:05,BL-5,34,0.35,6,5,0.0169,0.0054,Chironomidae,larvae,Diptera,25,0.0038,,bo
as,CHN,2016Ad_plus_F,128,3/16/2016,13:05,BL-5,34,0.35,6,5,0.0169,0.0054,Daphnia sp,,Cladocera,10,0.0004,,bo
as,CHN,2016Ad_plus_F,128,3/16/2016,13:05,BL-5,34,0.35,6,5,0.0169,0.0054,Daphnia pulex/pulicaria grp.,,Cladocera,1,0.0000,,bo
as,CHN,2016Ad_plus_F,128,3/16/2016,13:05,BL-5,34,0.35,6,5,0.0169,0.0054,Daphnia grp 2,,Cladocera,1,0.0000,,bo
as,CHN,2016Ad_plus_F,128,3/16/2016,13:05,BL-5,34,0.35,6,5,0.0169,0.0054,Eurytemora sp,,Calanoida,1,0.0000,,bo
as,CHN,2016Ad_plus_F,128,3/16/2016,13:05,BL-5,34,0.35,6,5,0.0169,0.0054,Cyclopoida,,Cyclopoida,2,0.0000,,bo
as,CHN,2016Ad_plus_F,128,3/16/2016,13:05,BL-5,34,0.35,6,5,0.0169,0.0054,Acanthocyclops robustus,,Cyclopoida,6,0.0005,,bo
as,CHN,2016Ad_plus_F,128,3/16/2016,13:05,BL-5,34,0.35,6,5,0.0169,0.0054,Macrocyclops sp,,Cyclopoida,1,0.0003,,bo
as,CHN,2016Ad_plus_F,128,3/16/2016,13:05,BL-5,34,0.35,6,5,0.0169,0.0054,Eucyclops sp,,Cyclopoida,3,0.0000,,bo
as,CHN,2016Ad_plus_F,129,3/16/2016,13:05,BL-5,37,0.52,6,5,0.0174,0.0026,Animal matter,,Animalia,,0.0004,,bo
as,CHN,2016Ad_plus_F,129,3/16/2016,13:05,BL-5,37,0.52,6,5,0.0174,0.0026,Chironomidae,larvae,Diptera,16,0.0013,,bo
as,CHN,2016Ad_plus_F,129,3/16/2016,13:05,BL-5,37,0.52,6,5,0.0174,0.0026,Daphnia sp,,Cladocera,31,0.0017,,bo
as,CHN,2016Ad_plus_F,129,3/16/2016,13:05,BL-5,37,0.52,6,5,0.0174,0.0026,Daphnia pulex/pulicaria grp.,,Cladocera,16,0.0015,,bo
as,CHN,2016Ad_plus_F,129,3/16/2016,13:05,BL-5,37,0.52,6,5,0.0174,0.0026,Daphnia grp 2,,Cladocera,8,0.0007,,bo
as,CHN,2016Ad_plus_F,129,3/16/2016,13:05,BL-5,37,0.52,6,5,0.0174,0.0026,Cyclopoida,,Cyclopoida,1,0.0000,,bo
as,CHN,2016Ad_plus_F,129,3/16/2016,13:05,BL-5,37,0.52,6,5,0.0174,0.0026,Chydorus sp,,Cladocera,2,0.0000,,bo
as,CHN,2016Ad_plus_F,129,3/16/2016,13:05,BL-5,37,0.52,6,5,0.0174,0.0026,Simocephalus sp,,Cladocera,1,0.0000,,bo
as,CHN,2016Ad_plus_F,130,3/16/2016,13:05,BL-5,38,0.6,6,5,0.0412,0.0088,Unidentified,,Unidentified,,0.0019,,bo
as,CHN,2016Ad_plus_F,130,3/16/2016,13:05,BL-5,38,0.6,6,5,0.0412,0.0088,Culex sp,larvae,Diptera,8,0.0012,,bo
as,CHN,2016Ad_plus_F,130,3/16/2016,13:05,BL-5,38,0.6,6,5,0.0412,0.0088,Chironomidae,larvae,Diptera,56,0.0075,,bo
as,CHN,2016Ad_plus_F,130,3/16/2016,13:05,BL-5,38,0.6,6,5,0.0412,0.0088,Corixidae,nymph,Hemiptera,1,0.0009,,bo
as,CHN,2016Ad_plus_F,130,3/16/2016,13:05,BL-5,38,0.6,6,5,0.0412,0.0088,Insecta,pupae,Insecta,1,0.0000,,bo
as,CHN,2016Ad_plus_F,130,3/16/2016,13:05,BL-5,38,0.6,6,5,0.0412,0.0088,Entomobryiidae,,Collembola,1,0.0004,,bo
as,CHN,2016Ad_plus_F,130,3/16/2016,13:05,BL-5,38,0.6,6,5,0.0412,0.0088,Daphnia sp,,Cladocera,20,0.0015,,bo
as,CHN,2016Ad_plus_F,130,3/16/2016,13:05,BL-5,38,0.6,6,5,0.0412,0.0088,Daphnia pulex/pulicaria grp.,,Cladocera,17,0.0021,,bo
as,CHN,2016Ad_plus_F,130,3/16/2016,13:05,BL-5,38,0.6,6,5,0.0412,0.0088,Daphnia grp 2,,Cladocera,8,0.0004,,bo
as,CHN,2016Ad_plus_F,130,3/16/2016,13:05,BL-5,38,0.6,6,5,0.0412,0.0088,Simocephalus sp,,Cladocera,7,0.0006,,bo
as,CHN,2016Ad_plus_F,130,3/16/2016,13:05,BL-5,38,0.6,6,5,0.0412,0.0088,Ceriodaphnia sp,,Cladocera,1,0.0001,,bo
as,CHN,2016Ad_plus_F,130,3/16/2016,13:05,BL-5,38,0.6,6,5,0.0412,0.0088,Scapholeberis sp,,Cladocera,1,0.0000,,bo
as,CHN,2016Ad_plus_F,130,3/16/2016,13:05,BL-5,38,0.6,6,5,0.0412,0.0088,Leydigia sp,,Cladocera,2,0.0000,,bo
as,CHN,2016Ad_plus_F,130,3/16/2016,13:05,BL-5,38,0.6,6,5,0.0412,0.0088,Calanoida,,Calanoida,1,0.0000,,bo
as,CHN,2016Ad_plus_F,130,3/16/2016,13:05,BL-5,38,0.6,6,5,0.0412,0.0088,Eurytemora sp,,Calanoida,1,0.0002,,bo
as,CHN,2016Ad_plus_F,130,3/16/2016,13:05,BL-5,38,0.6,6,5,0.0412,0.0088,Eucyclops sp,,Cyclopoida,2,0.0002,,bo
as,CHN,2016Ad_plus_F,130,3/16/2016,13:05,BL-5,38,0.6,6,5,0.0412,0.0088,Acanthocyclops robustus,,Cyclopoida,1,0.0000,,bo
as,CHN,2016Ad_plus_F,131,3/16/2016,15:53,AL-3,36,0.43,5,5,0.0225,0.0068,Unidentified,,Unidentified,,0.0005,,bo
as,CHN,2016Ad_plus_F,131,3/16/2016,15:53,AL-3,36,0.43,5,5,0.0225,0.0068,Culex sp,larvae,Diptera,1,0.0000,Culicidae,bo
as,CHN,2016Ad_plus_F,131,3/16/2016,15:53,AL-3,36,0.43,5,5,0.0225,0.0068,Chironomidae,larvae,Diptera,54,0.0060,,bo
as,CHN,2016Ad_plus_F,131,3/16/2016,15:53,AL-3,36,0.43,5,5,0.0225,0.0068,Chironomidae,pupae,Diptera,1,0.0000,,bo
as,CHN,2016Ad_plus_F,131,3/16/2016,15:53,AL-3,36,0.43,5,5,0.0225,0.0068,Chironomidae,emergent,Diptera,3,0.0002,,bo
as,CHN,2016Ad_plus_F,131,3/16/2016,15:53,AL-3,36,0.43,5,5,0.0225,0.0068,Cicadellidae,nymph,Hemiptera,1,0.0000,,bo
as,CHN,2016Ad_plus_F,131,3/16/2016,15:53,AL-3,36,0.43,5,5,0.0225,0.0068,Acanthocyclops robustus,,Cyclopoida,1,0.0000,,bo
as,CHN,2016Ad_plus_F,131,3/16/2016,15:53,AL-3,36,0.43,5,5,0.0225,0.0068,Daphnia sp,,Cladocera,7,0.0005,,bo
as,CHN,2016Ad_plus_F,131,3/16/2016,15:53,AL-3,36,0.43,5,5,0.0225,0.0068,Daphnia pulex/pulicaria grp.,,Cladocera,4,0.0005,,bo
as,CHN,2016Ad_plus_F,132,3/16/2016,16:34,AL-1,47,1.2,6,5,0.0588,0.0202,Unidentified,,Unidentified,,0.0020,,bo
as,CHN,2016Ad_plus_F,132,3/16/2016,16:34,AL-1,47,1.2,6,5,0.0588,0.0202,Chironomidae,larvae,Diptera,57,0.0109,,bo
as,CHN,2016Ad_plus_F,132,3/16/2016,16:34,AL-1,47,1.2,6,5,0.0588,0.0202,Chironomidae,pupae,Diptera,9,0.0016,,bo
as,CHN,2016Ad_plus_F,132,3/16/2016,16:34,AL-1,47,1.2,6,5,0.0588,0.0202,Crangonyx sp,,Amphipoda,1,0.0004,,bo
as,CHN,2016Ad_plus_F,132,3/16/2016,16:34,AL-1,47,1.2,6,5,0.0588,0.0202,Acanthocyclops robustus,,Cyclopoida,1,0.0000,,bo
as,CHN,2016Ad_plus_F,132,3/16/2016,16:34,AL-1,47,1.2,6,5,0.0588,0.0202,Daphnia sp,,Cladocera,44,0.0070,,bo
as,CHN,2016Ad_plus_F,132,3/16/2016,16:34,AL-1,47,1.2,6,5,0.0588,0.0202,Daphnia pulex/pulicaria grp.,,Cladocera,11,0.0023,,bo
as,CHN,2016Ad_plus_F,132,3/16/2016,16:34,AL-1,47,1.2,6,5,0.0588,0.0202,Daphnia grp 2,,Cladocera,5,0.0002,,bo
as,CHN,2016Ad_plus_F,132,3/16/2016,16:34,AL-1,47,1.2,6,5,0.0588,0.0202,Simocephalus sp,,Cladocera,4,0.0006,,bo
as,CHN,2016Ad_plus_F,132,3/16/2016,16:34,AL-1,47,1.2,6,5,0.0588,0.0202,Culicidae,larvae,Diptera,1,0.0002,,bo
as,CHN,2016Ad_plus_F,133,3/16/2016,13:20,FW-1,36,0.265,1,,0.0054,,No animals,,0,,,,bo
as,CHN,2016Ad_plus_F,135,3/21/2016,8:39,FW-1,36,0.37,6,6,0.0110,0.0037,Chironomidae,emergent,Diptera,20,0.0023,,bo
as,CHN,2016Ad_plus_F,135,3/21/2016,8:39,FW-1,36,0.37,6,6,0.0110,0.0037,Simuliidae,larvae,Diptera,1,0.0001,,bo
as,CHN,2016Ad_plus_F,135,3/21/2016,8:39,FW-1,36,0.37,6,6,0.0110,0.0037,Daphnia sp,,Cladocera,3,0.0000,,bo
as,CHN,2016Ad_plus_F,136,3/21/2016,8:39,FW-1,38,0.5,4,6,0.0151,0.0066,Chironomidae,larvae,Diptera,9,0.0000,,bo
as,CHN,2016Ad_plus_F,136,3/21/2016,8:39,FW-1,38,0.5,4,6,0.0151,0.0066,Chironomidae,emergent,Diptera,12,0.0019,,bo
as,CHN,2016Ad_plus_F,136,3/21/2016,8:39,FW-1,38,0.5,4,6,0.0151,0.0066,Chironomidae,adult,Diptera,1,0.0003,,bo
as,CHN,2016Ad_plus_F,136,3/21/2016,8:39,FW-1,38,0.5,4,6,0.0151,0.0066,Acanthocyclops robustus,,Cyclopoida,2,0.0002,,bo
as,CHN,2016Ad_plus_F,136,3/21/2016,8:39,FW-1,38,0.5,4,6,0.0151,0.0066,Daphnia sp,,Cladocera,16,0.0007,,bo
as,CHN,2016Ad_plus_F,136,3/21/2016,8:39,FW-1,38,0.5,4,6,0.0151,0.0066,Daphnia pulex/pulicaria grp.,,Cladocera,24,0.0022,,bo
as,CHN,2016Ad_plus_F,137,3/21/2016,8:39,FW-1,37,0.41,1,,0.0091,,No animals,,0,,,,bo
as,CHN,2016Ad_plus_F,138,3/21/2016,8:38,FW-1,39,0.42,4,4,0.0117,0.0075,Insect matter,,Insecta,,0.0002,,bo
as,CHN,2016Ad_plus_F,138,3/21/2016,8:38,FW-1,39,0.42,4,4,0.0117,0.0075,Chironomidae,larvae,Diptera,4,0.0006,,bo
as,CHN,2016Ad_plus_F,138,3/21/2016,8:38,FW-1,39,0.42,4,4,0.0117,0.0075,Chironomidae,adult,Diptera,7,0.0007,thorax only,bo
as,CHN,2016Ad_plus_F,138,3/21/2016,8:38,FW-1,39,0.42,4,4,0.0117,0.0075,Cyclopoida,,Cyclopoida,1,0.0000,,bo
as,CHN,2016Ad_plus_F,139,3/22/2016,10:25,BL-5,41,0.68,5,5,0.0293,0.0117,Daphnia sp,,Cladocera,17,0.0036,,bo
as,CHN,2016Ad_plus_F,139,3/22/2016,10:25,BL-5,41,0.68,5,5,0.0293,0.0117,Daphnia pulex/pulicaria grp.,,Cladocera,16,0.0020,,bo
as,CHN,2016Ad_plus_F,139,3/22/2016,10:25,BL-5,41,0.68,5,5,0.0293,0.0117,Simocephalus sp,,Cladocera,2,0.0000,,bo
as,CHN,2016Ad_plus_F,139,3/22/2016,10:25,BL-5,41,0.68,5,5,0.0293,0.0117,Acanthocyclops robustus,,Cyclopoida,38,0.0017,,bo
as,CHN,2016Ad_plus_F,139,3/22/2016,10:25,BL-5,41,0.68,5,5,0.0293,0.0117,Chironomidae,larvae,Diptera,7,0.0009,,bo
as,CHN,2016Ad_plus_F,140,3/22/2016,10:25,BL-5,30,0.25,5,4,0.0105,0.0041,Daphnia sp,,Cladocera,39,0.0023,,bo
as,CHN,2016Ad_plus_F,140,3/22/2016,10:25,BL-5,30,0.25,5,4,0.0105,0.0041,Daphnia pulex/pulicaria grp.,,Cladocera,5,0.0000,,bo
as,CHN,2016Ad_plus_F,140,3/22/2016,10:25,BL-5,30,0.25,5,4,0.0105,0.0041,Daphnia grp 2,,Cladocera,1,0.0000,,bo
as,CHN,2016Ad_plus_F,140,3/22/2016,10:25,BL-5,30,0.25,5,4,0.0105,0.0041,Eucyclops sp,,Cyclopoida,4,0.0000,,bo
as,CHN,2016Ad_plus_F,140,3/22/2016,10:25,BL-5,30,0.25,5,4,0.0105,0.0041,Acanthocyclops robustus,,Cyclopoida,24,0.0003,,bo
as,CHN,2016Ad_plus_F,140,3/22/2016,10:25,BL-5,30,0.25,5,4,0.0105,0.0041,Chironomidae,larvae,Diptera,3,0.0001,,bo
as,CHN,2016Ad_plus_F,143,4/5/2016,9:58,BL-5,62,2.46,4,5,0.0594,0.0376,Unidentified,,Unidentified,,0.0020,,bo
as,CHN,2016Ad_plus_F,143,4/5/2016,9:58,BL-5,62,2.46,4,5,0.0594,0.0376,Daphnia pulex/pulicaria grp.,,Cladocera,7,0.0014,,bo
as,CHN,2016Ad_plus_F,143,4/5/2016,9:58,BL-5,62,2.46,4,5,0.0594,0.0376,Daphnia grp 2,,Cladocera,10,0.0015,,bo
as,CHN,2016Ad_plus_F,143,4/5/2016,9:58,BL-5,62,2.46,4,5,0.0594,0.0376,Simocephalus sp,,Cladocera,2,0.0037,,bo
as,CHN,2016Ad_plus_F,143,4/5/2016,9:58,BL-5,62,2.46,4,5,0.0594,0.0376,Daphnia sp,,Cladocera,5,0.0009,,bo
as,CHN,2016Ad_plus_F,144,4/5/2016,10:45,BL-4,48,1.23,5,4,0.0415,0.0186,Unidentified,,Unidentified,,0.0006,,bo
as,CHN,2016Ad_plus_F,144,4/5/2016,10:45,BL-4,48,1.23,5,4,0.0415,0.0186,Daphnia sp,,Cladocera,35,0.0051,,bo
as,CHN,2016Ad_plus_F,144,4/5/2016,10:45,BL-4,48,1.23,5,4,0.0415,0.0186,Daphnia pulex/pulicaria grp.,,Cladocera,24,0.0052,,bo
as,CHN,2016Ad_plus_F,144,4/5/2016,10:45,BL-4,48,1.23,5,4,0.0415,0.0186,Daphnia grp 2,,Cladocera,6,0.0012,,bo
as,CHN,2016Ad_plus_F,144,4/5/2016,10:45,BL-4,48,1.23,5,4,0.0415,0.0186,Simocephalus sp,,Cladocera,2,0.0000,,bo
as,CHN,2016Ad_plus_F,144,4/5/2016,10:45,BL-4,48,1.23,5,4,0.0415,0.0186,Chironomidae,emergent,Diptera,2,0.0004,,bo
as,CHN,2016Ad_plus_F,144,4/5/2016,10:45,BL-4,48,1.23,5,4,0.0415,0.0186,Aphididae,adult,Hemiptera,1,0.0002,winged,bo
as,CHN,2016Ad_plus_F,144,4/5/2016,10:45,BL-4,48,1.23,5,4,0.0415,0.0186,Acanthocyclops robustus,,Cyclopoida,1,0.0000,,bo
as,CHN,2016Ad_plus_F,145,4/5/2016,10:45,BL-4,51,1.42,4,5,0.0367,0.0207,Unidentified,,Unidentified,,0.0004,,bo
as,CHN,2016Ad_plus_F,145,4/5/2016,10:45,BL-4,51,1.42,4,5,0.0367,0.0207,Daphnia sp,,Cladocera,31,0.0024,,bo
as,CHN,2016Ad_plus_F,145,4/5/2016,10:45,BL-4,51,1.42,4,5,0.0367,0.0207,Daphnia pulex/pulicaria grp.,,Cladocera,21,0.0030,,bo
as,CHN,2016Ad_plus_F,145,4/5/2016,10:45,BL-4,51,1.42,4,5,0.0367,0.0207,Daphnia grp 2,,Cladocera,1,0.0002,,bo
as,CHN,2016Ad_plus_F,145,4/5/2016,10:45,BL-4,51,1.42,4,5,0.0367,0.0207,Chironomidae,emergent,Diptera,1,0.0002,,bo
as,CHN,2016Ad_plus_F,145,4/5/2016,10:45,BL-4,51,1.42,4,5,0.0367,0.0207,Chironomidae,larvae,Diptera,1,0.0001,,bo
as,CHN,2016Ad_plus_F,145,4/5/2016,10:45,BL-4,51,1.42,4,5,0.0367,0.0207,Acanthocyclops robustus,,Cyclopoida,4,0.0000,,bo
as,CHN,2016Ad_plus_F,146,4/5/2016,13:44,STTD,63,2.75,4,3,0.0563,0.0348,Unidentified,,Unidentified,,0.0040,,bo
as,CHN,2016Ad_plus_F,146,4/5/2016,13:44,STTD,63,2.75,4,3,0.0563,0.0348,Daphnia sp,,Cladocera,17,0.0036,,bo
as,CHN,2016Ad_plus_F,146,4/5/2016,13:44,STTD,63,2.75,4,3,0.0563,0.0348,Daphnia pulex/pulicaria grp.,,Cladocera,5,0.0008,,bo
as,CHN,2016Ad_plus_F,146,4/5/2016,13:44,STTD,63,2.75,4,3,0.0563,0.0348,Daphnia grp 2,,Cladocera,2,0.0009,,bo
as,CHN,2016Ad_plus_F,146,4/5/2016,13:44,STTD,63,2.75,4,3,0.0563,0.0348,Insect matter,,Insecta,,0.0011,,bo
as,CHN,2016Ad_plus_F,147,4/5/2016,13:44,STTD,57,2.12,4,3,0.0467,0.0300,Unidentified,,Unidentified,,0.0050,,bo
as,CHN,2016Ad_plus_F,147,4/5/2016,13:44,STTD,57,2.12,4,3,0.0467,0.0300,Daphnia sp,,Cladocera,7,0.0014,,bo
as,CHN,2016Ad_plus_F,147,4/5/2016,13:44,STTD,57,2.12,4,3,0.0467,0.0300,Daphniidae,ephippium,Cladocera,4,0.0002,,bo
as,CHN,2016Ad_plus_F,147,4/5/2016,13:44,STTD,57,2.12,4,3,0.0467,0.0300,Aphididae,adult,Hemiptera,1,0.0003,winged,bo
as,CHN,2016Ad_plus_F,147,4/5/2016,13:44,STTD,57,2.12,4,3,0.0467,0.0300,Chironomidae,adult,Diptera,1,0.0002,thorax only,bo
as,CHN,2016Ad_plus_F,148,4/6/2016,14:49,STTD,68,3.35,6,4,0.0930,0.0439,Unidentified,,Unidentified,,0.0032,,bo
as,CHN,2016Ad_plus_F,148,4/6/2016,14:49,STTD,68,3.35,6,4,0.0930,0.0439,Daphnia sp,,Cladocera,27,0.0056,,bo
as,CHN,2016Ad_plus_F,148,4/6/2016,14:49,STTD,68,3.35,6,4,0.0930,0.0439,Daphnia pulex/pulicaria grp.,,Cladocera,39,0.0097,,bo
as,CHN,2016Ad_plus_F,148,4/6/2016,14:49,STTD,68,3.35,6,4,0.0930,0.0439,Daphnia grp 2,,Cladocera,3,0.0009,,bo
as,CHN,2016Ad_plus_F,148,4/6/2016,14:49,STTD,68,3.35,6,4,0.0930,0.0439,Simocephalus sp,,Cladocera,3,0.0002,,bo
as,CHN,2016Ad_plus_F,148,4/6/2016,14:49,STTD,68,3.35,6,4,0.0930,0.0439,Americorophium sp,,Amphipoda,1,0.0009,,bo
as,CHN,2016Ad_plus_F,148,4/6/2016,14:49,STTD,68,3.35,6,4,0.0930,0.0439,Chironomidae,adult,Diptera,1,0.0004,,bo
as,CHN,2016Ad_plus_F,149,4/6/2016,14:49,STTD,62,2.44,5,3,0.0538,0.0370,Unidentified,,Unidentified,,0.0070,daphnia mush,bo
as,CHN,2016Ad_plus_F,149,4/6/2016,14:49,STTD,62,2.44,5,3,0.0538,0.0370,Daphniidae,ephippium,Cladocera,5,0.0005,,bo
as,CHN,2016Ad_plus_F,149,4/6/2016,14:49,STTD,62,2.44,5,3,0.0538,0.0370,Daphnia sp,,Cladocera,7,0.0007,,bo
as,CHN,2016Ad_plus_F,149,4/6/2016,14:49,STTD,62,2.44,5,3,0.0538,0.0370,Chironomidae,pupae,Diptera,1,0.0004,,bo
as,CHN,2016Ad_plus_F,149,4/6/2016,14:49,STTD,62,2.44,5,3,0.0538,0.0370,Aphididae,adult,Hemiptera,1,0.0006,,bo
as,CHN,2016Ad_plus_F,150,4/6/2016,14:49,,60,2.19,3,3,0.0430,0.0324,Unidentified,,Unidentified,,0.0014,,bo
as,CHN,2016Ad_plus_F,150,4/6/2016,14:49,,60,2.19,3,3,0.0430,0.0324,Daphniidae,ephippium,Cladocera,2,0.0004,,bo
as,CHN,2016Ad_plus_F,150,4/6/2016,14:49,,60,2.19,3,3,0.0430,0.0324,Daphnia sp,,Cladocera,3,0.0012,,bo
as,CHN,2016Ad_plus_F,150,4/6/2016,14:49,,60,2.19,3,3,0.0430,0.0324,Chironomidae,adult,Diptera,1,0.0000,thorax only,bo
as,CHN,2016Ad_plus_F,153,4/6/2016,14:49,STTD,61,2.29,5,3,0.0588,0.0316,Unidentified,,Unidentified,,0.0048,,bo
as,CHN,2016Ad_plus_F,153,4/6/2016,14:49,STTD,61,2.29,5,3,0.0588,0.0316,Daphniidae,ephippium,Cladocera,9,0.0012,,bo
as,CHN,2016Ad_plus_F,153,4/6/2016,14:49,STTD,61,2.29,5,3,0.0588,0.0316,Daphnia sp,,Cladocera,22,0.0046,,bo
as,CHN,2016Ad_plus_F,153,4/6/2016,14:49,STTD,61,2.29,5,3,0.0588,0.0316,Daphnia pulex/pulicaria grp.,,Cladocera,3,0.0008,,bo
as,CHN,2016Ad_plus_F,153,4/6/2016,14:49,STTD,61,2.29,5,3,0.0588,0.0316,Aphididae,adult,Hemiptera,3,0.0005,thorax only,bo
as,CHN,2016Ad_plus_F,153,4/6/2016,14:49,STTD,61,2.29,5,3,0.0588,0.0316,Chironomidae,emergent,Diptera,3,0.0004,thorax only,bo
as,CHN,2016Ad_plus_F,153,4/6/2016,14:49,STTD,61,2.29,5,3,0.0588,0.0316,Calanoida,,Calanoida,2,0.0002,,bo
as,CHN,2016Ad_plus_F,153,4/6/2016,14:49,STTD,61,2.29,5,3,0.0588,0.0316,Amphipoda,,Amphipoda,1,0.0007,,bo
as,CHN,2016Ad_plus_F,155,4/6/2016,14:49,STTD,48,1.13,6,4,0.0357,0.0170,Unidentified,,Unidentified,,0.0017,,bo
as,CHN,2016Ad_plus_F,155,4/6/2016,14:49,STTD,48,1.13,6,4,0.0357,0.0170,Daphnia sp,,Cladocera,13,0.0018,,bo
as,CHN,2016Ad_plus_F,155,4/6/2016,14:49,STTD,48,1.13,6,4,0.0357,0.0170,Daphnia pulex/pulicaria grp.,,Cladocera,5,0.0007,,bo
as,CHN,2016Ad_plus_F,155,4/6/2016,14:49,STTD,48,1.13,6,4,0.0357,0.0170,Daphniidae,ephippium,Cladocera,2,0.0002,,bo
as,CHN,2016Ad_plus_F,155,4/6/2016,14:49,STTD,48,1.13,6,4,0.0357,0.0170,Eurytemora sp,,Calanoida,14,0.0009,,bo
as,CHN,2016Ad_plus_F,155,4/6/2016,14:49,STTD,48,1.13,6,4,0.0357,0.0170,Acanthocyclops robustus,,Cyclopoida,39,0.0023,,bo
as,CHN,2016Ad_plus_F,156,4/6/2016,14:49,STTD,46,0.93,3,2,0.0212,0.0146,Unidentified,,Unidentified,,0.0007,,bo
as,CHN,2016Ad_plus_F,156,4/6/2016,14:49,STTD,46,0.93,3,2,0.0212,0.0146,Daphniidae,,Cladocera,1,0.0000,,bo
as,CHN,2016Ad_plus_F,156,4/6/2016,14:49,STTD,46,0.93,3,2,0.0212,0.0146,Daphniidae,ephippium,Cladocera,8,0.0005,,bo
as,CHN,2016Ad_plus_F,157,4/6/2016,14:49,STTD,46,0.96,3,3,0.0189,0.0143,Unidentified,,Unidentified,,0.0008,,bo
as,CHN,2016Ad_plus_F,157,4/6/2016,14:49,STTD,46,0.96,3,3,0.0189,0.0143,Daphniidae,ephippium,Cladocera,1,0.0000,,bo
as,CHN,2016Ad_plus_F,157,4/6/2016,14:49,STTD,46,0.96,3,3,0.0189,0.0143,Daphnia sp,,Cladocera,1,0.0000,,bo
as,CHN,2016Ad_plus_F,157,4/6/2016,14:49,STTD,46,0.96,3,3,0.0189,0.0143,Chironomidae,pupae,Diptera,1,0.0003,,bo
as,CHN,2016Ad_plus_F,193,4/13/2016,17:28,STTD,78,1.47,6,5,0.0609,0.0150,Unidentified,,Unidentified,,0.0006,,bo
as,CHN,2016Ad_plus_F,193,4/13/2016,17:28,STTD,78,1.47,6,5,0.0609,0.0150,Daphnia sp,,Cladocera,50,0.0052,,bo
as,CHN,2016Ad_plus_F,193,4/13/2016,17:28,STTD,78,1.47,6,5,0.0609,0.0150,Daphnia pulex/pulicaria grp.,,Cladocera,105,0.0126,,bo
as,CHN,2016Ad_plus_F,193,4/13/2016,17:28,STTD,78,1.47,6,5,0.0609,0.0150,Daphnia grp 2,,Cladocera,9,0.0009,,bo
as,CHN,2016Ad_plus_F,194,4/13/2016,17:28,STTD/RSTR,78,5.08,3,3,0.0785,0.0629,Unidentified,,Unidentified,,0.0035,,bo
as,CHN,2016Ad_plus_F,194,4/13/2016,17:28,STTD/RSTR,78,5.08,3,3,0.0785,0.0629,Corixidae,adult,Hemiptera,1,0.0030,,bo
as,CHN,2016Ad_plus_F,202,4/15/2016,9:18,BL-6,66,3.26,4,4,0.0835,0.0477,Unidentified,,Unidentified,,0.0081,,bo
as,CHN,2016Ad_plus_F,202,4/15/2016,9:18,BL-6,66,3.26,4,4,0.0835,0.0477,Crangonyx sp,,Amphipoda,1,0.0053,,bo
as,CHN,2016Ad_plus_F,202,4/15/2016,9:18,BL-6,66,3.26,4,4,0.0835,0.0477,Eurytemora sp,,Calanoida,1,0.0000,,bo
as,CHN,2016Ad_plus_F,202,4/15/2016,9:18,BL-6,66,3.26,4,4,0.0835,0.0477,Osteichthyes,,Chordata,1,0.0013,,bo
as,CHN,2016Ad_plus_F,202,4/15/2016,9:18,BL-6,66,3.26,4,4,0.0835,0.0477,Plant matter,,Plant Matter,,0.0003,,bo
as,CHN,2016Ad_plus_F,202,4/15/2016,9:18,BL-6,66,3.26,4,4,0.0835,0.0477,Crangonyx sp,,Amphipoda,1,0.0013,,bo
as,CHN,2016Ad_plus_F,203,4/15/2016,11:06,STTD,44,0.79,3,4,0.0194,0.0139,Daphnia sp,,Cladocera,10,0.0010,,bo
as,CHN,2016Ad_plus_F,203,4/15/2016,11:06,STTD,44,0.79,3,4,0.0194,0.0139,Daphnia pulex/pulicaria grp.,,Cladocera,2,0.0005,,bo
as,CHN,2016Ad_plus_F,203,4/15/2016,11:06,STTD,44,0.79,3,4,0.0194,0.0139,Daphnia grp 2,,Cladocera,1,0.0000,,bo
as,CHN,2016Ad_plus_F,204,4/15/2016,11:06,STTD,48,1.15,2,1,0.0190,0.0173,Insect matter,,Insecta,,0.0000,,bo
as,CHN,2016Ad_plus_F,205,4/15/2016,11:06,STTD,54,1.74,2,1,0.0305,0.0274,Unidentified,,Unidentified,,0.0007,,bo
as,CHN,2016Ad_plus_F,206,4/15/2016,11:06,STTD,68,3.5,3,3,0.0624,0.0504,Unidentified,,Unidentified,,0.0013,,bo
as,CHN,2016Ad_plus_F,206,4/15/2016,11:06,STTD,68,3.5,3,3,0.0624,0.0504,Daphnia pulex/pulicaria grp.,,Cladocera,1,0.0002,,bo
as,CHN,2016Ad_plus_F,206,4/15/2016,11:06,STTD,68,3.5,3,3,0.0624,0.0504,Daphnia grp 2,,Cladocera,1,0.0000,,bo
as,CHN,2016Ad_plus_F,206,4/15/2016,11:06,STTD,68,3.5,3,3,0.0624,0.0504,Chironomidae,emergent,Diptera,5,0.0003,Thorax only,bo
as,CHN,2016Ad_plus_F,206,4/15/2016,11:06,STTD,68,3.5,3,3,0.0624,0.0504,Chironomidae,adult,Diptera,1,0.0002,Thorax only,bo
as,CHN,2016Ad_plus_F,207,4/15/2016,11:06,STTD,57,1.53,4,3,0.0366,0.0232,Unidentified,,Unidentified,,0.0019,,bo
