Processed by,Date,ID #,,Site Code,Gear,FL,FL (Label if different from data sheet),Weight,Label Weight (If does not match weight on Inventory),Fullness,Digestion,Damp wt,Empty wt,Prey taxa,LH,Count,Wt,Stomach broken/damaged,Comments,REF,QA,Inventory
ba,3/12/2012,2012-007CHNF,F,STTD,RSTR,60,,1.5639,,3,5,0.0624,0.0428,Ceratopogonidae,adult,2,0.0000,,,Diptera,bo,White 2/4
ba,3/12/2012,2012-007CHNF,F,STTD,RSTR,60,,1.5639,,3,5,0.0624,0.0428,Cyclopoida,,9,0.0002,,,Copepoda,bo,White 2/4
ba,3/12/2012,2012-007CHNF,F,STTD,RSTR,60,,1.5639,,3,5,0.0624,0.0428,unidentified,,,0.0012,,,Unidentified,bo,White 2/4
ba,2/16/2012,2012-001CHNF,F,BL-5,Beach Seine,49,,0.7668,,3,6,0.0329,0.0237,Daphnia pulex/pulicaria,,16,0.0025,,,Cladocera,bo,White 2/4
ba,2/16/2012,2012-001CHNF,F,BL-5,Beach Seine,49,,0.7668,,3,6,0.0329,0.0237,Harpacticoida,,2,0.0001,,,Copepoda,bo,White 2/4
ba,3/15/2012,2012-017CHNF,F,BL-3,Beach Seine,57,,1.5375,,4,5,0.0714,0.0259,Chironomidae,pupa,10,0.0221,,,Diptera,bo,White 2/4
ba,3/15/2012,2012-017CHNF,F,BL-3,Beach Seine,57,,1.5375,,4,5,0.0714,0.0259,unidentified,,,0.0003,,,Unidentified,bo,White 2/4
ba,3/13/2014,2014-034CHNF,F,STTD,RSTR,38,,0.3234,,2,6,0.0061,0.0050,Aphididae,,1,0.0005,Y,only 1/2 of stomach present,Hemiptera,bo,White 2/4
ba,3/29/2012,2012-034CHNF,F,STTD,RSTR,70,,2.6305,,5,4,0.0941,0.0504,Daphniidae,,42,0.0123,,digested,Cladocera,bo,White 2/4
ba,3/29/2012,2012-034CHNF,F,STTD,RSTR,70,,2.6305,,5,4,0.0941,0.0504,unidentified,,,0.0052,,,Unidentified,bo,White 2/4
ba,3/16/2012,2012-019CHNF,F,STTD,RSTR,63,,1.7993,,3,5,0.0490,0.0329,Daphnia pulex/pulicaria,,27,0.0046,Y,only 2/3 stomach present,Cladocera,bo,White 2/4
ba,3/16/2012,2012-019CHNF,F,STTD,RSTR,63,,1.7993,,3,5,0.0490,0.0329,unidentified,adult,,0.0006,Y,only 2/3 stomach present,Unidentified,bo,White 2/4
ba,3/16/2012,2012-019CHNF,F,STTD,RSTR,63,,1.7993,,3,5,0.0490,0.0329,Nematoda,,1,0.0000,Y,only 2/3 stomach present,Nematoda,bo,White 2/4
ba,3/13/2012,2012-008CHNF,F,STTD,RSTR,58,,1.4725,,2,4,0.0279,0.0160,Daphnia pulex/pulicaria,,6,0.0014,,,Cladocera,bo,White 2/4
ba,3/13/2012,2012-008CHNF,F,STTD,RSTR,58,,1.4725,,2,4,0.0279,0.0160,Ceratopogonidae,adult,1,0.0000,,,Diptera,bo,White 2/4
ba,3/13/2012,2012-008CHNF,F,STTD,RSTR,58,,1.4725,,2,4,0.0279,0.0160,unidentified,,,0.0019,,,Unidentified,bo,White 2/4
ba,2/1/2013,2013-009CHNF,F,BL-5,Beach Seine,43,,0.4906,,4,4,0.0285,0.0049,Calanoida,,1,0.0000,,,Copepoda,bo,White 2/4
ba,2/1/2013,2013-009CHNF,F,BL-5,Beach Seine,43,,0.4906,,4,4,0.0285,0.0049,Cyclopoida,,4,0.0001,,,Copepoda,bo,White 2/4
ba,2/1/2013,2013-009CHNF,F,BL-5,Beach Seine,43,,0.4906,,4,4,0.0285,0.0049,Daphniidae,,131,0.0076,,digested,Cladocera,bo,White 2/4
ba,2/1/2013,2013-009CHNF,F,BL-5,Beach Seine,43,,0.4906,,4,4,0.0285,0.0049,Chironomidae,adult,2,0.0000,,,Diptera,bo,White 2/4
ba,2/1/2013,2013-009CHNF,F,BL-5,Beach Seine,43,,0.4906,,4,4,0.0285,0.0049,unidentified,,,0.0008,,,Unidentified,bo,White 2/4
ba,2/28/2013,2013-007CHNS,S,BL-2,Beach Seine,66,,2.5928,3.0500,4,4,0.1108,0.0322,Chironomidae,adult,5,0.0085,,,Diptera,bo,White 2/4
ba,2/28/2013,2013-007CHNS,S,BL-2,Beach Seine,66,,2.5928,3.0500,4,4,0.1108,0.0322,Daphniidae,,71,0.0123,,digested,Cladocera,bo,White 2/4
ba,2/28/2013,2013-007CHNS,S,BL-2,Beach Seine,66,,2.5928,3.0500,4,4,0.1108,0.0322,unidentified,,,0.0144,,,Unidentified,bo,White 2/4
ba,3/13/2013,2013-018CHNS,S,STTD,Beach Seine,78,,4.3836,,3,4,0.0927,0.0625,Chironomidae,adult,3,0.0030,,,Diptera,bo,White 2/4
ba,3/13/2013,2013-018CHNS,S,STTD,Beach Seine,78,,4.3836,,3,4,0.0927,0.0625,Insect matter,,,0.0000,,,Insecta,bo,White 2/4
ba,3/13/2013,2013-018CHNS,S,STTD,Beach Seine,78,,4.3836,,3,4,0.0927,0.0625,Gammaridea,,1,0.0000,,digested,Amphipoda,bo,White 2/4
ba,3/13/2013,2013-018CHNS,S,STTD,Beach Seine,78,,4.3836,,3,4,0.0927,0.0625,unidentified,,,0.0028,,,Unidentified,bo,White 2/4
ba,3/5/2013,2013-030CHNS,S,STTD,RSTR,69,,2.7228,,4,3,0.0659,0.0380,Daphniidae,,13,0.0029,,digested,Cladocera,bo,White 2/4
ba,3/5/2013,2013-030CHNS,S,STTD,RSTR,69,,2.7228,,4,3,0.0659,0.0380,unidentified,,,0.0060,,,Unidentified,bo,White 2/4
ba,3/13/2013,2013-022CHNS,S,STTD,RSTR,75,,3.3388,,5,4,0.0954,0.0525,Hymenoptera,adult,1,0.0007,,digested,Hymenoptera,bo,White 2/4
ba,3/13/2013,2013-022CHNS,S,STTD,RSTR,75,,3.3388,,5,4,0.0954,0.0525,Chironomidae,adult,9,0.0090,,,Diptera,bo,White 2/4
ba,3/13/2013,2013-022CHNS,S,STTD,RSTR,75,,3.3388,,5,4,0.0954,0.0525,Aphididae,,2,0.0003,,,Hemiptera,bo,White 2/4
ba,3/13/2013,2013-022CHNS,S,STTD,RSTR,75,,3.3388,,5,4,0.0954,0.0525,unidentified,,,0.0032,,,Unidentified,bo,White 2/4
ba,2/28/2013,2013-017CHNF,F,BL-5,Beach Seine,50,,0.9338,1.2700,5,4,0.0377,0.0082,Aphididae,,2,0.0005,,,Hemiptera,bo,White 2/4
ba,2/28/2013,2013-017CHNF,F,BL-5,Beach Seine,50,,0.9338,1.2700,5,4,0.0377,0.0082,unidentified,,,0.0040,,,Unidentified,bo,White 2/4
ba,2/28/2013,2013-017CHNF,F,BL-5,Beach Seine,50,,0.9338,1.2700,5,4,0.0377,0.0082,Sminthuridae,,1,0.0000,,,Collembola,bo,White 2/4
ba,2/28/2013,2013-017CHNF,F,BL-5,Beach Seine,50,,0.9338,1.2700,5,4,0.0377,0.0082,Chironomidae,larvae,1,0.0003,,,Diptera,bo,White 2/4
ba,2/28/2013,2013-017CHNF,F,BL-5,Beach Seine,50,,0.9338,1.2700,5,4,0.0377,0.0082,Chironomidae,adult,3,0.0008,,,Diptera,bo,White 2/4
ba,2/28/2013,2013-017CHNF,F,BL-5,Beach Seine,50,,0.9338,1.2700,5,4,0.0377,0.0082,Daphniidae,,56,0.0038,,digested,Cladocera,bo,White 2/4
ba,2/28/2013,2013-017CHNF,F,BL-5,Beach Seine,50,,0.9338,1.2700,5,4,0.0377,0.0082,Odonata,nymph,1,0.0003,,digested,Odonata,bo,White 2/4
ba,2/28/2013,2013-017CHNF,F,BL-5,Beach Seine,50,,0.9338,1.2700,5,4,0.0377,0.0082,Cyclopoida,,5,0.0000,,,Copepoda,bo,White 2/4
ba,2/28/2013,2013-017CHNF,F,BL-5,Beach Seine,50,,0.9338,1.2700,5,4,0.0377,0.0082,Plant Matter,,,0.0000,,,Plant Matter,bo,White 2/4
ba,2/26/2013,2013-006CHNS,S,STTD,RSTR,67,,2.5256,,2,3,0.0366,0.0195,Daphniidae,,5,0.0003,,digested,Cladocera,bo,White 2/4
ba,2/26/2013,2013-006CHNS,S,STTD,RSTR,67,,2.5256,,2,3,0.0366,0.0195,Chironomidae,adult,1,0.0000,,,Diptera,bo,White 2/4
ba,2/26/2013,2013-006CHNS,S,STTD,RSTR,67,,2.5256,,2,3,0.0366,0.0195,unidentified,,,0.0007,,,Unidentified,bo,White 2/4
ba,3/8/2013,2013-013CHNS,S,STTD,RSTR,63,,1.9826,,4,5,0.0692,0.0254,Daphniidae,,54,0.0108,,,Cladocera,bo,White 2/4
ba,3/8/2013,2013-013CHNS,S,STTD,RSTR,63,,1.9826,,4,5,0.0692,0.0254,unidentified,,,0.0075,,,Unidentified,bo,White 2/4
ba,2/28/2013,2013-008CHNS,S,BL-2,Beach Seine,74,,4.7000,,4,3,0.1277,0.0425,Coleoptera,adult,1,0.0006,,,Coleoptera,bo,White 2/4
ba,2/28/2013,2013-008CHNS,S,BL-2,Beach Seine,74,,4.7000,,4,3,0.1277,0.0425,Daphniidae,,107,0.0229,,,Cladocera,bo,White 2/4
ba,2/28/2013,2013-008CHNS,S,BL-2,Beach Seine,74,,4.7000,,4,3,0.1277,0.0425,unidentified,,,0.0284,,,Unidentified,bo,White 2/4
ba,2/1/2013,2013-011-CHNF,F,STTD,RSTR,48,,0.6664,,4,5,0.0226,0.0022,unidentified,,,0.0023,,,Unidentified,bo,White 2/4
ba,2/1/2013,2013-011-CHNF,F,STTD,RSTR,48,,0.6664,,4,5,0.0226,0.0022,Daphniidae,,29,0.0052,,,Cladocera,bo,White 2/4
ba,2/1/2013,2013-011-CHNF,F,STTD,RSTR,48,,0.6664,,4,5,0.0226,0.0022,Chironomidae,larvae,1,0.0003,,,Diptera,bo,White 2/4
ba,3/29/2013,2013-019CHNF,F,BL-5,Beach Seine,65,,2.1619,,4,5,0.0798,0.0203,Insect matter,,,0.0126,,,Insecta,bo,White 2/4
ba,3/29/2013,2013-019CHNF,F,BL-5,Beach Seine,65,,2.1619,,4,5,0.0798,0.0203,Corixidae,nymph,1,0.0024,,,Hemiptera,bo,White 2/4
ba,3/29/2013,2013-019CHNF,F,BL-5,Beach Seine,65,,2.1619,,4,5,0.0798,0.0203,Chironomidae,larvae,2,0.0000,,,Diptera,bo,White 2/4
ba,3/29/2013,2013-019CHNF,F,BL-5,Beach Seine,65,,2.1619,,4,5,0.0798,0.0203,Chironomidae,adult,26,0.0040,,,Diptera,bo,White 2/4
ba,3/29/2013,2013-019CHNF,F,BL-5,Beach Seine,65,,2.1619,,4,5,0.0798,0.0203,Aphididae,,11,0.0007,,,Hemiptera,bo,White 2/4
ba,3/29/2013,2013-019CHNF,F,BL-5,Beach Seine,65,,2.1619,,4,5,0.0798,0.0203,Trichoptera,larvae,1,0.0015,,,Trichoptera,bo,White 2/4
ba,3/29/2013,2013-019CHNF,F,BL-5,Beach Seine,65,,2.1619,,4,5,0.0798,0.0203,Diptera,adult,1,0.0000,,thoraces,Diptera,bo,White 2/4
ba,3/29/2013,2013-019CHNF,F,BL-5,Beach Seine,65,,2.1619,,4,5,0.0798,0.0203,Nematoda,,1,0.0000,,,Nematoda,bo,White 2/4
ba,3/29/2013,2013-019CHNF,F,BL-5,Beach Seine,65,,2.1619,,4,5,0.0798,0.0203,Plant Matter,,,0.0007,,,Plant Matter,bo,White 2/4
ba,3/29/2013,2013-019CHNF,F,BL-5,Beach Seine,65,,2.1619,,4,5,0.0798,0.0203,Chironomidae,pupa,1,0.0000,,,Diptera,bo,White 2/4
ba,3/29/2013,2013-019CHNF,F,BL-5,Beach Seine,65,,2.1619,,4,5,0.0798,0.0203,Daphniidae,,1,0.0000,,digested,Cladocera,bo,White 2/4
ba,3/1/2013,2013-009CHNS,S,STTD,RSTR,64,,2.3506,2.8200,3,6,0.0611,0.0328,Mysidacea,,1,0.0039,,head only,Mysidacea,bo,White 2/4
ba,3/1/2013,2013-009CHNS,S,STTD,RSTR,64,,2.3506,2.8200,3,6,0.0611,0.0328,Corixidae,,1,0.0000,,wing only,Hemiptera,bo,White 2/4
ba,2/28/2013,2013-016CHNF,F,BL-5,Beach Seine,47,,1.0200,,4,4,0.0510,0.0051,Chironomidae,adult,1,0.0002,,,Diptera,bo,White 2/4
ba,2/28/2013,2013-016CHNF,F,BL-5,Beach Seine,47,,1.0200,,4,4,0.0510,0.0051,Daphnia pulex/pulicaria,,157,0.0194,,,Cladocera,bo,White 2/4
ba,2/28/2013,2013-016CHNF,F,BL-5,Beach Seine,47,,1.0200,,4,4,0.0510,0.0051,Chironomidae,larvae,1,0.0000,,,Diptera,bo,White 2/4
ba,2/28/2013,2013-016CHNF,F,BL-5,Beach Seine,47,,1.0200,,4,4,0.0510,0.0051,Cyclopoida,,1,0.0000,,,Copepoda,bo,White 2/4
ba,2/28/2013,2013-016CHNF,F,BL-5,Beach Seine,47,,1.0200,,4,4,0.0510,0.0051,Sciaridae,adult,1,0.0003,,,Diptera,bo,White 2/4
ba,2/28/2013,2013-016CHNF,F,BL-5,Beach Seine,47,,1.0200,,4,4,0.0510,0.0051,unidentified,,,0.0040,,,Unidentified,bo,White 2/4
ba,3/8/2013,2013-012CHNS,S,STTD,RSTR,65,,2.2646,,2,6,0.0616,0.0469,Chironomidae,adult,1,0.0002,,,Diptera,bo,White 2/4
ba,3/8/2013,2013-012CHNS,S,STTD,RSTR,65,,2.2646,,2,6,0.0616,0.0469,Corixidae,nymph,1,0.0005,,,Hemiptera,bo,White 2/4
ba,3/12/2013,2013-016CHNS,S,STTD,RSTR,77,,4.2784,,2,6,0.0971,0.0901,Insect matter,,,0.0000,,,Insecta,bo,White 2/4
ba,1/17/2013,2013-006CHNF,F,BL5,Beach Seine,38,,0.2684,,3,5,0.0145,0.0038,Daphnia pulex/pulicaria,,54,0.0041,,,Cladocera,bo,White 2/4
ba,1/17/2013,2013-006CHNF,F,BL5,Beach Seine,38,,0.2684,,3,5,0.0145,0.0038,Chironomidae,larvae,1,0.0000,,,Diptera,bo,White 2/4
ba,1/17/2013,2013-006CHNF,F,BL5,Beach Seine,38,,0.2684,,3,5,0.0145,0.0038,unidentified,,,0.0009,,,Unidentified,bo,White 2/4
ba,3/19/2014,2014-079CHNF,F,STTD,RSTR,60,,2.1800,,4,3,0.0468,0.0304,Chironomidae,adult,7,0.0015,,,Diptera,bo,White 2/4
ba,3/19/2014,2014-079CHNF,F,STTD,RSTR,60,,2.1800,,4,3,0.0468,0.0304,unidentified,,,0.0016,,,Unidentified,bo,White 2/4
ba,3/13/2014,2014-040CHNF,F,STTD,RSTR,43,,0.6024,,4,5,0.0204,0.0013,Plant Matter,,,0.0000,,,Plant Matter,bo,White 2/4
ba,3/13/2014,2014-040CHNF,F,STTD,RSTR,43,,0.6024,,4,5,0.0204,0.0013,Insect matter,,,0.0001,,,Insecta,bo,White 2/4
ba,3/13/2014,2014-040CHNF,F,STTD,RSTR,43,,0.6024,,4,5,0.0204,0.0013,Daphnia pulex/pulicaria,,106,0.0083,,,Cladocera,bo,White 2/4
ba,3/13/2014,2014-040CHNF,F,STTD,RSTR,43,,0.6024,,4,5,0.0204,0.0013,Calanoida,,1,0.0000,,,Copepoda,bo,White 2/4
ba,3/13/2014,2014-040CHNF,F,STTD,RSTR,43,,0.6024,,4,5,0.0204,0.0013,Corophiidae,,1,0.0000,,one antenna,Amphipoda,bo,White 2/4
ba,3/13/2014,2014-040CHNF,F,STTD,RSTR,43,,0.6024,,4,5,0.0204,0.0013,unidentified,,,0.0011,,,Unidentified,bo,White 2/4
ba,3/19/2014,2014-083CHNF,F,STTD,RSTR,62,,2.2700,,1,,0.0278,,Empty,,,,,,n/a,bo,White 2/4
ba,3/13/2014,2014-041CHNF,F,STTD,RSTR,45,,0.7113,,4,5,0.0202,0.0051,Daphnia pulex/pulicaria,,44,0.0051,Y,only 1/2 of stomach present,Cladocera,bo,White 2/4
ba,3/13/2014,2014-041CHNF,F,STTD,RSTR,45,,0.7113,,4,5,0.0202,0.0051,unidentified,,,0.0011,,,Unidentified,bo,White 2/4
ba,3/14/2013,2013-023CHNS,S,STTD,RSTR,74,,3.9178,,3,3,0.1164,0.0853,Gammaridea,,1,0.0007,,digested parts,Amphipoda,bo,White 2/4
ba,3/14/2013,2013-023CHNS,S,STTD,RSTR,74,,3.9178,,3,3,0.1164,0.0853,unidentified,,,0.0083,,,Unidentified,bo,White 2/4
ba,3/26/2015,2015-009CHNF,F,STTD,RSTR,68,,3.2300,,1,,0.0821,,Empty,,,,,,n/a,bo,Small Brown
ba,3/27/2015,2015-001CHNW,W,STTD,RSTR,96,,9.5600,,2,5,0.1981,0.1714,Hyallela sp,,1,0.0008,,,Amphipoda,bo,Small Brown
ba,3/27/2015,2015-001CHNW,W,STTD,RSTR,96,,9.5600,,2,5,0.1981,0.1714,Chironomidae,adult,1,0.0018,,,Diptera,bo,Small Brown
ba,3/27/2015,2015-001CHNW,W,STTD,RSTR,96,,9.5600,,2,5,0.1981,0.1714,unidentified,,,0.0019,,,Unidentified,bo,Small Brown
ba,3/26/2015,2015-010CHNF,F,STTD,RSTR,60,,2.2600,,4,5,0.0636,0.0370,Ephydridae,adult,1,0.0020,,,Diptera,bo,Small Brown
ba,3/26/2015,2015-010CHNF,F,STTD,RSTR,60,,2.2600,,4,5,0.0636,0.0370,unidentified,,,0.0009,,,Unidentified,bo,Small Brown
ba,3/26/2015,2015-010CHNF,F,STTD,RSTR,60,,2.2600,,4,5,0.0636,0.0370,Insect matter,,,0.0021,,,Insecta,bo,Small Brown
ba,3/26/2015,2015-010CHNF,F,STTD,RSTR,60,,2.2600,,4,5,0.0636,0.0370,Staphylinidae,adult,1,0.0004,,,Coleoptera,bo,Small Brown
ba,3/26/2015,2015-010CHNF,F,STTD,RSTR,60,,2.2600,,4,5,0.0636,0.0370,Aphididae,,3,0.0004,,,Hemiptera,bo,Small Brown
ba,3/26/2015,2015-010CHNF,F,STTD,RSTR,60,,2.2600,,4,5,0.0636,0.0370,Cyclopoida,,1,0.0000,,,Copepoda,bo,Small Brown
ba,3/26/2015,2015-010CHNF,F,STTD,RSTR,60,,2.2600,,4,5,0.0636,0.0370,Chironomidae,adult,2,0.0002,,,Diptera,bo,Small Brown
ba,3/26/2015,2015-010CHNF,F,STTD,RSTR,60,,2.2600,,4,5,0.0636,0.0370,Trichoptera,adult,2,0.0028,,digested,Trichoptera,bo,Small Brown
ba,3/26/2015,2015-010CHNF,F,STTD,RSTR,60,,2.2600,,4,5,0.0636,0.0370,Psocoptera,adult,1,0.0003,,,Psocoptera,bo,Small Brown
ba,3/26/2015,2015-010CHNF,F,STTD,RSTR,60,,2.2600,,4,5,0.0636,0.0370,Hymenoptera,adult,1,0.0000,,,Hymenoptera,bo,Small Brown
bo,3/27/2012,2012-027CHNF,F,STTD,RSTR,62,,2.2051,,4,3,0.1298,0.0732,Nematoda,,1,0.0000,,,Nematoda,bo,White 2/4
bo,3/27/2012,2012-027CHNF,F,STTD,RSTR,62,,2.2051,,4,3,0.1298,0.0732,Aphididae,,2,0.0008,,wingless,Hemiptera,bo,White 2/4
bo,3/27/2012,2012-027CHNF,F,STTD,RSTR,62,,2.2051,,4,3,0.1298,0.0732,Daphnia sp,,7,0.0011,,,Cladocera,bo,White 2/4
bo,3/27/2012,2012-027CHNF,F,STTD,RSTR,62,,2.2051,,4,3,0.1298,0.0732,Cladocera,,15,0.0024,,,Cladocera,bo,White 2/4
bo,3/27/2012,2012-027CHNF,F,STTD,RSTR,62,,2.2051,,4,3,0.1298,0.0732,Insect matter,,,0.0059,,,Insecta,bo,White 2/4
bo,3/27/2012,2012-027CHNF,F,STTD,RSTR,62,,2.2051,,4,3,0.1298,0.0732,Aphididae,adult,3,0.0015,,winged,Hemiptera,bo,White 2/4
bo,3/27/2012,2012-027CHNF,F,STTD,RSTR,62,,2.2051,,4,3,0.1298,0.0732,Chironomidae,adult,4,0.0023,,,Diptera,bo,White 2/4
bo,3/27/2012,2012-027CHNF,F,STTD,RSTR,62,,2.2051,,4,3,0.1298,0.0732,Diptera,adult,1,0.0005,,,Diptera,bo,White 2/4
bo,3/27/2012,2012-027CHNF,F,STTD,RSTR,62,,2.2051,,4,3,0.1298,0.0732,Cyclopoida,,3,0.0004,,,Copepoda,bo,White 2/4
bo,3/27/2012,2012-027CHNF,F,STTD,RSTR,62,,2.2051,,4,3,0.1298,0.0732,Calanoida,,2,0.0000,,,Copepoda,bo,White 2/4
bo,3/27/2012,2012-027CHNF,F,STTD,RSTR,62,,2.2051,,4,3,0.1298,0.0732,Animal Matter,,,0.0065,,,Animal Matter,bo,White 2/4
bo,3/13/2012,2012-010CHNF,F,STTD,RSTR,58,,1.8624,,5,4,0.0876,0.0394,Cladocera,,104,0.0212,Y,stomach open,Cladocera,bo,White 2/4
bo,3/13/2012,2012-010CHNF,F,STTD,RSTR,58,,1.8624,,5,4,0.0876,0.0394,Daphnia sp,,118,0.0074,,,Cladocera,bo,White 2/4
bo,3/13/2012,2012-010CHNF,F,STTD,RSTR,58,,1.8624,,5,4,0.0876,0.0394,Animal Matter,,,0.0034,,,Animal Matter,bo,White 2/4
bo,3/13/2012,2012-010CHNF,F,STTD,RSTR,58,,1.8624,,5,4,0.0876,0.0394,Nematoda,,1,0.0000,,,Nematoda,bo,White 2/4
bo,3/27/2012,2012-029CHNF,F,STTD,RSTR,60,,2.2600,,5,3,0.1035,0.0534,Insect matter,,,0.0077,Y,stomach open,Insecta,bo,White 2/4
bo,3/27/2012,2012-029CHNF,F,STTD,RSTR,60,,2.2600,,5,3,0.1035,0.0534,Aphididae,adult,10,0.0036,,winged,Hemiptera,bo,White 2/4
bo,3/27/2012,2012-029CHNF,F,STTD,RSTR,60,,2.2600,,5,3,0.1035,0.0534,Chironomidae,adult,3,0.0004,,,Diptera,bo,White 2/4
bo,3/27/2012,2012-029CHNF,F,STTD,RSTR,60,,2.2600,,5,3,0.1035,0.0534,Collembola,,1,0.0000,,,Collembola,bo,White 2/4
bo,3/27/2012,2012-029CHNF,F,STTD,RSTR,60,,2.2600,,5,3,0.1035,0.0534,Daphnia sp,,13,0.0015,,,Cladocera,bo,White 2/4
bo,3/27/2012,2012-029CHNF,F,STTD,RSTR,60,,2.2600,,5,3,0.1035,0.0534,Calanoida,,8,0.0008,,,Copepoda,bo,White 2/4
bo,3/27/2012,2012-029CHNF,F,STTD,RSTR,60,,2.2600,,5,3,0.1035,0.0534,Diptera,pupa,1,0.0000,,,Diptera,bo,White 2/4
bo,3/27/2012,2012-029CHNF,F,STTD,RSTR,60,,2.2600,,5,3,0.1035,0.0534,Hemiptera,adult,1,0.0009,,only half of individual,Hemiptera,bo,White 2/4
bo,3/27/2012,2012-029CHNF,F,STTD,RSTR,60,,2.2600,,5,3,0.1035,0.0534,Cladocera,,8,0.0011,,,Cladocera,bo,White 2/4
bo,3/27/2012,2012-029CHNF,F,STTD,RSTR,60,,2.2600,,5,3,0.1035,0.0534,Thripidae,adult,1,0.0000,,,Thysanoptera,bo,White 2/4
bo,3/27/2012,2012-029CHNF,F,STTD,RSTR,60,,2.2600,,5,3,0.1035,0.0534,Cyclopoida,,1,0.0000,,,Copepoda,bo,White 2/4
bo,3/27/2012,2012-029CHNF,F,STTD,RSTR,60,,2.2600,,5,3,0.1035,0.0534,Psocoptera,adult,1,0.0007,,,Psocoptera,bo,White 2/4
bo,3/27/2012,2012-029CHNF,F,STTD,RSTR,60,,2.2600,,5,3,0.1035,0.0534,Animal Matter,,,0.0074,,,Animal Matter,bo,White 2/4
as,3/23/2012,2012-026CHNF,F,STTD,RSTR,67,,2.2330,,4,2,0.0761,0.0574,Animal Matter,,,0.0041,,,Animal Matter,bo,White 2/4
as,3/23/2012,2012-026CHNF,F,STTD,RSTR,67,,2.2330,,4,2,0.0761,0.0574,Daphniidae,,2,0.0005,,,Cladocera,bo,White 2/4
as,3/23/2012,2012-025CHNF,F,STTD,RSTR,67,,2.3728,,3,3,0.0655,0.0442,Animal Matter,,,0.0027,,,Animal Matter,bo,White 2/4
as,3/23/2012,2012-025CHNF,F,STTD,RSTR,67,,2.3728,,3,3,0.0655,0.0442,Aranae,,1,0.0003,,"cephalothorax, legs",Arachnida,bo,White 2/4
as,3/23/2012,2012-025CHNF,F,STTD,RSTR,67,,2.3728,,3,3,0.0655,0.0442,Brachycera,adult,2,0.0008,,,Diptera,bo,White 2/4
as,3/23/2012,2012-025CHNF,F,STTD,RSTR,67,,2.3728,,3,3,0.0655,0.0442,Chironomidae,adult,4,0.0002,,,Diptera,bo,White 2/4
as,3/29/2012,2012-035CHNF,F,STTD,RSTR,71,,2.9076,,5,4,0.1073,0.0552,Animal Matter,,,0.0040,,,Animal Matter,bo,White 2/4
as,3/29/2012,2012-035CHNF,F,STTD,RSTR,71,,2.9076,,5,4,0.1073,0.0552,Aphididae,,1,0.0002,,,Hemiptera,bo,White 2/4
as,3/29/2012,2012-035CHNF,F,STTD,RSTR,71,,2.9076,,5,4,0.1073,0.0552,Daphnia pulex/pulicaria,,19,0.0089,,,Cladocera,bo,White 2/4
as,3/29/2012,2012-035CHNF,F,STTD,RSTR,71,,2.9076,,5,4,0.1073,0.0552,Daphniidae,,12,0.0063,,,Cladocera,bo,White 2/4
as,3/13/2012,2012-011CHNF,F,STTD,RSTR,56,,1.1515,,3,4,0.0297,0.0176,Animal Matter,,,0.0011,,,Animal Matter,bo,White 2/4
as,3/13/2012,2012-011CHNF,F,STTD,RSTR,56,,1.1515,,3,4,0.0297,0.0176,Daphniidae,,3,0.0004,,,Cladocera,bo,White 2/4
as,3/13/2012,2012-011CHNF,F,STTD,RSTR,56,,1.1515,,3,4,0.0297,0.0176,Daphniidae,ephippia,1,0.0000,,,Cladocera,bo,White 2/4
as,3/13/2012,2012-011CHNF,F,STTD,RSTR,56,,1.1515,,3,4,0.0297,0.0176,Hemiptera,adult,1,0.0005,,,Hemiptera,bo,White 2/4
as,2/16/2012,2012-003CHNF,F,BL-5,Beach Seine,48,,0.6788,,4,5,0.0533,0.0268,Daphnia pulex/pulicaria,,40,0.0056,,,Cladocera,bo,White 2/4
as,3/15/2012,2012-016CHNF,F,BL-3,Beach Seine,56,,1.5930,,5,4,0.0602,0.0062,Animal Matter,,,0.0012,,,Animal Matter,bo,White 2/4
as,3/15/2012,2012-016CHNF,F,BL-3,Beach Seine,56,,1.5930,,5,4,0.0602,0.0062,Daphnia pulex/pulicaria,,32,0.0161,,,Cladocera,bo,White 2/4
as,3/15/2012,2012-016CHNF,F,BL-3,Beach Seine,56,,1.5930,,5,4,0.0602,0.0062,Daphniidae,,16,0.0052,,,Cladocera,bo,White 2/4
as,3/15/2012,2012-016CHNF,F,BL-3,Beach Seine,56,,1.5930,,5,4,0.0602,0.0062,Simocephalus sp,,2,0.0003,,,Cladocera,bo,White 2/4
as,3/15/2012,2012-016CHNF,F,BL-3,Beach Seine,56,,1.5930,,5,4,0.0602,0.0062,Tipulidae,adult,1,0.0031,,,Diptera,bo,White 2/4
as,3/15/2012,2012-016CHNF,F,BL-3,Beach Seine,56,,1.5930,,5,4,0.0602,0.0062,Cyclopoida,,1,0.0000,,,Copepoda,bo,White 2/4
as,3/15/2012,2012-014CHNF,F,STTD,RSTR,65,,2.2608,,5,4,0.0938,0.0366,Animal Matter,,,0.0034,,,Animal Matter,bo,White 2/4
as,3/15/2012,2012-014CHNF,F,STTD,RSTR,65,,2.2608,,5,4,0.0938,0.0366,Daphnia pulex/pulicaria,,30,0.0096,,,Cladocera,bo,White 2/4
as,3/15/2012,2012-014CHNF,F,STTD,RSTR,65,,2.2608,,5,4,0.0938,0.0366,Simocephalus sp,,2,0.0007,,,Cladocera,bo,White 2/4
